Zipcode,Total Discharges,Average Charge,National Average Charge,Difference
16154,31.0,10672.68,16996.42,-6323.739999999998
16201,22.85,6479.3544999999995,9020.9275,-2541.573
16214,22.705882352941178,7749.568823529413,9117.092352941178,-1367.5235294117647
16335,32.333333333333336,8176.80607843137,9923.201568627454,-1746.3954901960783
16346,34.093023255813954,5998.118837209303,8553.883953488368,-2555.76511627907
16365,25.68421052631579,7531.887894736842,9155.407368421053,-1623.5194736842107
16509,30.19047619047619,7557.352857142857,8146.949523809524,-589.5966666666666
16544,35.438202247191015,10164.010786516857,11692.083707865166,-1528.0729213483148
16550,45.89010989010989,10367.271098901101,11557.075714285713,-1189.8046153846153
16601,40.5,10463.670638297872,11823.160531914891,-1359.4898936170214
16646,21.5,8729.615,12097.04,-3367.4249999999997
16652,19.727272727272727,6626.972272727272,9082.103181818182,-2455.1309090909094
16673,29.166666666666668,8010.0183333333325,10672.56,-2662.5416666666656
16701,26.954545454545453,7594.2309090909075,9221.524090909092,-1627.2931818181823
16735,13.75,7910.5325,9758.4525,-1847.92
16803,39.79710144927536,8520.104347826085,10917.174927536236,-2397.070579710144
16830,21.42105263157895,6568.74,9267.06947368421,-2698.3294736842104
16901,23.88,8547.600400000001,8943.3956,-395.7951999999996
17011,34.9041095890411,9471.702876712327,12450.42602739726,-2978.723150684931
17015,28.0,6870.210882352944,9930.357058823529,-3060.146176470588
17033,44.895833333333336,15873.117499999998,11603.990208333336,4269.127291666667
17042,29.892857142857142,8481.007142857143,10311.41857142857,-1830.4114285714288
17044,25.205128205128204,6857.70717948718,8826.200512820513,-1968.493333333333
17105,64.64423076923077,12251.689903846158,11736.35249999999,515.3374038461538
17201,48.5,9773.382317073174,11584.099146341461,-1810.7168292682923
17268,30.384615384615383,7260.151923076921,8447.316538461539,-1187.1646153846157
17325,33.395348837209305,7268.595348837209,9131.179999999995,-1862.5846511627906
17331,34.01851851851852,8774.958148148151,9994.015185185184,-1219.0570370370374
17402,109.75,15510.93,20537.707499999997,-5026.777499999999
17403,54.304054054054056,11531.970810810815,11349.903175675672,182.06763513513502
17522,29.804878048780488,6713.844634146341,9332.11951219512,-2618.2748780487805
17543,16.733333333333334,7327.958,8703.648,-1375.6899999999998
17604,62.13492063492063,10902.952460317458,11796.280952380954,-893.3284920634921
17701,35.964285714285715,10392.428928571428,11996.615238095239,-1604.1863095238102
17745,19.5,6689.413333333333,8854.9975,-2165.584166666667
17801,25.77777777777778,7116.3055555555575,9032.349999999999,-1916.0444444444447
17815,16.133333333333333,6147.047333333333,9502.209333333332,-3355.1619999999994
17822,51.23076923076923,15497.982884615381,12079.596249999991,3418.3866346153854
17837,30.818181818181817,7857.498863636362,11188.347954545456,-3330.8490909090906
17901,31.450704225352112,7189.353661971831,9557.26957746479,-2367.915915492958
18015,57.35514018691589,12673.312990654205,12020.357757009337,652.95523364486
18017,41.13636363636363,9725.47056818182,11061.401818181816,-1335.9312499999999
18042,36.774193548387096,10865.137096774191,11322.806290322578,-457.66919354838706
18045,32.278688524590166,7018.884098360657,9477.965737704917,-2459.081639344262
18071,20.22222222222222,5652.392777777778,9082.727222222222,-3430.3344444444456
18102,24.38095238095238,9993.04380952381,10211.149523809525,-218.10571428571447
18104,62.0,14904.085,20122.552499999998,-5218.467499999998
18105,78.11206896551724,12339.279568965514,12037.238534482753,302.04103448275845
18201,37.13846153846154,7724.32523076923,10413.34153846154,-2689.0163076923072
18218,24.46153846153846,8513.34,9854.76,-1341.4200000000003
18235,27.724137931034484,6555.7282758620695,9220.052068965517,-2664.3237931034487
18301,41.28048780487805,10279.942073170732,11519.235975609752,-1239.2939024390248
18431,27.256410256410255,7507.518461538464,9581.331538461536,-2073.8130769230775
18501,43.50617283950617,8791.274074074072,11700.765185185184,-2909.4911111111114
18510,36.23571428571429,9006.624857142859,11219.690499999997,-2213.0656428571424
18603,26.53846153846154,5733.864615384616,9549.773846153847,-3815.9092307692304
18657,15.142857142857142,5292.118571428572,8442.507142857143,-3150.3885714285716
18711,43.265060240963855,9701.771686746986,11233.500000000002,-1531.7283132530117
18764,52.62105263157895,9303.038631578944,11407.417263157893,-2104.378631578947
18840,40.41489361702128,11199.641170212768,11933.110425531913,-733.469255319149
18848,20.555555555555557,7312.226666666667,9428.873333333333,-2116.6466666666665
18901,39.285714285714285,8801.360595238099,11327.694404761904,-2526.3338095238096
18951,24.64,7479.156799999998,9892.3832,-2413.2263999999996
18960,29.681818181818183,8687.908636363636,10660.751666666669,-1972.8430303030304
19001,60.51960784313726,12280.767647058829,11856.462058823521,424.30558823529446
19007,22.655172413793103,8215.239999999998,9745.674482758619,-1530.4344827586206
19010,41.964285714285715,11473.45904761905,11715.316666666664,-241.857619047619
19013,37.90243902439025,13294.037560975608,11345.543780487806,1948.4937804878036
19020,149.0,18415.553333333333,21164.596666666665,-2749.0433333333317
19023,38.72727272727273,13840.6187012987,9993.302597402599,3847.3161038961043
19026,26.477272727272727,10341.768181818183,9669.416818181815,672.3513636363635
19046,31.424242424242426,9219.137575757577,10692.636515151515,-1473.4989393939393
19047,49.28971962616822,9801.58271028037,11878.605514018684,-2077.022803738317
19063,38.861111111111114,9879.400972222224,10964.754861111109,-1085.3538888888895
19096,43.333333333333336,13577.772643678163,12182.880459770113,1394.8921839080463
19102,28.08974358974359,18868.035897435897,10325.11269230769,8542.923205128205
19104,41.496855345911946,18993.84106918239,12109.217547169803,6884.623522012578
19107,50.6,16944.223000000013,12124.955529411762,4819.267470588233
19111,25.77358490566038,9890.391698113206,9901.96471698113,-11.573018867924493
19114,48.0188679245283,12617.591603773586,11657.096698113195,960.4949056603773
19118,32.58730158730159,9698.63587301587,9971.14761904762,-272.5117460317461
19122,23.0,24816.65,7294.9,17521.75
19124,17.5,13377.935000000001,6620.5650000000005,6757.370000000001
19128,26.033333333333335,13714.43966666667,10233.113666666664,3481.326000000001
19130,19.904761904761905,11032.947142857141,8593.309523809523,2439.637619047619
19140,33.521126760563384,23645.87774647888,12176.888873239437,11468.988873239434
19141,38.943820224719104,19774.592359550563,11342.866179775281,8431.726179775282
19152,30.049180327868854,9271.400983606556,10021.520327868855,-750.1193442622952
19301,38.433734939759034,9007.46277108434,10972.07421686747,-1964.6114457831322
19320,32.08888888888889,8105.847555555557,10113.175999999998,-2007.3284444444441
19380,39.97222222222222,9536.839999999998,12084.953472222222,-2548.1134722222223
19390,20.21875,6319.134062500002,8120.816562499999,-1801.6824999999997
19401,26.2,11027.27022222222,10028.009111111112,999.261111111111
19403,27.016666666666666,10383.200000000003,11067.488833333331,-684.2888333333335
19408,216.66666666666666,6322.676666666666,7294.899999999999,-972.2233333333328
19446,34.54716981132076,7024.643584905662,9217.238679245282,-2192.595094339623
19460,30.46153846153846,9550.978269230769,11125.788076923074,-1574.8098076923077
19464,36.64912280701754,7558.469298245615,9811.766666666665,-2253.2973684210533
19468,112.5,16621.255,16851.795,-230.53999999999814
19603,62.275510204081634,12280.393469387756,11830.288265306117,450.10520408163256
19605,30.39344262295082,10155.995081967212,10914.250655737706,-758.2555737704919
19610,103.0,18610.09,23393.309999999998,-4783.219999999998
19718,138.5546218487395,13638.272268907554,11823.384873949572,1814.8873949579838
19805,21.07894736842105,9643.885,9898.348684210523,-254.46368421052648
19901,51.355555555555554,11005.778333333334,11456.75733333333,-450.9789999999999
19958,46.68817204301075,11805.136559139786,12163.291612903227,-358.1550537634404
19963,33.54545454545455,9426.52409090909,10379.20568181818,-952.6815909090907
19973,33.40350877192982,10914.267543859649,11664.820350877195,-750.5528070175437
20007,34.68571428571428,19640.68485714286,11443.28885714286,8197.395999999999
20010,76.45132743362832,15012.016725663716,11650.07575221238,3361.9409734513292
20016,42.3728813559322,8219.659152542374,10900.45237288136,-2680.7932203389832
20017,38.28787878787879,11214.41590909091,10416.923484848488,797.4924242424246
20032,30.512820512820515,10640.124615384617,9826.766153846153,813.3584615384615
20037,30.156626506024097,15632.234216867471,11796.09108433735,3836.1431325301205
20060,29.357142857142858,19385.402857142857,9050.419285714284,10334.98357142857
20110,26.20408163265306,10070.834489795918,11187.90857142857,-1117.074081632653
20169,18.38888888888889,6825.909444444445,9111.095555555557,-2285.186111111111
20176,42.06060606060606,9715.116515151512,10497.03393939394,-781.9174242424242
20186,30.846153846153847,8680.017692307692,9850.735769230769,-1170.7180769230777
20190,39.178082191780824,8761.811369863015,10969.226438356167,-2207.41506849315
20646,39.017857142857146,11193.648214285711,10020.205178571427,1173.4430357142858
20650,35.46969696969697,10259.08045454545,9880.406666666668,378.67378787878823
20678,35.5531914893617,11094.410638297868,9086.087446808508,2008.323191489362
20706,39.52,14074.015199999996,10646.390266666669,3427.624933333334
20707,32.5625,13662.275312499998,10584.915624999998,3077.359687499999
20735,49.2,13812.235529411757,11089.543529411765,2722.692
20744,26.071428571428573,7847.253214285714,8428.379285714285,-581.1260714285714
20785,34.357142857142854,17124.887142857144,10737.376428571428,6387.5107142857105
20814,56.17204301075269,12331.283010752692,11577.152365591399,754.1306451612904
20832,39.888888888888886,11003.24125,10197.593749999998,805.6475
20850,45.449438202247194,14767.73101123596,11612.73808988764,3154.9929213483138
20876,27.607142857142858,10889.326071428572,9463.241071428569,1426.0849999999998
20910,62.65979381443299,12957.5993814433,10983.68474226804,1973.9146391752577
20912,35.932432432432435,13663.639324324327,10423.167162162163,3240.472162162164
21014,49.27173913043478,12392.459565217392,11960.94804347826,431.5115217391304
21044,56.18604651162791,10944.581395348841,10971.005697674418,-26.424302325581362
21061,66.22641509433963,13324.549811320758,11716.78028301886,1607.7695283018877
21078,28.854166666666668,11511.514791666668,9672.759791666667,1838.7549999999992
21133,53.976190476190474,12040.266904761904,9756.580238095237,2283.686666666667
21157,48.922222222222224,13963.667555555554,11327.410333333331,2636.2572222222216
21201,41.71223021582734,25646.056402877708,11567.06553956834,14078.990863309355
21202,37.98360655737705,15251.629836065573,12189.675737704922,3061.954098360655
21204,54.48022598870057,13646.696440677964,11610.591807909603,2036.1046327683614
21207,88.5,26774.065000000002,16851.795,9922.270000000002
21215,54.481818181818184,20336.558727272735,11495.421818181809,8841.136909090912
21218,44.68604651162791,17743.836279069772,11997.378488372093,5746.457790697675
21223,37.5,12773.469999999998,8644.227777777776,4129.242222222222
21224,50.08,17924.6652,11453.933399999998,6470.731799999998
21225,34.07843137254902,21079.81470588235,10270.551764705879,10809.262941176474
21229,56.90625,14843.599166666667,11319.949687500002,3523.649479166667
21237,67.98979591836735,14826.123571428572,11551.860204081633,3274.2633673469377
21239,45.68539325842696,14067.312359550562,10810.151910112363,3257.1604494382027
21287,57.69642857142857,24809.600267857142,11734.847410714274,13074.752857142854
21401,70.86666666666666,11523.217999999997,11537.435047619047,-14.217047619047566
21502,49.371134020618555,14956.31113402062,11219.869484536077,3736.441649484537
21550,25.5625,9909.6325,9821.541874999999,88.09062499999987
21601,53.91358024691358,14138.99518518518,9899.2412345679,4239.7539506172825
21620,24.157894736842106,12859.756315789473,8717.436842105259,4142.31947368421
21701,53.83505154639175,13000.71896907217,11528.836185567008,1471.882783505155
21742,60.30434782608695,12477.769673913044,11136.626195652174,1341.1434782608699
21801,63.39423076923077,14419.601249999998,11758.743269230763,2660.8579807692313
21811,33.608695652173914,9497.967173913044,10366.54565217391,-868.5784782608695
21817,11.0,10411.55,7774.21,2637.3399999999992
21921,38.166666666666664,12365.886666666667,9770.622777777779,2595.26388888889
22033,38.18571428571428,9244.947571428573,10966.803142857145,-1721.8555714285715
22042,72.72727272727273,13821.632999999994,12227.521545454536,1594.1114545454545
22191,36.2463768115942,10571.75492753623,10494.508985507246,77.24594202898528
22205,50.395833333333336,10645.934375000003,11767.756145833331,-1121.821770833333
22304,44.32258064516129,10517.608279569891,11192.878172043007,-675.2698924731181
22306,44.36363636363637,7697.067999999998,9925.125272727271,-2228.0572727272724
22401,62.43636363636364,10777.931636363632,11886.16699999999,-1108.2353636363634
22408,28.52777777777778,8677.2575,10197.514166666666,-1520.2566666666671
22482,22.38888888888889,6899.541666666668,8659.651666666665,-1760.1099999999997
22554,25.966666666666665,7315.264333333334,9411.105999999996,-2095.8416666666667
22560,29.94736842105263,8207.79947368421,9531.383684210525,-1323.5842105263162
22601,69.56481481481481,10712.052037037038,11907.68388888888,-1195.631851851852
22630,29.736842105263158,8362.95789473684,9016.488947368422,-653.5310526315789
22701,35.172413793103445,8227.955172413793,9880.034137931032,-1652.0789655172414
22801,47.69072164948454,11257.065154639171,11728.877010309274,-471.8118556701027
22908,52.99038461538461,19553.308365384604,12335.682211538453,7217.626153846156
22911,42.73170731707317,8357.599390243902,11541.291829268292,-3183.6924390243908
22939,45.59550561797753,10244.352808988762,11134.141910112357,-889.7891011235955
23061,31.647058823529413,6682.5894117647085,9213.247352941176,-2530.657941176471
23114,36.983870967741936,10283.068548387097,10831.270161290324,-548.2016129032259
23116,52.395604395604394,11431.732087912093,12355.021318681318,-923.2892307692308
23185,21.071428571428573,9440.671428571426,9601.917142857144,-161.2457142857145
23188,36.90625,7889.333593749998,10531.36453125,-2642.030937500001
23223,48.666666666666664,7771.968333333333,9390.145,-1618.176666666667
23226,49.67391304347826,10884.552391304349,11965.319891304349,-1080.7675
23229,52.295918367346935,10814.388367346939,11900.612755102038,-1086.2243877551023
23235,66.92307692307692,10577.129743589741,11861.308290598283,-1284.1785470085463
23298,46.55102040816327,20532.428163265296,12100.910306122443,8431.517857142853
23320,48.84615384615385,9338.664065934066,11094.842637362637,-1756.178571428571
23413,28.625,6246.5921874999985,8323.146562499998,-2076.554375
23439,40.85245901639344,8691.8368852459,10751.830491803279,-2059.993606557377
23454,48.934065934065934,9236.50967032967,11733.653296703296,-2497.1436263736273
23456,40.136986301369866,9821.139589041093,11327.452054794521,-1506.3124657534245
23502,58.888888888888886,8947.286913580248,10823.435555555552,-1876.1486419753091
23505,27.347826086956523,9024.019347826088,11013.364565217391,-1989.3452173913042
23507,52.34736842105263,13681.497263157897,11935.021052631579,1746.4762105263167
23601,45.7029702970297,11716.284059405938,11734.137920792076,-17.853861386138604
23602,49.78048780487805,9374.277317073169,11544.15487804878,-2169.8775609756094
23666,37.68,9436.800533333333,11511.123733333336,-2074.3232000000003
23707,39.08695652173913,11229.276666666668,11693.364057971015,-464.0873913043478
23805,43.90909090909091,9616.36409090909,11434.835568181818,-1818.4714772727275
23847,18.736842105263158,5698.083157894737,7939.226315789473,-2241.143157894737
23851,20.1,7401.6775,9196.3285,-1794.6509999999998
23860,27.317073170731707,7101.655121951218,8908.46682926829,-1806.8117073170731
23901,32.05555555555556,7059.972777777778,8496.594166666662,-1436.6213888888892
23970,28.694444444444443,7057.018611111112,9214.301388888889,-2157.2827777777775
24014,75.00925925925925,12379.129537037037,12127.996851851842,251.1326851851852
24060,27.925,8604.585749999998,9711.884999999997,-1107.29925
24070,17.0,6245.41,8602.75,-2357.34
24073,32.979166666666664,9387.417708333336,11092.858124999999,-1705.4404166666666
24115,35.872727272727275,8758.566909090909,10639.748727272729,-1881.1818181818182
24151,21.214285714285715,7858.098571428571,9551.036428571428,-1692.9378571428576
24153,53.257425742574256,9337.701683168318,11716.543069306925,-2378.8413861386143
24211,43.24285714285714,7095.240857142857,10281.179857142859,-3185.9390000000008
24219,28.63157894736842,7705.551052631579,8790.316315789474,-1084.7652631578949
24266,21.736842105263158,5873.096842105265,8431.610526315792,-2558.513684210526
24273,28.571428571428573,8200.049285714287,9582.569285714284,-1382.52
24301,23.65625,6580.430312499999,8601.0578125,-2020.6275000000005
24333,34.5,7148.088529411766,8854.953235294115,-1706.8647058823528
24354,29.263157894736842,7309.893157894737,8952.876842105263,-1642.9836842105262
24382,29.238095238095237,7338.856666666667,8813.855238095237,-1474.9985714285713
24457,23.580645161290324,6119.220967741936,8533.261612903223,-2414.0406451612903
24501,84.54629629629629,10483.58953703704,11803.956018518507,-1320.3664814814813
24523,27.88888888888889,6211.799444444445,8512.7,-2300.9005555555555
24541,43.45070422535211,10176.734084507043,10563.176901408453,-386.4428169014086
