Edu Score,Population,Zipcode
59.271708683473385,7489.0,01432
52.645809192738504,1658.0,01434
49.242009132420094,3897.0,01436
46.599777034559644,553.0,01438
49.86983345815056,20320.0,01440
72.64019774447706,11120.0,01450
78.71050483852163,4758.0,01451
56.787822305063685,4474.0,01452
53.990983823919386,41206.0,01453
69.26583777383067,9359.0,01460
59.478591160220994,11029.0,01462
59.34713107857984,11953.0,01463
50.60965138244891,7436.0,01464
84.36363636363637,472.0,01467
49.31058255773871,3717.0,01468
56.414930555555564,7348.0,01469
63.89592836627808,7414.0,01473
61.88642925890279,1934.0,01474
51.70655158885838,10542.0,01475
58.307941165406454,16208.0,01501
64.10979507426208,2957.0,01503
53.76821759800483,9078.0,01504
67.8231033168128,4432.0,01505
53.580379520229144,3405.0,01506
57.39080950348556,13215.0,01507
57.544853635505184,13727.0,01510
52.54870563117161,2198.0,01515
58.31334932054356,8650.0,01516
61.5301724137931,2951.0,01518
67.48597381779321,6301.0,01519
67.86679383245907,14929.0,01520
57.18905472636816,2498.0,01521
67.24104920543749,3089.0,01522
61.21946933755052,7877.0,01523
54.81334091339776,6827.0,01524
66.38418079096044,138.0,01525
55.69608124940117,13391.0,01527
54.66138962181179,3208.0,01529
59.20979410127992,1133.0,01531
69.07995846313604,14814.0,01532
58.21013207175241,6378.0,01534
53.48639455782313,4734.0,01535
64.7387472458294,7634.0,01536
51.908169350029816,2444.0,01537
53.776926203332756,11112.0,01540
71.1662075298439,3456.0,01541
50.43613707165108,2110.0,01542
61.443474558228665,8316.0,01543
69.0364307008236,35963.0,01545
48.84239491412848,16802.0,01550
65.12866015971606,4558.0,01560
59.34959349593496,141.0,01561
52.26781857451403,11773.0,01562
64.06019703669226,7896.0,01564
64.64791427477995,6469.0,01566
64.86256488809462,7468.0,01568
58.03002835494817,13828.0,01569
49.744020478361726,16827.0,01570
56.42335766423358,11515.0,01571
71.22406210336787,18611.0,01581
57.993544002718316,7442.0,01583
52.336448598130836,4664.0,01585
56.978617457527825,9668.0,01588
62.629465229338415,9080.0,01590
64.92321145542985,23709.0,01602
50.3707886316582,20053.0,01603
53.619179345320426,35441.0,01604
53.74954239531413,28242.0,01605
59.60825664621677,19209.0,01606
52.99552475819258,9288.0,01607
50.20459553037457,3275.0,01608
63.444302176696546,20916.0,01609
45.179480705298154,23912.0,01610
52.389078498293514,2548.0,01611
71.98687776351447,4895.0,01612
67.4546687002203,31949.0,01701
59.318904307768456,38573.0,01702
84.87282463186078,415.0,01718
79.59869734215779,5137.0,01719
80.38430150604643,22436.0,01720
69.81866980885049,17159.0,01721
77.60727479397555,13847.0,01730
75.13157894736842,2082.0,01731
72.23176457116683,5067.0,01740
81.23057799875698,5074.0,01741
76.54393469205176,19345.0,01742
66.21417797888387,373.0,01745
71.03697957072666,14197.0,01746
58.64096700424698,5942.0,01747
71.7982552598783,15925.0,01748
59.49888994608309,19602.0,01749
58.96278369867051,39425.0,01752
65.52178959586367,10459.0,01754
65.0076402532198,5938.0,01756
58.36733768589047,28543.0,01757
74.3974468895875,34683.0,01760
79.57359887654793,4245.0,01770
74.05573890722405,9536.0,01772
82.68871449925263,5262.0,01773
72.68188302425108,6957.0,01775
79.66319216201833,18397.0,01776
81.52866242038216,13562.0,01778
58.36249021952552,39609.0,01801
64.03242830514945,25467.0,01803
76.83604605001985,34616.0,01810
56.03989287284647,31607.0,01821
67.38318167831552,25669.0,01824
52.9117242564896,30633.0,01826
68.70092790863669,3343.0,01827
55.939524838012964,26499.0,01830
54.90031152647975,22397.0,01832
65.47972304648863,8441.0,01833
59.41099962839093,6646.0,01834
60.85038723906242,13183.0,01835
44.10815173527038,5165.0,01840
40.992318685244726,48242.0,01841
48.03612922569523,25397.0,01843
55.88496510890252,48607.0,01844
69.72315864746145,29271.0,01845
49.31595765927701,16006.0,01850
46.43769727942282,30022.0,01851
53.43206696716033,33822.0,01852
48.717728793206966,29557.0,01854
64.77401129943503,6601.0,01860
55.1815409402152,10985.0,01862
63.3117295717372,9088.0,01863
63.963864306784664,15396.0,01864
69.46107784431138,24852.0,01867
55.33640285382446,29479.0,01876
62.04958345879754,12053.0,01879
62.795102184637074,25819.0,01880
74.8264295186832,23232.0,01886
60.010286394889285,23141.0,01887
78.2703172533681,22075.0,01890
44.32118330692023,1371.0,01901
47.37549197699062,47052.0,01902
54.93718316067886,17521.0,01904
45.24524524524525,25668.0,01905
51.98061669981028,27620.0,01906
70.5935621964271,14217.0,01907
65.5550336621262,3454.0,01908
63.3659420289855,16907.0,01913
63.589154411764696,40670.0,01915
70.63588497367356,8138.0,01921
69.37910574274211,2803.0,01922
61.87075498482168,27266.0,01923
66.05084478130428,3608.0,01929
58.42890384775202,29399.0,01930
45.88235294117647,134.0,01937
67.17684941245348,13616.0,01938
66.32206759443339,12944.0,01940
71.70850545493062,5286.0,01944
74.66394557823129,20270.0,01945
59.162439849135126,9436.0,01949
70.69743955325849,17766.0,01950
73.31649831649831,4051.0,01951
56.1071534579994,8672.0,01952
54.694700460829495,51729.0,01960
65.20275215927389,7111.0,01966
59.17936918799732,6081.0,01969
59.845291656800065,42332.0,01970
73.61853832442068,8102.0,01982
71.19220105536178,6379.0,01983
70.31781226903178,5092.0,01984
70.05408482778252,4427.0,01985
55.02529055175876,16682.0,02019
67.95259306395164,22276.0,02021
71.7150170648464,8281.0,02025
64.8782529826275,25224.0,02026
80.83666857251764,5814.0,02030
66.07619850977085,4080.0,02032
63.32698547044717,17243.0,02035
66.8588170386013,32731.0,02038
73.0108938819181,22733.0,02043
62.009953280520016,10403.0,02045
38.70056497175141,151.0,02047
66.6774419481709,23482.0,02048
64.21586648040585,25786.0,02050
74.72214025769647,12368.0,02052
67.10954063604241,13069.0,02053
64.2390289449113,8051.0,02054
66.65605433513743,11427.0,02056
67.25541983052713,10740.0,02061
61.61285763321016,28962.0,02062
68.22825735531846,17880.0,02066
77.92302106027597,17837.0,02067
59.23009623797025,1837.0,02071
59.220958290244745,28110.0,02072
65.91243388727194,19270.0,02081
74.28374054682955,15094.0,02090
63.86510201924094,11287.0,02093
81.06033345328056,4183.0,02108
77.46925320147078,3947.0,02109
84.15563578018453,2048.0,02110
66.79305695989216,7537.0,02111
73.1468981035037,7221.0,02113
81.37144992526159,12882.0,02114
74.29683483880444,28536.0,02115
79.49505987342349,22433.0,02116
71.23509836134632,27526.0,02118
52.62050371539423,26259.0,02119
63.8219187824479,15500.0,02120
45.684776457272214,28051.0,02121
48.20756770201785,24880.0,02122
52.77913900892472,53227.0,02124
56.43418674065666,35379.0,02125
48.070813839311505,27835.0,02126
65.0602583531789,36494.0,02127
47.37814979509983,44989.0,02128
70.99461637943999,18058.0,02129
74.21062738320578,39257.0,02130
63.182054045423705,31890.0,02131
68.32994481556783,28506.0,02132
67.73895359585875,18238.0,02134
70.30644434429924,38682.0,02135
53.728687203905444,31052.0,02136
83.48385602752414,37252.0,02138
79.90168362859656,36422.0,02139
77.71878233404128,18384.0,02140
73.4737521688254,13055.0,02141
86.95027822653024,2935.0,02142
72.69700775471962,26267.0,02143
73.572820941242,24930.0,02144
57.33038348082596,25291.0,02145
57.1687179322386,60725.0,02148
45.797861897877965,43717.0,02149
46.937236324212215,37567.0,02150
46.95872009659649,53109.0,02151
58.15378533306978,17962.0,02152
64.14945429244939,59166.0,02155
78.56333559936552,2361.0,02163
59.57563834063168,55706.0,02169
59.132610508757296,19860.0,02170
61.700095510983765,17611.0,02171
68.14362893120519,27681.0,02176
61.62303525204815,21752.0,02180
59.65399296088831,36905.0,02184
72.72158933036955,27303.0,02186
57.42476371257958,14911.0,02188
56.03366829854849,15161.0,02189
57.57699785122276,16880.0,02190
57.54997873245427,8352.0,02191
77.67295597484276,1173.0,02199
0.0,0.0,02203
79.24826904055391,2179.0,02210
80.9944652740582,24521.0,02215
48.5378408458542,59775.0,02301
47.972776322564755,34757.0,02302
52.667219458264235,4453.0,02322
57.37143766916097,27243.0,02324
50.45964660936008,11562.0,02330
71.78166838311019,15297.0,02332
54.184653947918115,14113.0,02333
54.75272960822094,7684.0,02338
64.1824691685453,14226.0,02339
56.95035460992907,10372.0,02341
55.00341799442604,10975.0,02343
56.739019338874094,23708.0,02346
58.35042150831625,11098.0,02347
55.40746077489593,16112.0,02351
66.62611516626116,12690.0,02356
84.61538461538463,1282.0,02357
57.54175461985705,18081.0,02359
59.14174919078294,57658.0,02360
59.38820101966497,12958.0,02364
38.372093023255815,190.0,02366
57.406243452755085,2868.0,02367
55.64050491777167,33409.0,02368
52.1850528670925,17663.0,02370
61.745877788554814,9611.0,02375
56.68701442841288,7008.0,02379
54.73793978962641,14715.0,02382
82.18001406938428,14414.0,02420
82.70311852772353,18286.0,02421
81.49111741826972,20785.0,02445
82.62743660890355,29099.0,02446
65.53789035599868,18140.0,02451
67.62087385289686,15232.0,02452
63.18021201413427,29066.0,02453
0.0,1642.0,02457
76.43998985029181,12781.0,02458
85.34965034965035,19104.0,02459
79.93774759479344,9477.0,02460
83.22616331328216,7278.0,02461
81.37839628893308,1389.0,02462
73.97838568051334,2901.0,02464
78.44652297681985,11618.0,02465
77.6255707762557,8572.0,02466
82.1478382147838,23520.0,02467
84.43248093315388,5713.0,02468
70.48687731818394,33350.0,02472
74.75924022686613,27346.0,02474
76.0575837984567,16782.0,02476
79.31012208513663,25337.0,02478
82.40097357986888,16342.0,02481
81.91455696202532,10848.0,02482
79.83344586990772,20067.0,02492
83.14485729671514,11850.0,02493
75.75415995705852,9786.0,02494
59.092813743976535,11972.0,02532
56.859311150029185,913.0,02534
65.43898809523809,1511.0,02535
59.469625728794426,19344.0,02536
67.47486138520816,6500.0,02537
46.755059316120025,3009.0,02538
59.09373060211049,4217.0,02539
68.24615758459389,8526.0,02540
55.05279034690799,869.0,02542
84.43113772455091,843.0,02543
54.166666666666664,237.0,02553
62.95587638429871,10287.0,02554
71.0204081632653,2852.0,02556
67.15645116148895,4626.0,02557
46.855345911949684,1322.0,02558
63.95918367346939,4366.0,02559
58.799171842650104,478.0,02561
57.827592491343175,3139.0,02562
63.30615270570794,9721.0,02563
62.083333333333336,260.0,02564
58.66491765048826,4055.0,02568
53.648841686851746,11229.0,02571
64.61538461538461,2564.0,02575
49.9767549976755,4763.0,02576
100.0,9.0,02584
52.30851738091756,14371.0,02601
74.35470441298918,2224.0,02630
66.3533937895026,9761.0,02631
61.5276311158043,10454.0,02632
66.87889640535879,3849.0,02633
68.08478194571516,3435.0,02635
91.81286549707602,117.0,02637
65.1353441608662,3489.0,02638
57.80988274706866,2550.0,02639
74.58745874587459,265.0,02641
64.97754971135343,4896.0,02642
0.0,9.0,02643
58.79505110274342,4347.0,02644
61.16698903932947,9354.0,02645
73.33333333333333,2057.0,02646
79.35103244837758,113.0,02647
62.66192300675059,6413.0,02648
60.50606495369766,14027.0,02649
66.47705726204019,1222.0,02650
66.66666666666667,27.0,02651
69.22629435718441,886.0,02652
66.83802529579764,5904.0,02653
65.74338085539715,3584.0,02655
68.78172588832487,2962.0,02657
65.92140921409214,801.0,02659
59.32822197882439,6381.0,02660
80.95238095238095,125.0,02663
59.41601049868766,9407.0,02664
62.098765432098766,758.0,02666
68.81266490765172,2984.0,02667
65.26371870005327,3192.0,02668
62.87878787878788,254.0,02669
61.086637298091055,1362.0,02670
69.80539861895794,851.0,02671
96.21212121212123,155.0,02672
57.049026507154586,8297.0,02673
64.17437692756522,6410.0,02675
56.892872385830124,4730.0,02702
56.301160800998936,43953.0,02703
77.77777777777777,60.0,02713
57.09112854556427,3269.0,02715
50.73825503355704,4301.0,02717
52.13754646840149,6275.0,02718
54.627179164041166,16027.0,02719
50.634314280324475,30546.0,02720
43.9472771418661,25926.0,02721
42.951876863174554,14333.0,02723
42.362733644859816,17173.0,02724
50.530785562632694,2399.0,02725
56.10313456646403,15872.0,02726
66.16347981661634,4979.0,02738
65.29875558088725,6176.0,02739
48.24596128107976,43797.0,02740
51.9222986645083,10384.0,02743
45.070093457943926,11210.0,02744
47.03681317099847,24731.0,02745
39.92589485458613,14850.0,02746
54.45478723404255,23024.0,02747
60.33018867924528,12032.0,02748
62.388443503252155,26986.0,02760
60.991207034372486,8735.0,02762
71.16141732283465,1877.0,02763
51.7829457364341,3962.0,02764
59.80688215337583,19362.0,02766
58.2780859604023,13765.0,02767
61.725806451612904,11835.0,02769
60.141537723401704,5150.0,02770
58.466289243437984,14371.0,02771
53.81526104417671,16132.0,02777
56.8048645660586,6547.0,02779
48.99847060745097,49836.0,02780
55.37902142123153,16016.0,02790
86.74948240165632,177.0,02791
46.13935969868174,1079.0,02802
54.00313971742543,2228.0,02804
76.22414520894893,16280.0,02806
66.83195592286502,906.0,02807
52.48359887535145,2228.0,02808
59.47636146020347,22364.0,02809
72.48226950354609,1669.0,02812
59.62946020128087,7772.0,02813
56.76406926406926,7328.0,02814
74.75728155339806,130.0,02815
55.04476787756874,32695.0,02816
61.069805865344904,6117.0,02817
69.22133081642284,18065.0,02818
61.80449598209744,6470.0,02822
59.293948126801155,5235.0,02825
51.99628597957289,690.0,02826
54.13615405478709,2033.0,02827
60.836501901140686,7492.0,02828
56.75305520438263,6314.0,02830
59.175824175824175,3191.0,02831
55.36419088625763,5006.0,02832
56.275720164609055,625.0,02833
74.957999802352,5464.0,02835
58.771929824561404,93.0,02836
67.29014598540147,3504.0,02837
53.333333333333336,3878.0,02838
51.932059447983015,1445.0,02839
64.97022346063487,23171.0,02840
79.53586497890295,1293.0,02841
61.80780133349304,16052.0,02842
66.07133013615567,22358.0,02852
59.5133284421619,9672.0,02857
57.67441860465117,662.0,02858
51.37535816618911,7059.0,02859
49.67236880255147,45372.0,02860
50.123249299719895,26225.0,02861
40.6784033017347,19378.0,02863
61.14713689799013,34003.0,02864
61.21472438868167,16513.0,02865
64.67346573626766,17127.0,02871
60.03490401396161,234.0,02872
63.93762183235867,218.0,02873
71.57855268091488,6621.0,02874
61.28608923884514,426.0,02875
48.53801169590644,251.0,02876
57.87811222593831,15818.0,02878
66.94414283990831,20358.0,02879
78.2510705431598,7969.0,02881
72.14013567512313,13448.0,02882
56.797890826292765,10532.0,02885
60.033092659446446,28330.0,02886
56.56624554583738,20010.0,02888
55.52844945110138,27915.0,02889
57.902323704088104,21415.0,02891
58.716875871687584,4434.0,02892
53.20373325596015,29561.0,02893
56.08011444921316,755.0,02894
47.01326585384556,41213.0,02895
56.290453074433664,11908.0,02896
51.19705340699816,1406.0,02898
65.58477453999842,10440.0,02903
55.813133982733014,29467.0,02904
56.69256867680858,25635.0,02905
79.59771955672282,28648.0,02906
46.91023374582596,27568.0,02907
55.71644042232278,38132.0,02908
43.49447925992241,43243.0,02909
53.363702383310226,20613.0,02910
56.53226479672761,15754.0,02911
100.0,1538.0,02912
48.3410953464024,21971.0,02914
56.18548515165952,16515.0,02915
63.01153873718914,8656.0,02916
60.02174908424908,14017.0,02917
52.36275112051509,29122.0,02919
52.82342915775377,38117.0,02920
61.35128396908502,12217.0,02921
72.4478420130594,11291.0,03031
58.69386797983352,5141.0,03032
64.7277556440903,5100.0,03033
57.99970010496327,3948.0,03034
61.341719077568136,4825.0,03036
58.014755197853795,4314.0,03037
53.468597900662644,33561.0,03038
59.45121951219513,6636.0,03042
68.20257368202573,1482.0,03043
58.70736086175942,4319.0,03044
57.41636141636141,13634.0,03045
61.74313848732453,2791.0,03046
53.59550561797753,1641.0,03047
51.19825708061003,3411.0,03048
71.89501963215541,7733.0,03049
58.89888915916646,24780.0,03051
58.48369335027531,8268.0,03052
62.67295848996241,24237.0,03053
60.9229632707713,25595.0,03054
58.149985162575774,15150.0,03055
62.759222877101074,2704.0,03057
53.436233937315144,29886.0,03060
64.48766932962835,26885.0,03062
62.9535572742314,16026.0,03063
60.735468564650056,14313.0,03064
60.94527363184079,5342.0,03070
61.638347838099186,5157.0,03071
54.79514415781487,13113.0,03076
51.333467014237016,10375.0,03077
55.799617216361774,28853.0,03079
58.32509066930432,1664.0,03082
58.051529790660226,1489.0,03084
56.303528605686886,3757.0,03086
67.0211402946829,14104.0,03087
61.48915187376726,2722.0,03101
52.24627970942944,31433.0,03102
49.090177133655395,37219.0,03103
59.68310911808669,32832.0,03104
60.799344325523094,13765.0,03106
56.82158023805251,10202.0,03109
69.74931129476583,21659.0,03110
70.61728395061728,214.0,03215
56.930817610062896,2318.0,03216
55.56542332741267,2196.0,03217
45.18002322880372,1097.0,03218
50.16344725111441,7370.0,03220
59.62559374126852,2310.0,03221
50.78988941548184,5656.0,03222
64.09861325115563,3366.0,03223
66.94465504169825,2223.0,03224
54.80129302148698,3505.0,03225
63.98583712696004,1057.0,03226
69.72343522561863,1223.0,03227
68.48709246117454,5602.0,03229
53.02300695559123,1247.0,03230
51.32743362831858,223.0,03231
67.11711711711712,134.0,03233
52.56460199974029,4666.0,03234
48.74577906415823,8564.0,03235
60.01172676634419,2046.0,03237
44.1860465116279,105.0,03238
51.289134438305716,1192.0,03240
61.894586894586894,909.0,03241
66.15844544095664,4849.0,03242
48.7001733102253,1173.0,03243
54.88376204366657,8058.0,03244
63.48940914158305,2050.0,03245
53.77303909414002,16075.0,03246
58.29489544895449,7140.0,03249
46.32683658170915,1345.0,03251
63.23544564657393,6284.0,03253
62.446751863684774,4040.0,03254
66.47042332492289,1865.0,03255
61.86847304544171,2253.0,03256
75.78886976477338,4712.0,03257
57.53997539975399,2514.0,03258
62.74509803921569,336.0,03259
70.87378640776699,789.0,03260
53.0180372106235,4281.0,03261
55.51401869158878,969.0,03262
51.670551670551674,4084.0,03263
62.42239959457748,7370.0,03264
52.61813537675607,2280.0,03266
52.824074074074076,1237.0,03268
61.91287878787879,2981.0,03269
71.38643067846607,293.0,03273
52.29490422840621,11422.0,03275
51.51655834107087,8350.0,03276
60.479302832244,2912.0,03278
47.73333333333333,768.0,03279
56.129368805425145,1104.0,03280
58.41622330171949,8883.0,03281
51.56028368794326,937.0,03282
54.52961672473868,1026.0,03284
60.812236286919834,2104.0,03285
66.21230896323833,1423.0,03287
61.44960649911145,4801.0,03290
33.333333333333336,26.0,03291
61.7283950617284,85.0,03293
61.54523571889862,32225.0,03301
56.047570850202426,16049.0,03303
66.5030770429228,7645.0,03304
50.930514260543994,5352.0,03307
60.76991544281264,25487.0,03431
51.92059809229183,2671.0,03440
49.13194444444445,605.0,03441
54.61215932914046,1424.0,03442
53.23691460055096,861.0,03443
59.89847715736041,1569.0,03444
58.310626702997276,672.0,03445
52.49926921952645,6149.0,03446
51.40677157844541,2507.0,03447
54.390681003584234,671.0,03448
72.33054781801302,1755.0,03449
65.07413509060954,933.0,03450
47.004608294930875,4011.0,03451
51.76938369781312,5371.0,03452
56.87250996015936,1801.0,03455
52.721088435374156,764.0,03456
66.58878504672897,671.0,03457
69.27391957019832,6771.0,03458
53.645833333333336,5907.0,03461
65.50665301944728,1681.0,03462
60.37441497659906,1127.0,03464
51.04895104895105,2352.0,03465
57.27769498261301,1075.0,03466
61.581422692533806,1877.0,03467
46.898296059637914,4674.0,03470
53.11028500619579,5943.0,03561
44.89125974558883,9580.0,03570
59.25020374898126,2551.0,03574
76.57657657657658,126.0,03575
52.53997166565474,3128.0,03576
47.61904761904762,464.0,03579
67.10478276743338,1359.0,03580
54.662071606356506,3110.0,03581
44.68201754385965,2542.0,03582
