Zipcode,Population,Pop_W,Pop_B,Pop_A,Pop_H,Median Age,State,Land Area (sq mi),Center Point Lat,Center Point Lng,Pop Density
56453,853.0,827.0,0.0,0.0,10.0,43.4,MN,54.606,46.31600200000001,-95.175374,15.620994029960077
56455,1745.0,1651.0,11.0,20.0,27.0,36.4,MN,24.363000000000003,46.440986,-94.000623,71.62500513073101
56456,40.0,40.0,0.0,0.0,0.0,30.0,MN,0.741,46.637753,-94.337293,53.98110661268556
56458,262.0,248.0,0.0,0.0,10.0,55.7,MN,25.103,47.193337,-94.975317,10.436999561805361
56461,3431.0,3109.0,10.0,3.0,68.0,41.9,MN,274.023,47.232073,-94.853912,12.520846790232936
56464,4509.0,4349.0,54.0,33.0,49.0,42.2,MN,253.819,46.77289,-95.124099,17.76462754955303
56465,1986.0,1972.0,3.0,0.0,1.0,51.5,MN,38.706,46.537322,-94.11443,51.30987443807161
56466,3124.0,3055.0,2.0,5.0,69.0,45.7,MN,186.83,46.420532,-94.642727,16.721083337793715
56467,2371.0,2283.0,0.0,5.0,97.0,52.2,MN,121.751,46.992697,-94.818584,19.474172696733497
56468,4733.0,4620.0,0.0,42.0,65.0,52.7,MN,51.585,46.487562,-94.290389,91.751478142871
56469,969.0,935.0,4.0,7.0,0.0,58.0,MN,273.535,46.781236,-93.566778,3.542508271336392
56470,10602.0,10200.0,61.0,43.0,125.0,48.2,MN,390.948,47.0275,-95.098576,27.11869609257497
56472,7613.0,7436.0,72.0,12.0,79.0,43.1,MN,155.803,46.573721,-94.382718,48.862987233878684
56473,3441.0,3377.0,3.0,8.0,113.0,39.1,MN,80.618,46.357526,-94.493302,42.68277555880821
56474,3663.0,3519.0,40.0,11.0,10.0,48.6,MN,243.251,46.719853,-94.402843,15.05851980053525
56475,1742.0,1727.0,0.0,7.0,27.0,37.5,MN,67.082,46.079719,-94.545992,25.968218001848488
56477,2472.0,2377.0,66.0,3.0,27.0,43.7,MN,237.58,46.644616,-95.000175,10.404916238740634
56479,5079.0,4921.0,10.0,39.0,89.0,43.4,MN,198.023,46.43459,-94.794552,25.648535776147217
56481,2203.0,2116.0,13.0,12.0,32.0,42.9,MN,147.891,46.475418,-94.919653,14.896105915843426
56482,6610.0,6407.0,35.0,7.0,90.0,40.8,MN,131.29,46.464195,-95.147753,50.346561048061545
56484,3501.0,2561.0,22.0,2.0,78.0,48.2,MN,90.645,47.093135,-94.468008,38.62320039715373
56501,16745.0,15253.0,97.0,91.0,370.0,43.7,MN,187.021,46.837285,-95.813948,89.5353997679405
56510,2231.0,2128.0,10.0,9.0,124.0,45.2,MN,235.987,47.35881,-96.524868,9.45391059677016
56511,1954.0,1789.0,3.0,4.0,14.0,43.2,MN,64.817,46.839944,-95.995283,30.146412206674178
56514,3774.0,3608.0,16.0,10.0,38.0,39.2,MN,213.92,46.64571,-96.431418,17.642109199700823
56515,3176.0,3083.0,16.0,10.0,27.0,55.9,MN,99.443,46.294011,-95.693048,31.937894069969733
56516,290.0,257.0,16.0,0.0,5.0,46.0,MN,80.196,47.442035,-95.97601,3.6161404558830865
56517,291.0,276.0,0.0,0.0,20.0,44.5,MN,94.837,47.56034,-96.549629,3.0684226620411863
56518,367.0,363.0,0.0,0.0,26.0,37.7,MN,18.702,46.49007,-95.250369,19.623569671692866
56519,276.0,273.0,0.0,3.0,15.0,51.0,MN,94.727,47.161941,-96.478978,2.913636027742882
56520,4079.0,3919.0,16.0,15.0,133.0,43.5,MN,123.054,46.28975,-96.497076,33.148048824093486
56521,793.0,548.0,9.0,15.0,16.0,40.3,MN,67.289,46.999299,-95.901808,11.784987145001411
56522,519.0,495.0,0.0,0.0,0.0,42.7,MN,146.39600000000004,46.13192100000001,-96.379373,3.545178830022677
56523,531.0,521.0,0.0,0.0,23.0,39.6,MN,82.96600000000002,47.650243,-96.813364,6.400212135091482
56524,693.0,679.0,0.0,8.0,0.0,55.7,MN,40.3,46.216786,-95.615481,17.19602977667494
56525,141.0,138.0,0.0,2.0,6.0,43.9,MN,2.093,46.666328,-96.750053,67.36741519350215
56527,759.0,748.0,3.0,0.0,8.0,45.9,MN,52.165,46.378318,-95.319712,14.54998562254385
56528,1708.0,1676.0,5.0,4.0,13.0,54.7,MN,64.76100000000001,46.521354,-95.823814,26.37389787063201
56529,4166.0,3875.0,52.0,0.0,142.0,34.7,MN,4.954,46.876486,-96.689672,840.9366168752524
56531,1927.0,1883.0,0.0,0.0,5.0,44.6,MN,159.657,45.987271,-95.981265,12.069624257000944
56533,287.0,276.0,0.0,0.0,5.0,45.2,MN,17.701,46.40900300000001,-96.156471,16.21377323315067
56534,1241.0,1183.0,1.0,0.0,15.0,47.3,MN,61.837,46.471572,-96.011397,20.068890793537847
56535,1285.0,1237.0,0.0,0.0,62.0,49.6,MN,83.95200000000001,47.677583,-96.041858,15.306365542214596
56536,401.0,399.0,0.0,2.0,0.0,47.1,MN,101.875,47.046794,-96.522969,3.936196319018405
56537,18650.0,18124.0,204.0,63.0,482.0,43.5,MN,285.057,46.275451,-96.089793,65.42551138895027
56540,1993.0,1904.0,8.0,0.0,71.0,43.8,MN,189.314,47.557713,-96.269576,10.527483440210444
56541,30.0,30.0,0.0,0.0,0.0,27.0,MN,2.001,47.162393,-96.141503,14.992503748125937
56542,2943.0,2789.0,7.0,25.0,33.0,44.6,MN,191.298,47.550326,-95.736221,15.384374117868456
56543,270.0,261.0,0.0,0.0,9.0,33.8,MN,66.738,46.287011,-96.338325,4.045671131888879
56544,5479.0,5199.0,44.0,18.0,69.0,40.3,MN,192.305,46.757786,-95.605437,28.491198876784274
56545,706.0,640.0,12.0,0.0,18.0,44.4,MN,155.249,47.397374,-96.243251,4.547533317444879
56546,271.0,265.0,0.0,0.0,22.0,42.8,MN,60.291,47.104877,-96.720074,4.4948665638320815
56547,2850.0,2767.0,6.0,2.0,161.0,37.3,MN,155.222,46.889472,-96.553728,18.360799371223152
56548,760.0,701.0,3.0,0.0,43.0,47.7,MN,64.122,47.368272,-96.745362,11.85240635039456
56549,4412.0,4210.0,28.0,14.0,45.0,37.2,MN,208.703,46.847447,-96.312324,21.140089026032207
56550,463.0,423.0,0.0,8.0,17.0,38.1,MN,57.896,47.273933,-96.74306,7.997098245129197
56551,2187.0,2115.0,17.0,2.0,26.0,50.7,MN,107.81,46.31739,-95.446913,20.285687784064557
56552,384.0,384.0,0.0,0.0,23.0,42.1,MN,48.367,46.984605,-96.204295,7.939297454876259
56553,271.0,264.0,0.0,0.0,5.0,47.5,MN,62.791,46.42882700000001,-96.618255,4.315905145641891
56554,2643.0,2551.0,2.0,7.0,36.0,44.6,MN,117.839,46.885525,-96.116127,22.42890723784146
56556,994.0,963.0,5.0,0.0,17.0,50.4,MN,98.573,47.662952,-95.879974,10.083897213232833
56557,2712.0,1412.0,15.0,17.0,86.0,38.9,MN,246.062,47.317222,-95.79496,11.021612439141354
56560,42361.0,38686.0,1110.0,668.0,2015.0,29.9,MN,158.27,46.842025,-96.735563,267.6502179819296
56565,66.0,66.0,0.0,0.0,0.0,50.0,MN,28.782,46.049586,-96.297639,2.293099854075464
56566,604.0,50.0,0.0,4.0,26.0,22.4,MN,17.95,47.238908,-95.612901,33.64902506963789
56567,3436.0,3349.0,29.0,4.0,19.0,39.1,MN,148.089,46.549825,-95.374417,23.202263503703854
56568,146.0,140.0,0.0,0.0,32.0,49.7,MN,33.583,47.534968,-96.762906,4.347437691689247
56569,1384.0,582.0,12.0,7.0,39.0,34.6,MN,126.319,47.073766,-95.859666,10.956388191800125
56570,1170.0,1135.0,1.0,0.0,1.0,50.0,MN,97.451,46.917928,-95.367142,12.006033801602857
56571,1642.0,1597.0,2.0,5.0,15.0,54.2,MN,46.043,46.433856,-95.542716,35.66231566144691
56572,5312.0,4483.0,354.0,191.0,673.0,49.5,MN,163.813,46.602178,-96.073714,32.42721884099553
56573,6344.0,6077.0,33.0,39.0,334.0,45.5,MN,138.157,46.618769,-95.548277,45.918773569200255
56574,254.0,227.0,0.0,0.0,28.0,43.8,MN,59.006,47.20212,-96.714289,4.304646985052368
56575,702.0,358.0,3.0,9.0,25.0,47.6,MN,150.292,47.042407,-95.434841,4.670907300455114
56576,712.0,684.0,0.0,0.0,0.0,51.5,MN,39.492,46.463112,-95.699414,18.02896789223134
56577,12.0,9.0,3.0,0.0,0.0,63.4,MN,0.304,46.974158,-95.803454,39.473684210526315
56578,733.0,668.0,0.0,0.0,11.0,52.7,MN,68.68,46.940894,-95.641496,10.672684915550377
56579,1038.0,1013.0,5.0,2.0,11.0,50.1,MN,195.789,46.463532,-96.338658,5.301625729739669
56580,1271.0,1234.0,5.0,0.0,7.0,37.3,MN,63.51300000000001,46.736062,-96.604014,20.011651158030634
56581,301.0,268.0,0.0,0.0,31.0,43.5,MN,39.662,47.462333,-96.761828,7.5891281327214966
56583,116.0,108.0,0.0,0.0,3.0,47.5,MN,80.139,46.01057,-96.410973,1.4474849948214976
56584,1511.0,1404.0,3.0,7.0,33.0,46.9,MN,136.208,47.223664,-96.237407,11.093327851521202
56585,1109.0,1061.0,4.0,8.0,8.0,44.5,MN,117.451,47.088367,-96.246304,9.44223548543648
56586,1832.0,1726.0,23.0,2.0,0.0,50.6,MN,71.923,46.318269,-95.8309,25.47168499645454
56587,1297.0,1230.0,0.0,0.0,6.0,52.0,MN,57.28100000000001,46.636628,-95.856523,22.642761124980353
56588,574.0,566.0,0.0,0.0,5.0,57.4,MN,52.93899999999999,46.209136,-95.496947,10.84266797635014
56589,2203.0,979.0,0.0,3.0,36.0,37.6,MN,246.649,47.167325,-95.745654,8.931720785407604
56590,344.0,344.0,0.0,0.0,0.0,53.5,MN,77.366,46.050399,-96.153316,4.446397642375204
56591,162.0,3.0,0.0,0.0,0.0,31.0,MN,0.8640000000000001,47.085971,-95.842395,187.49999999999997
56592,512.0,460.0,0.0,0.0,0.0,37.9,MN,58.479,47.538201,-96.009471,8.755279673045024
56593,27.0,27.0,0.0,0.0,0.0,12.4,MN,0.018000000000000002,46.803537,-95.353467,1499.9999999999998
56594,424.0,420.0,0.0,0.0,5.0,46.4,MN,95.568,46.548256,-96.64298,4.436631508454713
56601,33548.0,28549.0,312.0,337.0,462.0,34.3,MN,365.86300000000006,47.507374,-94.863994,91.6955253742521
56621,4670.0,3829.0,22.0,19.0,71.0,40.9,MN,313.5440000000001,47.419058,-95.412927,14.894241318602807
56623,2684.0,2510.0,7.0,18.0,39.0,49.5,MN,473.176,48.597453,-94.600591,5.672307978426632
56626,361.0,81.0,0.0,0.0,26.0,27.3,MN,57.685,47.320538,-94.246106,6.258126029297044
56627,265.0,256.0,0.0,0.0,0.0,57.4,MN,842.0239999999999,48.256133,-94.070721,0.3147178702744815
56628,1534.0,1486.0,7.0,1.0,16.0,60.0,MN,249.605,47.69421,-93.59004,6.145710222150999
56629,177.0,177.0,0.0,0.0,0.0,56.2,MN,248.842,48.545164,-94.101623,0.7112947171297449
56630,1998.0,1831.0,48.0,1.0,38.0,42.8,MN,273.741,47.756974,-94.498076,7.298870099838899
56633,4229.0,1569.0,3.0,63.0,142.0,35.3,MN,220.405,47.318784,-94.50118,19.187405004423674
56634,1641.0,1568.0,0.0,4.0,30.0,41.6,MN,119.56,47.680725,-95.39813,13.72532619605219
56636,4872.0,3679.0,15.0,5.0,191.0,45.5,MN,450.11800000000005,47.437935,-93.919202,10.82382841832586
56637,254.0,254.0,0.0,0.0,0.0,40.8,MN,23.771,47.608101,-93.829949,10.685288797273989
56639,442.0,411.0,0.0,2.0,0.0,51.0,MN,301.906,47.918547,-93.536241,1.4640318509734818
56641,286.0,148.0,0.0,19.0,0.0,50.2,MN,31.589,47.222364,-94.252758,9.053784545253095
56644,850.0,761.0,0.0,10.0,7.0,50.6,MN,103.291,47.797005,-95.495088,8.229177759921
56646,389.0,355.0,15.0,5.0,4.0,42.8,MN,78.411,47.773594,-95.632726,4.9610386297840865
56647,803.0,776.0,4.0,0.0,21.0,52.1,MN,80.486,47.689935,-94.618731,9.97689039087543
56649,9861.0,9332.0,114.0,51.0,7.0,45.7,MN,257.644,48.574989,-92.917067,38.273742062691156
56650,689.0,646.0,0.0,3.0,0.0,51.0,MN,179.51,47.998056,-94.557478,3.838226282658348
56651,530.0,396.0,2.0,1.0,21.0,44.0,MN,66.683,47.454496,-95.616723,7.948052727081864
56652,491.0,488.0,0.0,0.0,5.0,43.8,MN,84.15100000000002,47.733484,-95.248518,5.834749438509345
56653,1272.0,1236.0,1.0,0.0,3.0,52.6,MN,631.29,48.271206,-93.509298,2.0149218267357316
56654,124.0,118.0,0.0,6.0,0.0,52.4,MN,118.234,48.431078,-93.965043,1.048767697954903
56655,1557.0,1354.0,0.0,1.0,2.0,58.5,MN,105.281,47.028931,-94.231326,14.788993265641473
56657,266.0,263.0,0.0,0.0,0.0,62.8,MN,55.552,47.572913,-93.636731,4.788306451612903
56658,0.0,0.0,0.0,0.0,0.0,,MN,72.495,48.063342,-93.842401,0.0
56659,59.0,53.0,0.0,0.0,0.0,41.8,MN,13.146,47.653088,-94.017436,4.488057203712155
56660,255.0,251.0,0.0,0.0,0.0,47.7,MN,180.237,47.991263,-94.192364,1.4148038416085489
56661,989.0,891.0,7.0,2.0,16.0,44.0,MN,392.841,47.860557,-94.195748,2.517557994201216
56662,535.0,505.0,0.0,0.0,0.0,62.9,MN,59.88800000000001,46.862191,-93.852993,8.933342238845844
56663,184.0,138.0,0.0,0.0,0.0,51.1,MN,56.602,47.466429,-94.446625,3.250768524080421
56666,999.0,11.0,0.0,0.0,64.0,26.0,MN,43.976000000000006,48.033237,-94.821241,22.716936510824084
56667,705.0,666.0,0.0,1.0,2.0,36.9,MN,91.679,47.728469,-94.924836,7.68987445325538
56668,149.0,146.0,0.0,0.0,0.0,74.8,MN,0.155,48.613385,-93.346928,961.2903225806451
56669,309.0,308.0,0.0,0.0,1.0,63.0,MN,219.521,48.38395,-93.135452,1.4076102058572986
56670,1757.0,32.0,1.0,0.0,129.0,21.3,MN,46.479,47.828897,-94.865169,37.80201811570817
56671,3159.0,109.0,13.0,92.0,97.0,23.7,MN,220.775,47.895133,-95.305386,14.308685313101574
56672,1997.0,1768.0,20.0,2.0,36.0,52.9,MN,432.807,47.072504,-94.00184,4.614065853833233
56673,674.0,634.0,0.0,18.0,0.0,52.3,MN,117.457,48.82233,-95.105483,5.73827017546847
56676,1631.0,1505.0,2.0,4.0,21.0,46.7,MN,204.072,47.539652,-95.195778,7.992277235485515
56678,1208.0,1140.0,0.0,5.0,34.0,45.2,MN,123.403,47.42197700000001,-95.118124,9.78906509566218
56680,141.0,132.0,0.0,0.0,0.0,60.5,MN,28.931,47.65900900000001,-93.954669,4.873664926895026
56681,283.0,186.0,0.0,12.0,7.0,49.9,MN,103.969,47.61360300000001,-94.238708,2.721965201165732
56683,733.0,711.0,0.0,0.0,3.0,43.2,MN,61.941,47.736271,-94.7509,11.833841881790736
56684,329.0,307.0,0.0,0.0,9.0,34.1,MN,99.986,47.855617,-95.698912,3.290460664493029
56685,98.0,98.0,0.0,0.0,0.0,60.0,MN,126.03,48.238688,-94.531271,0.7775926366738078
56686,1071.0,1034.0,16.0,0.0,0.0,47.0,MN,176.297,48.784049,-94.911697,6.074975751147212
56687,71.0,66.0,0.0,0.0,5.0,30.8,MN,1.828,47.501222,-94.994748,38.840262582056894
56688,127.0,121.0,0.0,0.0,0.0,62.5,MN,111.201,47.772963,-93.912179,1.142076060467082
56701,12837.0,12023.0,213.0,111.0,384.0,38.9,MN,381.418,48.121195,-96.192034,33.65598896748449
56710,619.0,572.0,8.0,0.0,65.0,31.5,MN,42.17100000000001,48.215386,-97.00182,14.678333451898222
56711,22.0,22.0,0.0,0.0,0.0,,MN,18.905,49.315007,-94.963152,1.1637133033588998
56713,895.0,888.0,0.0,0.0,5.0,49.1,MN,191.291,48.351356,-96.814494,4.678735539047838
56714,1124.0,1118.0,4.0,0.0,7.0,43.1,MN,207.543,48.783858,-96.00464,5.4157451708802515
56715,331.0,313.0,0.0,0.0,12.0,47.2,MN,64.09100000000001,47.808974,-95.941278,5.164531681515345
56716,9389.0,8479.0,111.0,124.0,1054.0,37.0,MN,316.875,47.743247,-96.555408,29.629980276134123
56720,24.0,24.0,0.0,0.0,0.0,59.0,MN,18.994,48.569749,-96.892978,1.2635569127092767
56721,10071.0,9292.0,197.0,106.0,469.0,35.1,MN,188.602,47.970648,-96.949756,53.39816120719823
56722,379.0,373.0,0.0,0.0,5.0,46.2,MN,144.697,47.985086,-96.646021,2.619266467169326
56723,983.0,926.0,26.0,3.0,21.0,37.1,MN,113.971,47.80940800000001,-96.806432,8.62500109677023
56724,151.0,148.0,0.0,0.0,0.0,48.1,MN,114.797,48.44580300000001,-95.735912,1.3153653841128252
56725,997.0,939.0,18.0,2.0,57.0,42.4,MN,291.325,48.150367,-95.79769,3.4222946880631597
56726,1765.0,1709.0,45.0,0.0,20.0,39.1,MN,314.339,48.753797,-96.239203,5.614957100455241
56727,719.0,659.0,0.0,3.0,20.0,45.0,MN,822.3530000000002,48.288717,-95.412061,0.8743203952560517
56728,1411.0,1377.0,9.0,7.0,43.0,49.0,MN,193.921,48.783124,-97.007914,7.276158848190758
56729,120.0,118.0,0.0,0.0,0.0,52.5,MN,56.9,48.670092,-96.561935,2.10896309314587
56731,78.0,77.0,0.0,0.0,0.0,47.4,MN,37.725,48.913017,-97.072561,2.067594433399602
56732,1099.0,1075.0,9.0,0.0,5.0,45.6,MN,140.468,48.584211,-96.46733,7.823846000512573
56733,451.0,450.0,0.0,0.0,1.0,42.6,MN,146.562,48.638068,-96.895762,3.077195998962896
56734,483.0,481.0,1.0,0.0,0.0,49.3,MN,182.254,48.769619,-96.603622,2.6501475962118803
56735,774.0,760.0,2.0,2.0,38.0,47.1,MN,339.259,48.910175,-96.635315,2.281442791495583
56736,1034.0,1009.0,0.0,0.0,6.0,54.6,MN,106.463,47.708668,-96.191476,9.712294412143187
56737,820.0,800.0,2.0,0.0,5.0,49.0,MN,191.281,48.43447000000001,-96.036715,4.286886831415561
56738,1428.0,1396.0,0.0,4.0,6.0,35.5,MN,178.937,48.334907,-96.335704,7.980462397380083
56741,19.0,19.0,0.0,0.0,0.0,,MN,5.052,49.30651500000001,-94.85466,3.760886777513856
56742,887.0,819.0,14.0,6.0,31.0,42.1,MN,126.937,47.928291,-95.807021,6.9877183169603825
56744,506.0,502.0,0.0,0.0,49.0,46.6,MN,102.538,48.243585,-97.127546,4.934755895375373
56748,804.0,781.0,4.0,0.0,35.0,36.6,MN,86.678,47.921967,-96.010269,9.275710099448533
56750,2371.0,2277.0,12.0,5.0,67.0,43.8,MN,231.606,47.893024,-96.294498,10.237213198276383
56751,5563.0,5387.0,31.0,30.0,61.0,42.3,MN,467.48800000000006,48.809822,-95.733307,11.899770689301114
56754,536.0,526.0,0.0,5.0,6.0,42.1,MN,36.897,47.99911,-96.188545,14.526926308371955
56755,78.0,75.0,2.0,0.0,0.0,60.6,MN,48.03,48.970326,-97.097235,1.6239850093691441
56756,643.0,606.0,11.0,0.0,12.0,44.0,MN,106.025,48.893305,-95.538296,6.064607403914171
56757,1038.0,1015.0,7.0,0.0,150.0,42.9,MN,221.46400000000003,48.478088,-96.898134,4.686992016761189
56758,422.0,411.0,0.0,0.0,4.0,47.5,MN,106.675,48.465369,-96.51124,3.9559409421138976
56759,296.0,296.0,0.0,0.0,3.0,51.5,MN,147.109,48.550867,-96.081018,2.012113466885099
56760,392.0,389.0,0.0,0.0,20.0,36.6,MN,74.333,48.24357,-96.453251,5.273566249176006
56761,433.0,416.0,1.0,9.0,3.0,44.8,MN,106.577,48.602677,-95.696207,4.062790283081716
56762,2488.0,2436.0,8.0,14.0,66.0,44.6,MN,339.93,48.168749,-96.739611,7.319153943458947
56763,5403.0,4720.0,15.0,378.0,49.0,36.3,MN,243.012,48.815298,-95.360862,22.23346995210113
57001,1725.0,1688.0,0.0,3.0,22.0,44.3,SD,127.2,42.989202,-96.637675,13.56132075471698
57002,978.0,960.0,0.0,2.0,1.0,31.1,SD,59.458,44.296448,-96.676931,16.448585556190924
57003,2127.0,2019.0,3.0,5.0,152.0,34.1,SD,48.183,43.746315,-96.755337,44.14420023659797
57004,3406.0,3299.0,6.0,14.0,81.0,39.8,SD,198.929,43.079421,-96.791834,17.1216866319139
57005,11285.0,11069.0,55.0,54.0,56.0,34.9,SD,51.434,43.592068,-96.585656,219.4073958859898
57006,25259.0,23258.0,357.0,920.0,477.0,24.5,SD,155.517,44.314898,-96.796499,162.41954255804833
57010,398.0,398.0,0.0,0.0,0.0,55.4,SD,56.428,42.819184,-96.816158,7.0532359821365285
57012,1098.0,1053.0,5.0,0.0,39.0,39.5,SD,85.162,43.593944,-97.278094,12.89307437589535
57013,4863.0,4613.0,64.0,14.0,143.0,39.0,SD,136.762,43.278376,-96.617496,35.558122870387976
57014,1337.0,1307.0,8.0,3.0,55.0,45.5,SD,132.959,43.111915,-96.95616,10.05573146609105
57015,793.0,730.0,14.0,0.0,15.0,43.8,SD,49.003,43.418384,-96.980022,16.182682692896353
57016,691.0,670.0,0.0,0.0,0.0,49.7,SD,33.922,43.89901500000001,-96.958995,20.37026118742999
57017,1515.0,1466.0,0.0,14.0,0.0,33.5,SD,125.855,44.015255,-96.819123,12.037662389257479
57018,1357.0,1332.0,0.0,0.0,10.0,45.1,SD,81.74600000000002,43.797893,-96.981006,16.60020062143713
57020,1608.0,1541.0,5.0,3.0,19.0,32.1,SD,16.206,43.681278000000006,-96.820156,99.2225101814143
57021,340.0,339.0,0.0,0.0,0.0,34.7,SD,31.131,43.264816,-96.972194,10.921589412482733
57022,4712.0,4484.0,10.0,28.0,149.0,37.7,SD,131.161,43.8409,-96.717205,35.925313164736465
57024,486.0,445.0,0.0,0.0,1.0,35.3,SD,31.951,43.988522,-96.679218,15.210791524521923
57025,3008.0,2923.0,15.0,7.0,11.0,38.4,SD,132.53799999999998,42.728403,-96.697716,22.695377929348567
57026,1334.0,1195.0,3.0,6.0,161.0,35.2,SD,157.648,44.259932,-96.518396,8.46188977976251
57027,92.0,92.0,0.0,0.0,0.0,49.0,SD,5.88,43.179998,-96.517223,15.646258503401361
57028,3319.0,2140.0,49.0,95.0,186.0,44.0,SD,200.107,44.061736,-96.599811,16.586126422364035
57029,2037.0,2011.0,0.0,0.0,62.0,43.6,SD,191.451,43.339062,-97.484847,10.639798172900639
57030,3026.0,2814.0,17.0,22.0,77.0,42.2,SD,150.197,43.738304,-96.519561,20.14687377244552
57031,733.0,696.0,0.0,1.0,9.0,39.1,SD,48.33600000000001,42.875524,-97.185859,15.164680569347894
57032,7157.0,6682.0,85.0,5.0,35.0,28.8,SD,48.792,43.424192,-96.678132,146.6838826037055
57033,5418.0,5375.0,0.0,0.0,30.0,32.9,SD,117.265,43.617972,-96.960938,46.20304438664563
57034,909.0,905.0,0.0,0.0,0.0,36.9,SD,72.458,43.11993,-96.553807,12.545198597808385
57035,1171.0,1165.0,0.0,1.0,11.0,44.0,SD,85.988,43.627175,-97.080459,13.618179280829883
57036,638.0,627.0,0.0,0.0,5.0,50.2,SD,91.191,43.278144,-97.139059,6.996304459869943
57037,952.0,952.0,0.0,0.0,4.0,41.7,SD,99.628,43.104561,-97.249244,9.555546633476533
57038,1581.0,1482.0,1.0,35.0,20.0,40.8,SD,53.43,42.585156,-96.576625,29.590117911285795
57039,3470.0,3385.0,48.0,0.0,15.0,36.2,SD,88.27,43.337838,-96.874855,39.31120425965787
57040,294.0,292.0,0.0,2.0,0.0,54.6,SD,65.777,43.061032,-97.58735,4.469647445155601
57041,141.0,141.0,0.0,0.0,0.0,35.2,SD,2.977,43.729774,-96.867629,47.36311723211287
57042,9342.0,8881.0,75.0,129.0,196.0,37.0,SD,205.203,43.986587,-97.156681,45.52565020979225
57043,1362.0,1345.0,0.0,0.0,18.0,50.5,SD,109.169,43.422611,-97.310061,12.476069213787797
57045,956.0,937.0,0.0,0.0,0.0,55.5,SD,122.038,43.205008,-97.528384,7.833625592028713
57046,714.0,674.0,0.0,0.0,12.0,36.8,SD,47.007,42.957636,-97.306648,15.189227136383943
57047,234.0,226.0,2.0,0.0,10.0,33.8,SD,14.742,43.52067,-97.211956,15.873015873015872
57048,1139.0,1115.0,0.0,0.0,7.0,43.6,SD,127.729,43.741984,-97.200336,8.91731713236618
57049,6058.0,5483.0,25.0,174.0,357.0,41.4,SD,14.148,42.523328,-96.509711,428.1877297144473
57050,188.0,186.0,0.0,0.0,0.0,45.4,SD,39.985,44.156906,-97.0201,4.701763161185444
57051,262.0,240.0,0.0,0.0,0.0,50.0,SD,63.75,44.232681,-97.337907,4.109803921568627
57052,416.0,336.0,14.0,0.0,28.0,42.6,SD,73.145,43.292356,-97.707966,5.687333378904915
57053,1932.0,1894.0,19.0,0.0,5.0,40.6,SD,142.265,43.410059,-97.140286,13.58029030330721
57054,486.0,485.0,0.0,0.0,15.0,54.3,SD,115.299,44.131488,-97.25979,4.2151276246975256
57055,986.0,986.0,0.0,0.0,10.0,50.0,SD,17.44,43.66685,-96.743898,56.53669724770642
57057,128.0,128.0,0.0,0.0,0.0,52.3,SD,28.786,44.102232,-96.95925,4.446605989022442
57058,2090.0,2038.0,7.0,0.0,41.0,44.9,SD,159.058,43.73738,-97.397968,13.139860931232633
57059,1416.0,1381.0,0.0,4.0,75.0,46.9,SD,149.778,43.119205,-97.764306,9.453991908023875
57061,114.0,89.0,0.0,0.0,25.0,32.0,SD,0.217,44.242348,-97.044011,525.3456221198156
57062,2342.0,1828.0,69.0,0.0,142.0,40.1,SD,101.146,42.846199,-97.945247,23.154647736934727
57063,864.0,830.0,0.0,0.0,0.0,55.0,SD,90.976,42.930268,-97.684565,9.497010200492438
57064,5579.0,5376.0,56.0,0.0,79.0,29.4,SD,26.014,43.455933,-96.873793,214.46144383793342
57065,434.0,420.0,0.0,0.0,3.0,40.5,SD,30.277,43.904576,-96.615579,14.33431317501734
57066,1538.0,1458.0,1.0,28.0,63.0,46.7,SD,117.04,42.989953,-97.869989,13.140806561859193
57067,471.0,457.0,9.0,5.0,3.0,46.3,SD,65.368,43.045592,-97.469006,7.205360421001102
57068,1408.0,1390.0,3.0,0.0,16.0,43.3,SD,44.83600000000001,43.575015,-96.495601,31.40333660451422
57069,12013.0,10651.0,206.0,290.0,350.0,23.8,SD,164.274,42.843155,-96.975173,73.12782302738108
57070,1398.0,1355.0,3.0,0.0,43.0,49.6,SD,94.743,43.180067,-97.173356,14.755707545676199
57071,3160.0,3059.0,40.0,7.0,46.0,33.7,SD,119.269,44.272806,-96.958351,26.49473039934937
57072,565.0,536.0,0.0,0.0,0.0,44.9,SD,86.65799999999999,42.988671,-97.188559,6.519882757506521
57073,802.0,793.0,2.0,0.0,6.0,44.4,SD,68.98100000000001,43.005958,-97.055057,11.626389875472954
57075,1046.0,1033.0,0.0,1.0,44.0,56.2,SD,67.995,44.004324,-96.959518,15.383484079711742
57076,271.0,271.0,0.0,0.0,6.0,53.9,SD,123.781,43.971525,-97.359727,2.189350546529758
57077,1624.0,1579.0,0.0,0.0,9.0,31.9,SD,45.554,43.322952,-96.758309,35.64999780480309
57078,19220.0,17598.0,467.0,130.0,710.0,40.4,SD,111.597,42.915648,-97.446689,172.22685197630761
57103,35689.0,28733.0,2581.0,1188.0,2811.0,36.1,SD,12.008,43.545833,-96.690132,2972.1019320453033
57104,25860.0,19302.0,2274.0,743.0,2092.0,32.9,SD,28.001,43.604785,-96.707425,923.5384450555337
57105,22710.0,20049.0,941.0,138.0,613.0,35.0,SD,6.978,43.520296,-96.735607,3254.5141874462597
57106,43122.0,39100.0,822.0,618.0,1577.0,33.8,SD,30.131,43.507512,-96.840667,1431.1506421957451
