Zipcode,Population,Pop_W,Pop_B,Pop_A,Pop_H,Median Age,State,Land Area (sq mi),Center Point Lat,Center Point Lng,Pop Density
04074,19222.0,17726.0,268.0,902.0,486.0,44.7,ME,47.56800000000001,43.589627,-70.366191,404.09519004372675
04076,2681.0,2593.0,0.0,4.0,4.0,43.7,ME,38.767,43.554017,-70.832796,69.15675703562307
04079,3791.0,3732.0,0.0,23.0,0.0,54.5,ME,21.233,43.790591,-69.97153,178.54283426741392
04083,4349.0,4083.0,0.0,74.0,23.0,39.3,ME,9.991,43.464119,-70.814287,435.2917625863277
04084,8145.0,7966.0,64.0,28.0,60.0,41.8,ME,46.92,43.76214,-70.566688,173.5933503836317
04085,1859.0,1808.0,1.0,50.0,0.0,44.1,ME,12.061,43.77332,-70.616514,154.13315645468867
04086,8734.0,8109.0,0.0,165.0,149.0,44.9,ME,32.191,43.96497700000001,-69.955624,271.31807026808735
04087,2367.0,2159.0,29.0,155.0,0.0,35.0,ME,19.046,43.569278,-70.744,124.27806363540901
04088,1458.0,1446.0,5.0,0.0,5.0,52.2,ME,48.173,44.202838,-70.722272,30.265916592281982
04090,9869.0,9683.0,25.0,94.0,95.0,53.3,ME,57.654,43.331432,-70.645586,171.17632774829153
04091,808.0,797.0,0.0,0.0,0.0,45.5,ME,19.361,43.83932100000001,-70.744838,41.7333815402097
04092,17754.0,16296.0,565.0,233.0,709.0,41.1,ME,17.17,43.70792,-70.352602,1034.0128130460105
04093,8106.0,7539.0,257.0,55.0,231.0,44.2,ME,40.526,43.63626,-70.538842,200.01974041356164
04095,1204.0,1194.0,0.0,0.0,53.0,50.7,ME,29.037,43.62861,-70.913904,41.46433860247271
04096,8467.0,8118.0,32.0,212.0,78.0,47.5,ME,13.352,43.788137,-70.156478,634.1372079089275
04097,3676.0,3512.0,1.0,50.0,11.0,44.6,ME,21.227,43.846092,-70.241798,173.1756724925802
04101,17073.0,13883.0,2109.0,369.0,689.0,33.1,ME,2.004,43.662607,-70.257949,8519.461077844311
04102,17781.0,14990.0,1227.0,632.0,627.0,34.6,ME,5.978,43.654353,-70.297611,2974.406155904985
04103,30591.0,26820.0,1802.0,1023.0,749.0,40.2,ME,10.274,43.694105,-70.287927,2977.5160599571736
04105,11587.0,11051.0,101.0,185.0,225.0,47.1,ME,29.296,43.740472,-70.277172,395.5147460404151
04106,25565.0,23457.0,331.0,1086.0,475.0,40.3,ME,12.27,43.631402,-70.285989,2083.5370823145886
04107,9022.0,8725.0,107.0,77.0,64.0,51.0,ME,14.495,43.587173,-70.236476,622.4215246636771
04108,927.0,919.0,2.0,3.0,0.0,54.3,ME,1.1909999999999998,43.66027800000001,-70.186053,778.3375314861462
04109,118.0,113.0,0.0,0.0,0.0,36.0,ME,1.266,43.637528,-70.171426,93.20695102685625
04110,1445.0,1285.0,0.0,109.0,51.0,49.8,ME,2.249,43.74602700000001,-70.180065,642.5077812361048
04210,22916.0,20951.0,267.0,294.0,388.0,39.5,ME,59.283,44.084537,-70.249649,386.5526373496618
04216,350.0,350.0,0.0,0.0,0.0,57.8,ME,136.849,44.708634,-70.854911,2.5575634458417675
04217,2859.0,2842.0,0.0,17.0,11.0,50.7,ME,182.764,44.3801,-70.815239,15.643124466525135
04219,1725.0,1686.0,0.0,0.0,101.0,45.4,ME,61.382,44.400747,-70.55811,28.102701117591476
04220,3170.0,3032.0,11.0,9.0,49.0,41.8,ME,78.405,44.34262,-70.34744,40.431094955678844
04221,959.0,941.0,0.0,3.0,0.0,47.0,ME,32.081,44.481538,-70.277339,29.893083133318783
04222,3902.0,3704.0,5.0,19.0,0.0,42.7,ME,38.28,43.956021,-70.132418,101.93312434691745
04224,2831.0,2733.0,8.0,0.0,84.0,44.7,ME,74.259,44.559945,-70.415762,38.12332511884081
04226,207.0,203.0,0.0,0.0,4.0,50.8,ME,10.782,44.594476,-70.69250500000003,19.198664440734557
04227,62.0,62.0,0.0,0.0,0.0,39.4,ME,0.5660000000000001,44.568123,-70.293139,109.54063604240281
04228,56.0,56.0,0.0,0.0,0.0,41.5,ME,0.068,44.433489,-70.11525,823.5294117647059
04231,318.0,313.0,0.0,0.0,0.0,49.3,ME,34.068000000000005,44.26305900000001,-70.875479,9.33427263120817
04234,147.0,147.0,0.0,0.0,0.0,10.8,ME,0.328,44.623831,-70.19189300000001,448.17073170731703
04236,4349.0,4209.0,0.0,8.0,25.0,41.8,ME,32.276,44.189754,-70.145088,134.7440822902466
04237,172.0,172.0,0.0,0.0,0.0,54.3,ME,7.0379999999999985,44.4945,-70.734421,24.438761011651042
04238,1564.0,1384.0,23.0,0.0,26.0,35.9,ME,22.407,44.209257,-70.388878,69.79961619136877
04239,4812.0,4724.0,0.0,0.0,56.0,43.6,ME,48.383,44.516897,-70.202187,99.45642064361449
04240,36356.0,32334.0,1141.0,424.0,1029.0,40.1,ME,34.147,44.089594,-70.172185,1064.6908952470203
04250,4163.0,3921.0,7.0,0.0,21.0,41.3,ME,11.922,44.010547,-70.127409,349.18637812447577
04252,4732.0,4506.0,16.0,23.0,28.0,37.3,ME,10.902,44.036688,-70.058799,434.0487983856174
04253,2028.0,1992.0,0.0,0.0,12.0,44.2,ME,37.62,44.411638,-70.216186,53.907496012759175
04254,3093.0,2973.0,0.0,0.0,39.0,37.7,ME,19.613,44.445337,-70.138076,157.70152449905675
04255,728.0,697.0,18.0,0.0,3.0,45.8,ME,37.835,44.345792,-70.65570100000002,19.241443108233117
04256,2990.0,2929.0,3.0,12.0,40.0,39.2,ME,11.258,44.104897,-70.40468,265.5889145496536
04257,2635.0,2435.0,15.0,166.0,0.0,51.2,ME,23.341,44.553098,-70.49526,112.89147851420248
04258,2585.0,2493.0,9.0,33.0,68.0,42.3,ME,29.622,44.13794,-70.336334,87.26622105192087
04259,2971.0,2854.0,0.0,0.0,127.0,49.4,ME,29.385,44.233505,-70.014723,101.10600646588395
04260,5619.0,5450.0,6.0,15.0,112.0,42.2,ME,47.12300000000001,43.957508,-70.296011,119.241134902277
04261,422.0,421.0,0.0,0.0,0.0,51.9,ME,209.233,44.503525,-70.961709,2.016890261096481
04263,2030.0,1920.0,0.0,6.0,12.0,41.8,ME,40.052,44.295351,-70.133074,50.68411065614701
04265,1151.0,1151.0,0.0,0.0,25.0,39.5,ME,7.063,44.279255,-70.042845,162.96191420076457
04267,84.0,84.0,0.0,0.0,0.0,32.5,ME,2.075,44.206591,-70.792354,40.48192771084337
04268,4969.0,4875.0,2.0,11.0,0.0,40.8,ME,45.633,44.225867,-70.610021,108.89049591304537
04270,6438.0,6317.0,1.0,21.0,31.0,43.7,ME,78.643,44.117335,-70.527478,81.86361151024249
04271,0.0,0.0,0.0,0.0,0.0,,ME,0.181,44.263611,-70.49819000000002,0.0
04274,5492.0,5113.0,13.0,1.0,21.0,41.5,ME,41.97,44.048106,-70.393563,130.85537288539433
04275,427.0,421.0,0.0,2.0,0.0,52.2,ME,94.724,44.702596,-70.64758499999998,4.507833284067396
04276,5729.0,5560.0,16.0,10.0,83.0,47.4,ME,68.548,44.55992,-70.625264,83.57647196125343
04280,6976.0,6712.0,0.0,41.0,27.0,40.4,ME,41.659,44.116831,-70.06258199999999,167.4548116853501
04281,5135.0,4936.0,25.0,29.0,102.0,45.7,ME,40.593,44.248001,-70.49081600000002,126.49964279555587
04282,5725.0,5490.0,55.0,0.0,117.0,44.3,ME,59.25899999999999,44.265107,-70.24798,96.60979766786481
04284,1081.0,1081.0,0.0,0.0,0.0,54.2,ME,16.914,44.362503,-70.06123000000001,63.911552560009454
04285,443.0,430.0,0.0,0.0,0.0,59.1,ME,64.623,44.697513,-70.448975,6.855144453213252
04286,143.0,143.0,0.0,0.0,0.0,45.1,ME,0.056,44.401438,-70.86507900000002,2553.5714285714284
04287,3167.0,3036.0,71.0,21.0,10.0,42.3,ME,44.433,44.051212,-69.968192,71.27585353228456
04289,1974.0,1870.0,33.0,0.0,26.0,40.6,ME,24.256,44.319278,-70.52264699999998,81.38192612137203
04290,1305.0,1279.0,0.0,5.0,14.0,50.2,ME,46.675,44.460915,-70.451923,27.959292983395823
04292,1172.0,1146.0,0.0,2.0,91.0,41.2,ME,44.309,44.38590900000001,-70.449596,26.450608228576588
04294,4059.0,3870.0,9.0,86.0,34.0,44.6,ME,57.644,44.637914,-70.27543399999999,70.41496079383805
04330,25737.0,24360.0,236.0,178.0,541.0,43.5,ME,117.088,44.351895,-69.747626,219.80903252254714
04342,1838.0,1804.0,0.0,7.0,8.0,45.9,ME,30.452,44.086173,-69.736988,60.357283593852614
04343,44.0,44.0,0.0,0.0,0.0,58.5,ME,0.484,44.328707,-69.89169100000001,90.9090909090909
04344,2805.0,2707.0,0.0,0.0,54.0,47.5,ME,11.231,44.260548,-69.827805,249.75514201762977
04345,11451.0,11055.0,21.0,70.0,178.0,44.3,ME,72.08800000000002,44.195074,-69.793912,158.84751969814667
04346,1792.0,1710.0,0.0,64.0,14.0,39.7,ME,2.135,44.237286,-69.75124699999999,839.3442622950821
04347,2471.0,2328.0,0.0,92.0,0.0,50.2,ME,5.872999999999998,44.287241,-69.81804,420.7389749702027
04348,3065.0,3007.0,0.0,44.0,14.0,46.5,ME,75.243,44.210864,-69.499152,40.7346862831094
04349,1140.0,1096.0,0.0,0.0,0.0,48.4,ME,29.437,44.434007,-70.06703399999999,38.726772429255696
04350,3589.0,3529.0,0.0,20.0,0.0,45.9,ME,37.116,44.172142,-69.9345,96.69684233214787
04351,2557.0,2491.0,12.0,19.0,0.0,47.3,ME,21.267,44.342427,-69.861935,120.23322518455824
04352,1633.0,1593.0,6.0,0.0,3.0,45.0,ME,37.734,44.466488,-69.96045,43.27662055440717
04353,2375.0,2339.0,0.0,0.0,37.0,44.9,ME,46.816,44.198014,-69.61968900000001,50.730519480519476
04354,1572.0,1558.0,0.0,0.0,17.0,43.3,ME,40.559,44.396114,-69.43063000000001,38.758352030375505
04355,2556.0,2502.0,19.0,0.0,18.0,47.2,ME,29.264,44.384388,-69.9502,87.3428102788409
04357,3351.0,3288.0,8.0,0.0,26.0,48.1,ME,30.415,44.116833,-69.829607,110.17590004931778
04358,4251.0,4054.0,75.0,0.0,29.0,43.8,ME,49.775,44.414473,-69.535271,85.40431943746862
04359,506.0,415.0,0.0,0.0,91.0,46.8,ME,0.721,44.177784,-69.762591,701.8030513176144
04360,517.0,510.0,0.0,0.0,19.0,51.0,ME,24.195,44.554821,-69.999643,21.36805125025832
04363,2568.0,2542.0,0.0,1.0,33.0,42.1,ME,34.65,44.315485,-69.571186,74.11255411255412
04364,5941.0,5838.0,0.0,24.0,87.0,45.5,ME,30.515,44.309991,-69.963093,194.69113550712763
04401,45011.0,42113.0,622.0,985.0,672.0,36.9,ME,100.215,44.848517,-68.85040500000001,449.1443396697101
04406,698.0,683.0,0.0,0.0,3.0,49.9,ME,90.167,45.229183,-69.596521,7.741191344948817
04408,206.0,202.0,0.0,0.0,4.0,42.5,ME,118.358,44.89388,-68.303832,1.7404822656685648
04410,1144.0,1122.0,14.0,4.0,20.0,44.5,ME,41.184,45.08826,-68.906681,27.77777777777778
04411,1471.0,1422.0,0.0,0.0,3.0,48.5,ME,42.57100000000001,44.868349,-68.586337,34.55403913462215
04412,9341.0,9124.0,55.0,15.0,0.0,41.7,ME,15.234000000000002,44.784754,-68.735012,613.1679138768543
04413,194.0,181.0,0.0,0.0,0.0,59.1,ME,51.379,45.561415,-67.764628,3.7758617333930204
04414,1074.0,1009.0,0.0,4.0,13.0,55.1,ME,246.045,45.442861,-69.11457,4.3650551728342375
04415,270.0,270.0,0.0,0.0,0.0,38.0,ME,1.582,45.400376,-69.057877,170.6700379266751
04416,5477.0,5425.0,9.0,0.0,8.0,42.5,ME,57.78100000000001,44.623798,-68.749742,94.78894446271264
04417,271.0,268.0,0.0,3.0,3.0,58.0,ME,62.44600000000001,45.231514,-68.341886,4.3397495436056746
04418,1643.0,1571.0,31.0,0.0,0.0,40.7,ME,147.375,45.086448,-68.465508,11.148430873621713
04419,2791.0,2727.0,0.0,0.0,0.0,40.8,ME,36.532,44.800454,-69.003117,76.39877367787146
04421,1345.0,1300.0,0.0,12.0,13.0,21.3,ME,7.776,44.409006,-68.815533,172.96810699588477
04422,1280.0,1186.0,3.0,0.0,31.0,41.1,ME,40.553,45.077652,-69.031432,31.563632776859915
04424,649.0,646.0,0.0,0.0,1.0,53.7,ME,105.177,45.680311,-67.876199,6.170550595662549
04426,4553.0,4461.0,20.0,4.0,19.0,51.6,ME,154.47,45.213059,-69.189134,29.47497896031592
04427,2785.0,2666.0,22.0,0.0,14.0,44.2,ME,40.196,44.980538,-69.01088,69.28550104488009
04428,3320.0,3295.0,3.0,0.0,22.0,43.2,ME,59.519,44.8058,-68.55400300000001,55.78050706497085
04429,4627.0,4484.0,96.0,6.0,115.0,48.1,ME,70.546,44.72116,-68.617002,65.58841039888867
04430,1912.0,1834.0,2.0,0.0,41.0,46.2,ME,9.027,45.636841,-68.575197,211.80901739226766
04431,42.0,42.0,0.0,0.0,0.0,65.4,ME,0.313,44.56097800000001,-68.67272700000001,134.18530351437698
04434,1309.0,1281.0,13.0,4.0,29.0,45.1,ME,24.808000000000003,44.763866,-69.128068,52.76523702031602
04435,1001.0,1001.0,0.0,0.0,0.0,49.6,ME,38.562,44.963225,-69.125005,25.958197188942485
04438,1097.0,1078.0,6.0,0.0,0.0,41.3,ME,24.609,44.598953,-68.928337,44.577187207932056
04441,2144.0,1994.0,1.0,17.0,24.0,47.8,ME,581.388,45.702416,-69.623233,3.6877266128643864
04442,41.0,41.0,0.0,0.0,0.0,68.2,ME,74.895,45.497692,-69.72729,0.547433072968823
04443,2470.0,2370.0,36.0,12.0,65.0,48.4,ME,137.384,45.227772,-69.353263,17.97880393641181
04444,8812.0,8556.0,47.0,144.0,200.0,42.8,ME,69.046,44.72898,-68.94996400000001,127.62506155316744
04448,1624.0,1551.0,0.0,0.0,0.0,45.8,ME,110.412,45.296196,-68.71106,14.70854617251748
04449,1580.0,1440.0,0.0,0.0,9.0,41.0,ME,37.304,44.992636,-68.888475,42.35470726999785
04450,1122.0,1105.0,0.0,4.0,24.0,44.3,ME,16.828,44.916049,-68.927991,66.67458996909912
04451,181.0,174.0,0.0,3.0,0.0,58.9,ME,74.926,45.60701,-68.222173,2.4157168406160743
04453,680.0,661.0,0.0,0.0,0.0,47.2,ME,67.62,45.16225,-68.760531,10.056196391600118
04454,30.0,30.0,0.0,0.0,0.0,29.5,ME,49.441,45.552117,-67.561059,0.6067838433688638
04455,961.0,899.0,30.0,10.0,17.0,48.2,ME,84.165,45.299422,-68.259742,11.418047882136278
04456,2931.0,2883.0,0.0,7.0,0.0,42.4,ME,30.06,44.876817,-68.996652,97.50499001996009
04457,5824.0,5748.0,1.0,2.0,1.0,47.0,ME,164.83700000000005,45.413427,-68.479871,35.33187330514386
04459,847.0,811.0,0.0,0.0,16.0,50.7,ME,80.571,45.588735,-68.339985,10.512467264896799
04460,1214.0,1196.0,0.0,0.0,0.0,48.9,ME,106.954,45.712888,-68.521326,11.350674121584982
04461,3043.0,2985.0,22.0,18.0,15.0,45.0,ME,44.122,44.954787,-68.582438,68.96786183763201
04462,4770.0,4569.0,0.0,14.0,289.0,48.8,ME,1170.667,45.995839,-68.928348,4.074600206548917
04463,2848.0,2754.0,0.0,14.0,27.0,44.6,ME,146.619,45.286832,-68.89510899999999,19.42449477898499
04464,632.0,623.0,0.0,0.0,11.0,55.7,ME,200.049,45.441524,-69.304939,3.15922598963254
04468,9380.0,8126.0,96.0,200.0,63.0,34.5,ME,119.258,45.024673,-68.734534,78.65300441060558
04469,2660.0,2411.0,137.0,34.0,70.0,19.4,ME,0.241,44.901066,-68.66830300000001,11037.344398340249
04471,655.0,609.0,7.0,8.0,1.0,51.4,ME,96.013,45.916545,-67.856824,6.821992855134201
04472,2122.0,2091.0,3.0,7.0,13.0,51.1,ME,46.705,44.57632,-68.669915,45.43410769724869
04473,7957.0,7427.0,29.0,167.0,84.0,25.6,ME,17.934,44.88168,-68.738644,443.6823909891825
04474,3714.0,3609.0,0.0,28.0,12.0,48.6,ME,24.991,44.688778000000006,-68.762805,148.61350086030973
04475,446.0,418.0,1.0,0.0,6.0,47.9,ME,24.21,45.183587,-68.589614,18.42213961173069
04476,1272.0,1231.0,0.0,5.0,0.0,52.7,ME,39.88,44.482703,-68.705997,31.895687061183548
04478,312.0,295.0,0.0,0.0,0.0,64.5,ME,396.652,45.865239,-69.815623,0.786583705616006
04479,1322.0,1286.0,7.0,21.0,40.0,52.9,ME,38.441,45.124216,-69.287019,34.39036445461876
04481,489.0,472.0,0.0,7.0,8.0,50.8,ME,30.972,45.245979,-69.092775,15.78845408756296
04485,255.0,254.0,0.0,1.0,0.0,45.4,ME,44.56100000000001,45.35804,-69.630292,5.722492762729741
04487,920.0,894.0,0.0,0.0,0.0,50.6,ME,219.8,45.387737,-68.10447099999999,4.185623293903548
04488,1220.0,1217.0,0.0,0.0,0.0,42.6,ME,34.99,44.87164,-69.113926,34.8671048871106
04489,326.0,326.0,0.0,0.0,0.0,33.9,ME,0.202,44.910362,-68.690189,1613.8613861386139
04490,260.0,258.0,0.0,0.0,0.0,50.0,ME,263.993,45.436636,-67.867623,0.9848745989476994
04491,125.0,119.0,0.0,0.0,0.0,56.5,ME,12.943,45.573159,-67.470651,9.657730047129723
04492,189.0,185.0,0.0,0.0,0.0,46.8,ME,46.502,45.36704500000001,-67.681322,4.064341318652961
04493,1923.0,1815.0,0.0,14.0,15.0,48.3,ME,66.779,45.236824,-68.524576,28.796477934680066
04495,568.0,557.0,3.0,0.0,0.0,48.3,ME,43.698,45.47743300000001,-68.33898,12.998306558652569
04496,3787.0,3720.0,12.0,2.0,0.0,43.6,ME,35.53,44.650751,-68.908918,106.58598367576695
04497,390.0,376.0,2.0,0.0,0.0,51.5,ME,240.307,45.75461,-68.06094399999999,1.6229240097042534
04530,10854.0,10342.0,141.0,51.0,233.0,41.2,ME,28.791,43.888154,-69.826684,376.99281025320414
04535,663.0,647.0,0.0,2.0,0.0,49.0,ME,20.902,44.098468,-69.629176,31.719452683953687
04537,2020.0,2020.0,0.0,0.0,37.0,47.3,ME,16.761,43.875449,-69.620688,120.51786886223972
04538,1792.0,1740.0,0.0,9.0,16.0,59.1,ME,4.877,43.851505,-69.627611,367.43899938486777
04539,1145.0,1145.0,0.0,0.0,67.0,53.6,ME,16.336,43.973542,-69.501972,70.09059745347699
04541,132.0,132.0,0.0,0.0,0.0,35.8,ME,1.841,43.894242,-69.476881,71.70016295491581
04543,2046.0,2019.0,0.0,12.0,20.0,49.1,ME,12.434,44.022351,-69.490756,164.548817757761
04544,690.0,675.0,0.0,10.0,0.0,62.8,ME,3.218,43.84444600000001,-69.582305,214.4188937228092
04547,1046.0,1027.0,0.0,0.0,7.0,53.6,ME,14.104,43.978605,-69.33257900000001,74.16335791264889
04548,1114.0,1094.0,14.0,0.0,4.0,50.5,ME,18.583,43.833447,-69.738561,59.947263628047146
04551,934.0,915.0,0.0,0.0,0.0,44.9,ME,16.465999999999998,43.98007,-69.43038100000001,56.72294424875502
04553,1804.0,1753.0,13.0,38.0,7.0,43.7,ME,29.052,44.052277,-69.567522,62.09555280187251
04554,908.0,903.0,0.0,0.0,0.0,61.6,ME,4.279,43.862733,-69.51232399999999,212.19911194204255
04555,1557.0,1531.0,0.0,6.0,28.0,48.9,ME,18.94,44.101248,-69.482658,82.20696937697993
04556,1102.0,1091.0,8.0,0.0,0.0,51.3,ME,18.073,43.975989,-69.610952,60.974934985890556
04558,252.0,252.0,0.0,0.0,0.0,60.7,ME,4.133,43.885127,-69.514471,60.972659085410115
04562,1961.0,1944.0,0.0,0.0,8.0,54.2,ME,28.762,43.770829,-69.819164,68.18023781378207
04563,1481.0,1470.0,0.0,1.0,5.0,40.3,ME,19.235,44.013924,-69.258707,76.99506108656095
04564,291.0,291.0,0.0,0.0,0.0,63.7,ME,8.68,43.921687,-69.464934,33.525345622119815
04568,469.0,469.0,0.0,0.0,8.0,63.4,ME,4.964,43.871824,-69.558279,94.48025785656728
04570,0.0,0.0,0.0,0.0,0.0,,ME,0.273,43.808546,-69.630765,0.0
04571,385.0,385.0,0.0,0.0,0.0,53.3,ME,2.117,43.896656,-69.67416999999999,181.86112423240434
04572,5013.0,4835.0,0.0,55.0,74.0,45.6,ME,71.498,44.122084,-69.383354,70.11384933844303
04573,479.0,479.0,0.0,0.0,0.0,58.3,ME,8.142000000000001,43.951357,-69.55233,58.83075411446818
04574,1420.0,1372.0,13.0,3.0,7.0,49.1,ME,37.902,44.26063900000001,-69.391524,37.46504142261622
04575,63.0,61.0,2.0,0.0,1.0,68.5,ME,0.657,43.85215,-69.662201,95.8904109589041
04576,630.0,624.0,0.0,6.0,0.0,63.6,ME,5.106,43.813339,-69.662868,123.38425381903643
04578,4469.0,4095.0,17.0,207.0,6.0,45.2,ME,33.441,43.982445,-69.69275400000001,133.63834813552225
04579,3064.0,3041.0,0.0,0.0,0.0,45.1,ME,35.04,43.959656,-69.769351,87.44292237442923
04605,13160.0,12655.0,149.0,83.0,158.0,46.3,ME,284.509,44.672809,-68.391841,46.25512725432235
04606,1094.0,1062.0,0.0,3.0,18.0,47.9,ME,42.628,44.540726,-67.71236400000001,25.66388289387257
04607,1344.0,1338.0,3.0,0.0,0.0,43.4,ME,49.985,44.467048,-68.086866,26.888066419925977
04609,5296.0,4909.0,21.0,232.0,160.0,42.9,ME,42.236,44.39747,-68.263808,125.39066199450707
04611,413.0,404.0,0.0,1.0,6.0,52.8,ME,5.617000000000001,44.466957,-67.612596,73.52679366209719
04612,450.0,427.0,0.0,0.0,0.0,55.6,ME,5.489,44.23153,-68.414514,81.98214611040262
04613,141.0,141.0,0.0,0.0,0.0,58.3,ME,1.869,44.376983,-68.029882,75.4414125200642
04614,2459.0,2395.0,13.0,19.0,0.0,49.5,ME,60.209,44.402775,-68.568701,40.84107027188626
04616,794.0,761.0,0.0,8.0,12.0,56.8,ME,17.924,44.261324,-68.540355,44.29814773488061
04617,779.0,752.0,0.0,19.0,0.0,55.5,ME,25.453000000000007,44.350024,-68.76647700000001,30.6054296153695
04619,3038.0,3020.0,4.0,7.0,47.0,46.3,ME,34.321,45.142952,-67.217524,88.51723434631859
04622,1447.0,1405.0,0.0,7.0,5.0,47.6,ME,257.182,44.750666,-67.966927,5.626365764322542
04623,1092.0,1056.0,0.0,7.0,33.0,44.3,ME,136.121,44.744467,-67.73365799999999,8.02227430007126
04624,120.0,115.0,0.0,0.0,0.0,61.8,ME,5.707999999999998,44.423951,-67.985876,21.023125437981786
04625,49.0,48.0,0.0,1.0,0.0,69.5,ME,2.112,44.25637,-68.26628199999999,23.200757575757574
04626,493.0,448.0,9.0,8.0,7.0,39.7,ME,46.966,44.669023,-67.22199,10.496955244219222
04627,1581.0,1535.0,8.0,9.0,32.0,57.4,ME,21.46,44.23701,-68.607845,73.67194780987884
04628,714.0,703.0,0.0,1.0,1.0,46.2,ME,86.887,44.873113,-67.28107800000001,8.217569947172764
04629,217.0,194.0,0.0,23.0,0.0,60.0,ME,2.269,44.422694,-68.506049,95.63684442485676
04630,1413.0,1391.0,0.0,1.0,12.0,40.5,ME,87.461,44.870323,-67.47655300000001,16.155772287076527
04631,1365.0,1245.0,8.0,9.0,13.0,55.0,ME,3.651,44.910958,-67.008913,373.87017255546425
04634,1840.0,1757.0,0.0,4.0,6.0,45.7,ME,105.762,44.650967,-68.221271,17.397552996350296
04635,42.0,42.0,0.0,0.0,0.0,17.8,ME,4.44,44.172234,-68.35148199999999,9.459459459459458
04637,126.0,122.0,0.0,0.0,0.0,65.5,ME,89.61399999999998,45.196916,-67.81617299999999,1.4060303077644123
04640,2232.0,2173.0,11.0,18.0,21.0,46.4,ME,27.699,44.524572,-68.28525,80.58052637279323
04642,84.0,84.0,0.0,0.0,0.0,64.1,ME,5.654,44.330584,-68.809947,14.856738592147153
04643,1004.0,952.0,2.0,2.0,45.0,49.0,ME,21.301,44.538027,-67.818538,47.13393737383222
04644,0.0,0.0,0.0,0.0,0.0,,ME,0.005,44.413835,-68.252076,0.0
04645,63.0,40.0,0.0,0.0,0.0,31.3,ME,12.521,44.066574,-68.61575,5.0315470010382555
04646,84.0,65.0,0.0,0.0,0.0,40.5,ME,1.054,44.245566,-68.224954,79.69639468690701
04648,458.0,452.0,2.0,0.0,5.0,50.3,ME,34.335,44.665504,-67.59496999999999,13.339158293286733
04649,1269.0,1224.0,15.0,9.0,1.0,51.8,ME,28.517,44.54711,-67.48983,44.49977206578532
04650,143.0,143.0,0.0,0.0,0.0,62.0,ME,3.845,44.292625,-68.72288499999999,37.19115734720416
04652,1828.0,1779.0,0.0,2.0,20.0,55.0,ME,61.283,44.819713,-67.06232800000001,29.828826917742276
04653,474.0,445.0,0.0,0.0,33.0,52.3,ME,2.866,44.209467,-68.334648,165.38729937194697
04654,3278.0,3164.0,27.0,5.0,40.0,42.2,ME,100.033,44.75715200000001,-67.539897,32.769186168564374
04655,1178.0,1134.0,27.0,1.0,13.0,44.5,ME,21.414,44.655762,-67.37897099999999,55.01074063696647
04657,304.0,301.0,0.0,0.0,0.0,58.3,ME,100.782,44.970309,-67.415773,3.0164116608124467
04658,1455.0,1408.0,0.0,0.0,153.0,51.5,ME,24.245,44.507821,-67.877963,60.012373685295934
04660,1288.0,1271.0,3.0,10.0,3.0,53.3,ME,28.847,44.335753,-68.345729,44.649356952196065
04662,650.0,641.0,0.0,9.0,0.0,55.2,ME,2.707,44.300958,-68.292447,240.11821204285187
04664,1090.0,1010.0,0.0,6.0,14.0,49.0,ME,35.85800000000001,44.539656,-68.119741,30.397679736739352
04666,1134.0,1068.0,0.0,1.0,2.0,52.6,ME,62.99800000000001,44.980584,-67.223672,18.00057144671259
04667,1603.0,860.0,0.0,2.0,4.0,38.3,ME,29.838,44.983542,-67.101382,53.72343990884107
04668,1697.0,942.0,2.0,0.0,15.0,36.8,ME,97.269,45.212926,-67.585966,17.446462901849507
04669,192.0,192.0,0.0,0.0,0.0,62.1,ME,2.732,44.40825,-68.014884,70.27818448023426
04671,509.0,480.0,0.0,3.0,0.0,54.1,ME,28.188,45.067341,-67.149953,18.05732936001135
04673,174.0,152.0,5.0,0.0,0.0,44.4,ME,3.013,44.317252,-68.680481,57.749751078659145
04674,636.0,631.0,5.0,0.0,5.0,38.4,ME,8.478,44.274254,-68.458828,75.01769285208776
04675,401.0,396.0,1.0,1.0,10.0,54.0,ME,5.121,44.301347,-68.251148,78.30501855106424
04676,1055.0,1047.0,5.0,0.0,70.0,47.9,ME,24.012,44.34688,-68.634365,43.93636515075795
04677,265.0,254.0,0.0,1.0,4.0,57.2,ME,3.994,44.476822,-68.181506,66.34952428642964
04679,1848.0,1792.0,0.0,2.0,64.0,48.3,ME,13.723,44.278734,-68.324541,134.66443197551555
04680,1070.0,969.0,19.0,0.0,5.0,43.9,ME,43.025,44.478414,-67.947062,24.86926205694364
04681,1262.0,1244.0,5.0,0.0,18.0,48.3,ME,9.808,44.150464,-68.64532700000001,128.67047308319738
04683,86.0,86.0,0.0,0.0,0.0,22.8,ME,4.43,44.245208,-68.78781500000001,19.41309255079007
04684,1502.0,1435.0,16.0,9.0,26.0,48.2,ME,36.973,44.467466,-68.507324,40.62423930976659
04685,392.0,370.0,1.0,5.0,7.0,44.1,ME,14.357,44.151687,-68.465212,27.303754266211605
04686,88.0,85.0,0.0,0.0,2.0,65.0,ME,113.225,44.996537,-67.694027,0.7772135129167587
04691,372.0,335.0,0.0,2.0,9.0,45.6,ME,46.986,44.760322,-67.25504699999999,7.917251947388585
04693,482.0,474.0,3.0,3.0,0.0,42.8,ME,14.36,44.376372,-68.093638,33.56545961002786
