,Zipcode,Population,Edu_None,Edu_Ass,Edu_GED,Edu_HS,Edu_Bach,Edu_Mast,Edu_Prof,Edu_Doct
13111,40348,679.0,0.0,15.0,9.0,139.0,53.0,26.0,0.0,0.0
13112,40350,112.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
13113,40351,19918.0,126.0,877.0,697.0,2640.0,1438.0,1329.0,323.0,288.0
13114,40353,21542.0,110.0,764.0,1084.0,4473.0,1672.0,953.0,107.0,96.0
13115,40356,42266.0,194.0,2207.0,2178.0,6343.0,4140.0,2109.0,570.0,364.0
13116,40358,530.0,8.0,36.0,7.0,46.0,63.0,0.0,10.0,0.0
13117,40359,6525.0,72.0,278.0,388.0,1799.0,299.0,144.0,24.0,0.0
13118,40360,6850.0,13.0,360.0,378.0,1394.0,502.0,177.0,14.0,14.0
13119,40361,18113.0,148.0,1006.0,765.0,3933.0,1385.0,404.0,149.0,86.0
13120,40363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13121,40370,2455.0,42.0,120.0,99.0,563.0,215.0,67.0,46.0,9.0
13122,40371,3246.0,54.0,182.0,250.0,793.0,94.0,15.0,20.0,10.0
13123,40372,2150.0,13.0,156.0,144.0,445.0,189.0,116.0,7.0,59.0
13124,40374,1816.0,49.0,84.0,95.0,376.0,105.0,40.0,0.0,0.0
13125,40376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13126,40379,3344.0,21.0,187.0,244.0,639.0,253.0,55.0,24.0,18.0
13127,40380,6313.0,138.0,196.0,515.0,1173.0,367.0,291.0,16.0,28.0
13128,40383,22545.0,83.0,1118.0,1068.0,3394.0,3086.0,1279.0,518.0,228.0
13129,40385,2581.0,22.0,164.0,93.0,755.0,131.0,73.0,0.0,0.0
13130,40387,2211.0,45.0,87.0,125.0,576.0,84.0,91.0,9.0,7.0
13131,40390,7486.0,31.0,295.0,104.0,732.0,1025.0,772.0,93.0,151.0
13132,40391,35360.0,190.0,1659.0,1629.0,7034.0,3400.0,1336.0,250.0,73.0
13133,40402,2525.0,51.0,30.0,294.0,548.0,62.0,121.0,80.0,10.0
13134,40403,24794.0,235.0,881.0,1311.0,4637.0,2024.0,1061.0,192.0,289.0
13135,40404,740.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0
13136,40409,4150.0,48.0,162.0,285.0,955.0,226.0,135.0,31.0,7.0
13137,40419,4683.0,64.0,193.0,335.0,1087.0,166.0,57.0,13.0,0.0
13138,40422,24748.0,182.0,1457.0,1067.0,4531.0,2069.0,1396.0,347.0,242.0
13139,40434,84.0,0.0,0.0,0.0,28.0,56.0,0.0,0.0,0.0
13140,40437,5459.0,85.0,203.0,447.0,1235.0,191.0,123.0,32.0,0.0
13141,40440,2192.0,59.0,38.0,163.0,435.0,62.0,19.0,12.0,0.0
13142,40442,1548.0,48.0,53.0,91.0,249.0,83.0,22.0,9.0,0.0
13143,40444,14079.0,169.0,605.0,851.0,3017.0,972.0,378.0,82.0,63.0
13144,40445,817.0,14.0,47.0,90.0,193.0,20.0,0.0,0.0,5.0
13145,40447,7975.0,82.0,292.0,595.0,1640.0,196.0,181.0,13.0,26.0
13146,40448,38.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
13147,40456,9636.0,124.0,502.0,575.0,1970.0,289.0,357.0,70.0,0.0
13148,40460,918.0,23.0,7.0,91.0,332.0,0.0,0.0,0.0,0.0
13149,40461,3315.0,37.0,120.0,170.0,633.0,301.0,61.0,0.0,18.0
13150,40464,1120.0,9.0,32.0,123.0,259.0,71.0,39.0,15.0,0.0
13151,40468,2186.0,28.0,58.0,119.0,437.0,143.0,65.0,18.0,10.0
13152,40472,1462.0,6.0,76.0,193.0,381.0,52.0,22.0,10.0,3.0
13153,40475,57892.0,416.0,1962.0,2252.0,6770.0,6454.0,3340.0,490.0,813.0
13154,40481,278.0,0.0,0.0,6.0,98.0,0.0,0.0,0.0,0.0
13155,40484,10915.0,108.0,396.0,701.0,2644.0,707.0,305.0,113.0,13.0
13156,40486,2584.0,16.0,36.0,264.0,585.0,80.0,35.0,36.0,0.0
13157,40489,3801.0,12.0,278.0,255.0,1030.0,94.0,79.0,14.0,0.0
13158,40502,26335.0,102.0,876.0,317.0,1586.0,5574.0,3327.0,1751.0,969.0
13159,40503,28611.0,84.0,1557.0,486.0,3144.0,5164.0,2396.0,693.0,925.0
13160,40504,26282.0,73.0,1022.0,1075.0,3490.0,3119.0,1100.0,224.0,260.0
13161,40505,26476.0,298.0,1345.0,1581.0,4428.0,1624.0,608.0,67.0,129.0
13162,40506,2714.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0
13163,40507,1710.0,8.0,51.0,60.0,146.0,480.0,115.0,85.0,34.0
13164,40508,26515.0,304.0,541.0,691.0,1702.0,2011.0,893.0,328.0,324.0
13165,40509,35588.0,126.0,1976.0,540.0,3568.0,7077.0,3113.0,864.0,767.0
13166,40510,2314.0,5.0,105.0,260.0,226.0,283.0,80.0,69.0,4.0
13167,40511,32265.0,103.0,1745.0,1275.0,4219.0,4188.0,2002.0,498.0,311.0
13168,40513,11188.0,24.0,351.0,117.0,694.0,2535.0,1356.0,610.0,480.0
13169,40514,15337.0,42.0,1123.0,251.0,1501.0,2874.0,1537.0,247.0,311.0
13170,40515,34919.0,131.0,1970.0,660.0,2907.0,7243.0,3319.0,1151.0,939.0
13171,40516,2979.0,24.0,90.0,66.0,464.0,339.0,245.0,118.0,137.0
13172,40517,36025.0,168.0,2478.0,1150.0,4751.0,4445.0,2005.0,415.0,351.0
13173,40601,50313.0,654.0,1719.0,3046.0,8029.0,5797.0,2768.0,534.0,311.0
13174,40604,293.0,0.0,0.0,90.0,76.0,2.0,0.0,0.0,0.0
13175,40701,29797.0,225.0,1060.0,1754.0,5838.0,1765.0,1068.0,260.0,71.0
13176,40729,5814.0,5.0,179.0,354.0,1215.0,112.0,89.0,6.0,17.0
13177,40734,3376.0,34.0,62.0,156.0,665.0,102.0,14.0,13.0,6.0
13178,40737,1038.0,0.0,0.0,45.0,233.0,55.0,0.0,0.0,0.0
13179,40740,3049.0,55.0,89.0,224.0,597.0,99.0,41.0,9.0,0.0
13180,40741,22195.0,94.0,952.0,1186.0,4612.0,967.0,666.0,181.0,76.0
13181,40743,232.0,0.0,18.0,0.0,31.0,58.0,50.0,14.0,0.0
13182,40744,18763.0,173.0,739.0,998.0,3688.0,1103.0,498.0,151.0,81.0
13183,40759,3530.0,52.0,15.0,316.0,618.0,64.0,51.0,0.0,17.0
13184,40763,541.0,0.0,19.0,19.0,112.0,33.0,0.0,0.0,0.0
13185,40769,17160.0,221.0,343.0,931.0,3142.0,860.0,676.0,155.0,109.0
13186,40771,1503.0,15.0,0.0,58.0,342.0,0.0,0.0,0.0,0.0
13187,40801,519.0,8.0,34.0,6.0,49.0,7.0,14.0,0.0,0.0
13188,40806,2162.0,17.0,244.0,95.0,258.0,130.0,88.0,9.0,6.0
13189,40807,382.0,0.0,28.0,11.0,65.0,37.0,32.0,11.0,11.0
13190,40808,49.0,0.0,7.0,6.0,11.0,0.0,0.0,0.0,0.0
13191,40810,1468.0,35.0,20.0,66.0,312.0,20.0,3.0,6.0,0.0
13192,40813,531.0,6.0,10.0,15.0,182.0,40.0,24.0,13.0,0.0
13193,40815,1464.0,14.0,43.0,126.0,317.0,39.0,31.0,11.0,7.0
13194,40816,21.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
13195,40818,92.0,0.0,4.0,21.0,7.0,6.0,8.0,0.0,0.0
13196,40819,739.0,0.0,73.0,25.0,58.0,99.0,16.0,17.0,0.0
13197,40820,530.0,0.0,38.0,47.0,31.0,28.0,0.0,0.0,0.0
13198,40823,4208.0,52.0,282.0,196.0,855.0,172.0,122.0,47.0,5.0
13199,40824,530.0,0.0,0.0,23.0,200.0,14.0,0.0,0.0,0.0
13200,40826,802.0,9.0,23.0,78.0,127.0,18.0,13.0,0.0,0.0
13201,40827,788.0,31.0,33.0,33.0,255.0,40.0,8.0,16.0,0.0
13202,40828,3598.0,51.0,78.0,206.0,695.0,83.0,64.0,8.0,0.0
13203,40829,434.0,18.0,0.0,30.0,93.0,0.0,0.0,0.0,0.0
13204,40830,341.0,0.0,29.0,26.0,36.0,0.0,12.0,0.0,0.0
13205,40831,5494.0,48.0,418.0,273.0,1089.0,398.0,193.0,58.0,6.0
13206,40840,192.0,0.0,0.0,0.0,61.0,0.0,18.0,8.0,0.0
13207,40843,227.0,15.0,10.0,0.0,75.0,5.0,0.0,0.0,0.0
13208,40844,101.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0
13209,40845,708.0,27.0,29.0,40.0,128.0,24.0,0.0,0.0,0.0
13210,40847,337.0,0.0,16.0,0.0,39.0,0.0,0.0,0.0,0.0
13211,40849,383.0,0.0,0.0,23.0,68.0,0.0,9.0,0.0,0.0
13212,40854,1083.0,0.0,71.0,22.0,269.0,34.0,44.0,0.0,0.0
13213,40855,770.0,12.0,71.0,28.0,157.0,58.0,15.0,3.0,2.0
13214,40856,820.0,6.0,23.0,30.0,210.0,10.0,48.0,14.0,0.0
13215,40858,204.0,0.0,0.0,10.0,82.0,0.0,0.0,0.0,0.0
13216,40862,565.0,0.0,63.0,16.0,121.0,33.0,30.0,0.0,4.0
13217,40863,585.0,0.0,0.0,30.0,134.0,33.0,13.0,0.0,0.0
13218,40865,420.0,0.0,56.0,4.0,97.0,38.0,14.0,10.0,7.0
13219,40868,1347.0,26.0,13.0,105.0,261.0,17.0,8.0,0.0,0.0
13220,40870,396.0,8.0,47.0,17.0,86.0,22.0,3.0,14.0,0.0
13221,40873,2167.0,11.0,58.0,134.0,430.0,69.0,58.0,24.0,0.0
13222,40874,526.0,0.0,78.0,0.0,56.0,36.0,6.0,16.0,0.0
13223,40902,1120.0,9.0,10.0,11.0,184.0,23.0,19.0,0.0,15.0
13224,40903,542.0,6.0,19.0,50.0,175.0,0.0,0.0,0.0,0.0
13225,40906,12112.0,74.0,317.0,538.0,2458.0,613.0,202.0,202.0,145.0
13226,40913,306.0,0.0,16.0,6.0,63.0,29.0,13.0,0.0,0.0
13227,40914,242.0,0.0,14.0,5.0,87.0,8.0,5.0,0.0,0.0
13228,40915,887.0,0.0,27.0,0.0,344.0,60.0,19.0,0.0,8.0
13229,40921,336.0,0.0,11.0,30.0,102.0,0.0,6.0,0.0,0.0
13230,40923,571.0,0.0,0.0,23.0,56.0,0.0,15.0,0.0,0.0
13231,40927,275.0,3.0,0.0,18.0,73.0,17.0,0.0,0.0,0.0
13232,40935,2593.0,18.0,13.0,162.0,462.0,53.0,36.0,13.0,0.0
13233,40939,142.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
13234,40940,707.0,0.0,17.0,49.0,135.0,0.0,0.0,9.0,0.0
13235,40941,290.0,0.0,6.0,12.0,98.0,0.0,0.0,0.0,0.0
13236,40943,737.0,16.0,15.0,3.0,263.0,0.0,0.0,0.0,0.0
13237,40946,170.0,0.0,33.0,12.0,76.0,0.0,12.0,0.0,0.0
13238,40949,598.0,13.0,0.0,0.0,263.0,0.0,23.0,0.0,0.0
13239,40953,1141.0,23.0,108.0,52.0,199.0,19.0,0.0,0.0,0.0
13240,40958,500.0,33.0,65.0,17.0,50.0,0.0,0.0,13.0,0.0
13241,40962,18474.0,307.0,533.0,1421.0,3371.0,614.0,504.0,63.0,22.0
13242,40964,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13243,40965,13744.0,198.0,532.0,769.0,2531.0,563.0,328.0,72.0,49.0
13244,40972,1229.0,27.0,21.0,82.0,262.0,77.0,18.0,0.0,6.0
13245,40977,9500.0,47.0,479.0,488.0,1994.0,302.0,235.0,36.0,51.0
13246,40979,161.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
13247,40982,416.0,17.0,0.0,37.0,80.0,10.0,0.0,0.0,0.0
13248,40983,702.0,11.0,0.0,47.0,72.0,44.0,0.0,0.0,0.0
13249,40988,416.0,22.0,30.0,14.0,88.0,0.0,0.0,16.0,0.0
13250,40995,77.0,6.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0
13251,40997,346.0,23.0,8.0,14.0,66.0,14.0,5.0,0.0,0.0
13252,41001,16581.0,32.0,964.0,440.0,3430.0,1829.0,725.0,90.0,72.0
13253,41002,2415.0,49.0,156.0,99.0,431.0,213.0,47.0,15.0,11.0
13254,41003,2617.0,50.0,90.0,239.0,604.0,52.0,29.0,13.0,0.0
13255,41004,4325.0,38.0,337.0,208.0,1109.0,197.0,106.0,32.0,5.0
13256,41005,23848.0,23.0,1646.0,925.0,4023.0,2723.0,929.0,122.0,91.0
13257,41006,4454.0,13.0,197.0,220.0,1274.0,243.0,85.0,42.0,34.0
13258,41007,3995.0,25.0,307.0,174.0,986.0,316.0,130.0,27.0,13.0
13259,41008,7219.0,167.0,190.0,597.0,1430.0,358.0,175.0,57.0,27.0
13260,41010,3858.0,58.0,133.0,338.0,767.0,196.0,94.0,42.0,4.0
13261,41011,25098.0,134.0,1110.0,871.0,3338.0,3562.0,1546.0,305.0,130.0
13262,41014,7539.0,38.0,225.0,394.0,1346.0,567.0,245.0,83.0,16.0
13263,41015,20941.0,129.0,1131.0,925.0,4012.0,2022.0,782.0,210.0,66.0
13264,41016,6088.0,42.0,270.0,258.0,1147.0,573.0,181.0,88.0,7.0
13265,41017,39959.0,115.0,2474.0,809.0,5308.0,6614.0,3158.0,898.0,387.0
13266,41018,27784.0,106.0,1678.0,979.0,5296.0,2661.0,1119.0,251.0,40.0
13267,41030,5840.0,52.0,318.0,211.0,1294.0,447.0,90.0,23.0,13.0
13268,41031,15796.0,214.0,663.0,1015.0,3594.0,974.0,324.0,238.0,10.0
13269,41033,2100.0,12.0,32.0,134.0,516.0,146.0,27.0,0.0,0.0
13270,41034,1081.0,22.0,43.0,40.0,318.0,116.0,46.0,9.0,8.0
13271,41035,10710.0,53.0,492.0,574.0,2706.0,423.0,343.0,49.0,0.0
13272,41039,2664.0,4.0,186.0,158.0,608.0,145.0,21.0,10.0,2.0
13273,41040,7066.0,60.0,404.0,333.0,1894.0,381.0,142.0,57.0,12.0
13274,41041,7366.0,87.0,407.0,293.0,1538.0,415.0,226.0,50.0,45.0
13275,41042,51276.0,298.0,2602.0,1636.0,8176.0,6113.0,2558.0,458.0,278.0
13276,41043,1743.0,0.0,84.0,119.0,419.0,98.0,47.0,0.0,4.0
13277,41044,808.0,5.0,46.0,26.0,165.0,40.0,37.0,8.0,0.0
13278,41045,1647.0,6.0,48.0,90.0,401.0,42.0,30.0,2.0,17.0
13279,41046,1282.0,2.0,61.0,78.0,254.0,16.0,3.0,0.0,0.0
13280,41048,15378.0,0.0,1038.0,333.0,1861.0,2708.0,923.0,153.0,140.0
13281,41049,2446.0,21.0,76.0,144.0,450.0,75.0,138.0,34.0,0.0
13282,41051,28805.0,123.0,1448.0,955.0,4640.0,3680.0,1119.0,330.0,75.0
13283,41052,65.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0
13284,41055,1946.0,1.0,111.0,85.0,319.0,112.0,118.0,23.0,0.0
13285,41056,13958.0,145.0,872.0,653.0,2992.0,652.0,595.0,156.0,33.0
13286,41059,2544.0,6.0,132.0,105.0,631.0,217.0,170.0,30.0,22.0
13287,41062,59.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0
13288,41063,3091.0,0.0,197.0,202.0,838.0,175.0,75.0,19.0,43.0
13289,41064,1929.0,49.0,135.0,90.0,439.0,132.0,48.0,12.0,0.0
13290,41071,20818.0,141.0,966.0,1077.0,3634.0,2034.0,784.0,228.0,97.0
13291,41073,5773.0,29.0,281.0,260.0,1309.0,829.0,286.0,40.0,40.0
13292,41074,5529.0,42.0,195.0,426.0,1055.0,266.0,215.0,0.0,12.0
13293,41075,16482.0,31.0,836.0,392.0,1829.0,3087.0,1260.0,512.0,219.0
13294,41076,18195.0,33.0,1299.0,375.0,2631.0,2494.0,1200.0,213.0,280.0
13295,41080,1631.0,61.0,140.0,78.0,316.0,135.0,50.0,0.0,0.0
13296,41083,1186.0,0.0,47.0,119.0,334.0,67.0,7.0,7.0,0.0
13297,41085,775.0,4.0,58.0,44.0,204.0,26.0,5.0,0.0,0.0
13298,41086,3190.0,17.0,26.0,326.0,693.0,195.0,90.0,1.0,0.0
13299,41091,17899.0,51.0,1106.0,232.0,2059.0,3028.0,1479.0,372.0,172.0
13300,41092,3526.0,58.0,250.0,277.0,560.0,171.0,155.0,36.0,14.0
13301,41093,2640.0,29.0,100.0,226.0,583.0,55.0,45.0,21.0,11.0
13302,41094,14795.0,84.0,878.0,676.0,2319.0,1680.0,532.0,155.0,64.0
13303,41095,3294.0,18.0,95.0,159.0,817.0,216.0,47.0,3.0,4.0
13304,41097,7559.0,102.0,277.0,378.0,1683.0,413.0,98.0,69.0,22.0
13305,41098,1922.0,12.0,104.0,156.0,356.0,104.0,53.0,32.0,0.0
13306,41099,684.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
13307,41101,19280.0,60.0,1144.0,848.0,3528.0,1613.0,765.0,386.0,106.0
13308,41102,20837.0,68.0,1385.0,1398.0,4158.0,1530.0,818.0,166.0,232.0
13309,41121,1456.0,36.0,30.0,83.0,305.0,153.0,11.0,0.0,0.0
13310,41124,1384.0,12.0,34.0,70.0,255.0,39.0,44.0,0.0,0.0
13311,41129,10331.0,54.0,823.0,485.0,2350.0,807.0,298.0,59.0,40.0
13312,41132,349.0,11.0,0.0,0.0,80.0,30.0,0.0,0.0,0.0
13313,41135,153.0,0.0,16.0,7.0,41.0,0.0,5.0,0.0,0.0
13314,41139,8265.0,31.0,536.0,320.0,1970.0,712.0,232.0,32.0,34.0
13315,41141,2365.0,29.0,16.0,120.0,648.0,67.0,48.0,7.0,16.0
13316,41142,129.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,0.0
13317,41143,14902.0,126.0,569.0,547.0,3652.0,971.0,324.0,50.0,29.0
13318,41144,9954.0,82.0,495.0,395.0,2456.0,394.0,269.0,24.0,26.0
13319,41146,406.0,0.0,34.0,11.0,172.0,0.0,0.0,0.0,0.0
13320,41149,621.0,19.0,29.0,47.0,62.0,43.0,6.0,4.0,0.0
13321,41159,347.0,15.0,0.0,5.0,114.0,9.0,0.0,0.0,0.0
13322,41164,13081.0,164.0,525.0,802.0,2843.0,437.0,379.0,72.0,54.0
13323,41166,998.0,0.0,28.0,28.0,208.0,23.0,28.0,0.0,0.0
13324,41168,2373.0,0.0,121.0,154.0,409.0,183.0,111.0,0.0,0.0
13325,41169,6036.0,40.0,400.0,131.0,1133.0,756.0,277.0,44.0,0.0
13326,41171,4646.0,20.0,131.0,581.0,988.0,167.0,65.0,6.0,15.0
13327,41174,950.0,6.0,74.0,58.0,295.0,17.0,11.0,0.0,0.0
13328,41175,5560.0,27.0,275.0,181.0,1319.0,246.0,113.0,56.0,21.0
13329,41179,7430.0,110.0,270.0,377.0,1808.0,311.0,231.0,50.0,19.0
13330,41180,900.0,0.0,41.0,48.0,260.0,62.0,23.0,7.0,0.0
13331,41183,1334.0,5.0,91.0,65.0,344.0,135.0,42.0,10.0,0.0
13332,41189,2552.0,21.0,107.0,112.0,487.0,137.0,76.0,0.0,0.0
13333,41201,226.0,0.0,4.0,21.0,70.0,17.0,0.0,0.0,0.0
13334,41203,603.0,0.0,21.0,55.0,127.0,8.0,0.0,4.0,0.0
13335,41204,631.0,7.0,60.0,22.0,149.0,16.0,34.0,0.0,34.0
13336,41214,586.0,23.0,12.0,0.0,127.0,7.0,10.0,0.0,0.0
13337,41216,1196.0,0.0,20.0,14.0,257.0,66.0,105.0,0.0,0.0
13338,41219,2010.0,24.0,69.0,74.0,489.0,64.0,44.0,0.0,0.0
13339,41222,2182.0,0.0,193.0,92.0,628.0,136.0,29.0,6.0,0.0
13340,41224,6044.0,41.0,434.0,590.0,1428.0,98.0,93.0,63.0,19.0
13341,41226,281.0,0.0,21.0,0.0,21.0,10.0,18.0,0.0,0.0
13342,41230,12063.0,99.0,617.0,674.0,2769.0,380.0,348.0,60.0,16.0
13343,41231,1054.0,19.0,15.0,39.0,271.0,46.0,16.0,0.0,0.0
13344,41232,756.0,8.0,25.0,11.0,120.0,0.0,94.0,0.0,0.0
13345,41234,468.0,0.0,7.0,16.0,121.0,0.0,0.0,0.0,0.0
13346,41238,806.0,0.0,32.0,8.0,234.0,30.0,0.0,35.0,0.0
13347,41240,7817.0,11.0,292.0,397.0,1540.0,319.0,295.0,123.0,4.0
13348,41250,1380.0,12.0,34.0,24.0,310.0,23.0,12.0,0.0,0.0
13349,41254,461.0,0.0,23.0,13.0,43.0,7.0,29.0,0.0,11.0
13350,41255,1053.0,0.0,94.0,13.0,348.0,24.0,0.0,0.0,0.0
13351,41256,2405.0,11.0,198.0,108.0,480.0,139.0,55.0,12.0,0.0
13352,41257,275.0,0.0,14.0,19.0,45.0,13.0,17.0,0.0,0.0
13353,41260,769.0,33.0,53.0,56.0,122.0,15.0,25.0,0.0,0.0
13354,41262,1577.0,0.0,182.0,64.0,109.0,26.0,97.0,24.0,0.0
13355,41263,385.0,0.0,25.0,0.0,133.0,26.0,0.0,0.0,0.0
13356,41264,304.0,0.0,10.0,14.0,113.0,15.0,12.0,0.0,0.0
13357,41265,1833.0,15.0,133.0,42.0,423.0,78.0,46.0,13.0,0.0
13358,41267,859.0,5.0,10.0,34.0,195.0,11.0,5.0,9.0,0.0
13359,41268,373.0,0.0,0.0,0.0,157.0,7.0,0.0,0.0,0.0
13360,41271,247.0,0.0,7.0,7.0,62.0,0.0,5.0,0.0,0.0
13361,41274,662.0,0.0,49.0,0.0,91.0,13.0,20.0,0.0,0.0
13362,41301,5921.0,37.0,234.0,192.0,1321.0,239.0,178.0,6.0,10.0
13363,41311,6953.0,46.0,233.0,488.0,1634.0,158.0,203.0,20.0,0.0
13364,41314,4928.0,38.0,157.0,247.0,899.0,305.0,219.0,60.0,11.0
13365,41317,188.0,0.0,0.0,42.0,24.0,0.0,3.0,0.0,0.0
13366,41332,1147.0,0.0,11.0,53.0,324.0,39.0,95.0,7.0,0.0
13367,41339,10906.0,95.0,518.0,527.0,2028.0,411.0,402.0,95.0,9.0
13368,41348,1276.0,15.0,52.0,46.0,311.0,18.0,38.0,7.0,0.0
13369,41352,865.0,6.0,15.0,33.0,203.0,20.0,20.0,0.0,17.0
13370,41360,511.0,0.0,0.0,19.0,135.0,0.0,0.0,10.0,0.0
13371,41365,497.0,0.0,23.0,0.0,132.0,32.0,35.0,0.0,0.0
13372,41366,11.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
13373,41367,156.0,0.0,0.0,0.0,57.0,8.0,0.0,0.0,0.0
13374,41385,385.0,16.0,34.0,27.0,71.0,9.0,0.0,0.0,0.0
13375,41390,60.0,6.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0
13376,41397,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
13377,41408,411.0,11.0,7.0,12.0,75.0,12.0,0.0,0.0,0.0
13378,41421,193.0,0.0,32.0,27.0,10.0,10.0,4.0,0.0,0.0
13379,41425,1120.0,9.0,46.0,74.0,166.0,35.0,43.0,18.0,0.0
13380,41464,619.0,20.0,22.0,39.0,83.0,0.0,5.0,0.0,0.0
13381,41465,11768.0,80.0,380.0,566.0,2531.0,334.0,222.0,152.0,28.0
13382,41472,10554.0,112.0,447.0,1131.0,1744.0,571.0,285.0,80.0,6.0
13383,41501,23505.0,143.0,1072.0,920.0,3940.0,1612.0,932.0,485.0,184.0
13384,41503,562.0,15.0,19.0,0.0,132.0,33.0,8.0,27.0,8.0
13385,41512,843.0,23.0,36.0,23.0,173.0,0.0,42.0,0.0,0.0
13386,41513,508.0,11.0,0.0,25.0,90.0,8.0,17.0,9.0,0.0
13387,41514,3123.0,14.0,104.0,125.0,791.0,167.0,109.0,0.0,9.0
13388,41517,112.0,24.0,0.0,30.0,4.0,4.0,0.0,0.0,0.0
13389,41519,1084.0,0.0,66.0,63.0,261.0,93.0,20.0,0.0,0.0
13390,41522,4967.0,72.0,140.0,250.0,1166.0,227.0,154.0,16.0,7.0
13391,41524,222.0,11.0,0.0,0.0,28.0,14.0,0.0,11.0,0.0
13392,41526,93.0,0.0,11.0,0.0,0.0,20.0,0.0,0.0,0.0
13393,41527,862.0,11.0,22.0,51.0,121.0,72.0,34.0,63.0,0.0
13394,41528,908.0,0.0,58.0,78.0,293.0,76.0,15.0,0.0,0.0
13395,41531,1005.0,0.0,62.0,99.0,191.0,0.0,41.0,0.0,0.0
13396,41534,261.0,0.0,0.0,16.0,63.0,0.0,13.0,0.0,0.0
13397,41535,380.0,0.0,9.0,0.0,157.0,21.0,14.0,0.0,0.0
13398,41537,5245.0,13.0,234.0,260.0,912.0,167.0,124.0,48.0,0.0
13399,41538,47.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
13400,41539,1604.0,13.0,38.0,95.0,395.0,22.0,20.0,9.0,0.0
13401,41540,280.0,0.0,8.0,16.0,70.0,14.0,16.0,0.0,14.0
13402,41543,600.0,0.0,12.0,18.0,218.0,7.0,8.0,0.0,0.0
13403,41544,962.0,8.0,38.0,52.0,275.0,16.0,1.0,0.0,13.0
13404,41547,197.0,0.0,0.0,0.0,43.0,0.0,25.0,0.0,0.0
13405,41548,697.0,0.0,21.0,84.0,117.0,8.0,8.0,0.0,0.0
13406,41553,2640.0,46.0,59.0,92.0,523.0,29.0,65.0,25.0,0.0
13407,41554,1060.0,0.0,10.0,39.0,293.0,27.0,12.0,8.0,0.0
13408,41555,834.0,0.0,32.0,9.0,252.0,14.0,0.0,7.0,9.0
13409,41557,1822.0,29.0,77.0,126.0,380.0,24.0,60.0,21.0,0.0
13410,41558,666.0,28.0,12.0,13.0,169.0,21.0,6.0,0.0,0.0
13411,41559,431.0,0.0,26.0,16.0,131.0,0.0,9.0,0.0,0.0
13412,41560,351.0,0.0,0.0,11.0,40.0,13.0,33.0,0.0,0.0
13413,41562,3071.0,14.0,146.0,166.0,721.0,35.0,96.0,0.0,0.0
13414,41563,342.0,0.0,0.0,38.0,70.0,29.0,12.0,0.0,0.0
13415,41564,1156.0,10.0,121.0,91.0,191.0,5.0,17.0,10.0,12.0
13416,41566,805.0,9.0,49.0,17.0,145.0,33.0,17.0,0.0,0.0
13417,41567,196.0,0.0,34.0,0.0,55.0,0.0,0.0,10.0,0.0
13418,41568,791.0,72.0,29.0,103.0,76.0,5.0,0.0,0.0,0.0
13419,41571,452.0,8.0,24.0,17.0,102.0,8.0,8.0,0.0,0.0
13420,41572,3740.0,48.0,208.0,216.0,1062.0,201.0,66.0,21.0,0.0
13421,41601,931.0,11.0,5.0,87.0,40.0,29.0,69.0,29.0,45.0
13422,41602,534.0,0.0,48.0,98.0,86.0,19.0,0.0,0.0,0.0
13423,41603,1229.0,0.0,155.0,49.0,245.0,48.0,15.0,0.0,34.0
13424,41604,395.0,0.0,0.0,8.0,128.0,0.0,0.0,0.0,0.0
13425,41605,738.0,0.0,37.0,0.0,120.0,48.0,45.0,0.0,0.0
13426,41606,643.0,0.0,27.0,33.0,235.0,27.0,24.0,23.0,0.0
13427,41607,551.0,10.0,0.0,38.0,39.0,32.0,39.0,0.0,0.0
13428,41612,100.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0
13429,41615,482.0,0.0,32.0,14.0,100.0,23.0,0.0,0.0,0.0
13430,41616,708.0,19.0,7.0,32.0,186.0,16.0,94.0,0.0,0.0
13431,41619,391.0,0.0,13.0,29.0,134.0,9.0,7.0,0.0,0.0
13432,41621,279.0,0.0,71.0,9.0,74.0,0.0,23.0,0.0,0.0
