,Zipcode,Total Discharges,Average Charge,National Average Charge,Difference,Unnamed: 0,Center Point Lat,Center Point Lng,ID,Gmaps Lat,Gmaps Lon,new,Weight
32,11213,20.05263157894737,21336.813684210527,10139.60105263158,11197.212631578945,2836,40.671079,-73.93634200000002,1.0,40.6722134,-73.93892129999998,8678.906667,19876.119298578946
33,11215,58.45,17058.1746,11353.550699999994,5704.623900000001,2838,40.662688,-73.98674,1.0,40.6681669,-73.9800645,8678.906667,14383.530567000002
34,11219,63.96039603960397,19851.856237623764,11751.391386138603,8100.464851485151,2842,40.632667,-73.996669,1.0,40.6310753,-73.9976946,8678.906667,16779.37151848515
35,11220,40.61038961038961,21705.071038961047,11029.428311688313,10675.642727272729,2843,40.641087,-74.016552,0.0,40.6385229,-74.01532309999999,8678.906667,19354.549394272726
36,11229,35.17391304347826,12116.378405797097,10002.918840579709,2113.4595652173903,2851,40.601293,-73.94449300000002,1.0,40.59880769999999,-73.94479940000001,8678.906667,10792.36623221739
37,11235,39.49253731343283,16784.376119402983,10005.74119402985,6778.634925373133,2857,40.583949,-73.949096,1.0,40.586006899999994,-73.9418603,8678.906667,15457.541592373133
38,11237,28.48,16251.163199999995,9665.992399999996,6585.1708,2859,40.704159999999995,-73.921139,1.0,40.7043156,-73.92128579999998,8678.906667,15264.077467
39,11355,50.68794326241136,16027.344964539008,10557.514468085106,5469.830496453899,2864,40.751463,-73.820996,2.0,40.749309600000004,-73.8213213,8678.906667,14148.737163453898
40,11373,26.367346938775512,20241.30408163265,9633.52775510204,10607.776326530611,2882,40.738843,-73.878539,1.0,40.737975,-73.8801301,8678.906667,19286.68299353061
41,11375,42.69565217391305,13290.743768115944,9798.60463768116,3492.139130434781,2884,40.720963,-73.84614,1.0,40.724567799999996,-73.8457658,8678.906667,12171.045797434781
42,11418,33.355932203389834,17038.925762711864,10083.275762711864,6955.65,2896,40.700209,-73.836031,0.0,40.69665379999999,-73.83308439999998,8678.906667,15634.556666999999
43,11432,23.32142857142857,19382.70357142857,9128.62392857143,10254.079642857141,2909,40.715359,-73.793072,1.0,40.7154518,-73.7919103,8678.906667,18932.98630985714
44,11501,56.07766990291264,17683.048155339806,11975.282524271834,5707.765631067962,2915,40.746286,-73.63890500000002,1.0,40.747665399999995,-73.6389038,8678.906667,14386.672298067962
45,11542,27.325,8267.714500000002,8618.498999999998,-350.78450000000015,2924,40.872605,-73.628622,1.0,40.866311100000004,-73.6241855,8678.906667,8328.122167
46,11554,36.48275862068965,16306.626896551728,9422.397413793102,6884.229482758622,2932,40.720115,-73.558861,1.0,40.7179622,-73.5535234,8678.906667,15563.136149758622
47,11570,31.03030303030303,10893.787424242424,9939.498030303028,954.289393939394,2944,40.666066,-73.638409,0.0,40.6608095,-73.63596020000001,8678.906667,9633.196060939394
48,11572,57.36734693877551,12556.062448979588,11450.6993877551,1105.3630612244904,2945,40.631772,-73.636624,0.0,40.63114729999999,-73.63596020000001,8678.906667,9784.26972822449
49,11576,61.9010989010989,12473.397472527473,12441.632417582414,31.765054945054846,2947,40.798032,-73.647275,0.0,40.798704799999996,-73.6506776,8678.906667,8710.671721945055
50,11580,32.0,10559.706226415094,9446.49509433962,1113.2111320754714,2950,40.6749,-73.70215400000002,1.0,40.67103789999999,-73.706594,8678.906667,9792.117799075471
51,11691,33.44,18134.509400000006,10084.476799999997,8050.0326,2955,40.601261,-73.761646,1.0,40.6024346,-73.762495,8678.906667,16728.939266999998
52,11706,43.64473684210525,12311.618289473685,11001.952236842104,1309.666052631579,2965,40.722537,-73.252183,1.0,40.7360384,-73.2411506,8678.906667,9988.572719631578
53,11714,34.932203389830505,10210.541355932204,10018.481694915254,192.05966101694924,2969,40.742563,-73.486073,2.0,40.7470968,-73.48283740000001,8678.906667,8870.966328016948
54,11743,48.170212765957444,12322.224468085105,11971.14393617021,351.08053191489347,2993,40.883410999999995,-73.423556,1.0,40.878699100000006,-73.4062342,8678.906667,9029.987198914892
55,11772,51.07058823529411,12020.046470588235,10709.397764705884,1310.6487058823532,3015,40.76178,-72.98740699999998,1.0,40.7758652,-72.9814877,8678.906667,9989.555372882352
56,11777,40.61904761904762,10875.040158730157,10351.351984126974,523.6881746031743,3017,40.956068,-73.066659,1.0,40.9514424,-73.0700421,8678.906667,9202.594841603173
57,11787,34.580246913580254,9565.777530864201,10505.724444444442,-939.9469135802467,3025,40.852924,-73.21126,1.0,40.850711600000004,-73.2175571,8678.906667,7738.959753419753
58,11794,60.11711711711712,18475.901261261253,11943.324324324316,6532.576936936936,3032,40.913638,-73.125127,0.0,40.9132244,-73.1261091,8678.906667,15211.483603936937
59,11795,49.67,13161.702100000004,11893.352599999995,1268.3494999999996,3033,40.709005,-73.296337,0.0,40.711158600000005,-73.30601970000001,8678.906667,9947.256167
60,11803,40.492753623188406,11308.697536231884,9968.30115942029,1340.3963768115939,3038,40.7817,-73.473035,1.0,40.7848157,-73.47105400000001,8678.906667,10019.303043811593
61,11901,41.61016949152543,10578.099661016951,9812.755423728811,765.3442372881357,3040,40.926901,-72.643499,2.0,40.9413697,-72.65059570000001,8678.906667,9444.250904288136
62,11944,17.846153846153847,10211.77769230769,9471.351538461535,740.426153846154,3052,41.10403,-72.37154100000002,0.0,41.1123302,-72.36663,8678.906667,9419.332820846153
63,11968,30.444444444444446,13159.845333333335,10305.611999999996,2854.233333333333,3074,40.905925,-72.415662,1.0,40.904516799999996,-72.4139787,8678.906667,11533.140000333333
64,12010,30.45454545454545,7380.983863636366,9182.994090909091,-1802.0102272727274,3087,42.937632,-74.173325,2.0,42.9297842,-74.14748459999998,8678.906667,6876.896439727272
65,12043,18.142857142857142,7748.6557142857155,7629.901428571429,118.7542857142858,3109,42.69397,-74.530506,1.0,42.7076638,-74.5346103,8678.906667,8797.660952714285
66,12078,23.42857142857143,8235.120476190477,10303.664285714289,-2068.5438095238087,3138,43.134351,-74.339632,1.0,43.1145329,-74.3822058,8678.906667,6610.362857476191
67,12180,28.33333333333333,7096.640317460317,9454.215555555555,-2357.575238095239,3201,42.748588,-73.599536,3.0,42.734263,-73.5829689,8678.906667,6321.33142890476
68,12204,22.09090909090909,6765.77772727273,9752.90409090909,-2987.126363636364,3220,42.691517,-73.73375,2.0,42.684337600000006,-73.73013309999999,8678.906667,5691.7803033636355
69,12208,49.707317073170735,12781.427073170735,11793.783707317085,987.6433658536585,3224,42.653031,-73.809978,4.0,42.6547387,-73.7889689,8678.906667,9666.550032853658
70,12308,40.59770114942529,9903.373103448272,10885.88597701149,-982.5128735632179,3235,42.82098,-73.91967,2.0,42.8162941,-73.91834639999998,8678.906667,7696.393793436781
71,12401,39.73333333333333,8999.295600000001,10059.053866666667,-1059.7582666666667,3237,41.987541,-74.010273,2.0,41.9511782,-74.006509,8678.906667,7619.148400333333
72,12534,34.38636363636363,7792.967272727271,9168.337045454544,-1375.3697727272727,3345,42.217345,-73.752256,1.0,42.2259955,-73.77131999999999,8678.906667,7303.536894272726
73,12550,38.71232876712329,11494.326849315068,10482.72191780822,1011.6049315068487,3355,41.539574,-74.057223,1.0,41.5306113,-74.05351259999998,8678.906667,9690.511598506848
74,12572,31.85185185185185,8808.44962962963,9697.448148148149,-888.9985185185187,3366,41.924884999999996,-73.863664,1.0,41.9309816,-73.86542949999998,8678.906667,7789.908148481481
75,12601,59.35,12151.159599999995,11679.421699999995,471.73790000000014,3381,41.701921,-73.911519,2.0,41.716514399999994,-73.92422509999999,8678.906667,9150.644567
76,12742,27.83783783783784,9732.58810810811,9722.554864864864,10.033243243243083,3402,41.724328,-74.723518,1.0,41.7187421,-74.7249281,8678.906667,8688.939910243242
77,12771,32.96,9172.575599999998,9020.9604,151.61520000000004,3425,41.37438,-74.624279,1.0,41.36628029999999,-74.6283316,8678.906667,8830.521867
78,12801,33.871794871794876,9465.661538461538,11529.922179487181,-2064.260641025642,3443,43.31116,-73.645286,1.0,43.3163893,-73.6477342,8678.906667,6614.646025974357
79,12866,33.736842105263165,9265.697719298249,10695.234912280706,-1429.537192982456,3494,43.073715,-73.740236,2.0,43.0964412,-73.7242486,8678.906667,7249.369474017543
80,12901,41.32911392405063,12203.043924050633,10940.59151898734,1262.452405063291,3506,44.704190000000004,-73.47139200000002,1.0,44.74786659999999,-73.44167209999998,8678.906667,9941.359072063291
81,12953,22.315789473684212,7710.403157894738,9143.682105263155,-1433.2789473684206,3542,44.745352000000004,-74.260037,1.0,44.7751453,-74.2879487,8678.906667,7245.627719631579
82,12983,24.272727272727273,12199.019090909092,13694.144545454543,-1495.1254545454542,3567,44.307528999999995,-74.14702199999998,1.0,44.2239175,-74.2637865,8678.906667,7183.781212454545
83,13021,34.09756097560975,8720.687804878049,9247.342926829268,-526.6551219512198,3578,42.922278999999996,-76.558539,1.0,42.9024331,-76.57194140000001,8678.906667,8152.251545048779
84,13045,30.064516129032263,7348.730000000001,9536.284838709676,-2187.5548387096787,3597,42.573848999999996,-76.202145,1.0,42.5890797,-76.20155720000001,8678.906667,6491.351828290321
85,13126,30.677419354838708,7895.625483870966,8537.832258064516,-642.2067741935483,3645,43.438798,-76.457454,2.0,43.42449179999999,-76.4794435,8678.906667,8036.699892806451
86,13203,61.38888888888889,11799.868425925923,12133.712685185175,-333.84425925925916,3676,43.061111,-76.134924,1.0,43.061989700000005,-76.13489440000001,8678.906667,8345.062407740741
87,13210,44.22916666666666,14054.044010416661,11474.189427083327,2579.8545833333333,3683,43.031057000000004,-76.127249,3.0,43.034706400000005,-76.12619690000001,8678.906667,11258.761250333333
88,13326,29.876712328767123,14038.444657534243,11575.897397260273,2462.5472602739733,3713,42.722511,-74.895371,1.0,42.7284259,-74.89749250000001,8678.906667,11141.453927273973
89,13421,20.72,7756.590399999999,10837.9312,-3081.3408,3761,43.061915,-75.660092,1.0,43.055201000000004,-75.64408420000001,8678.906667,5597.565866999999
90,13440,25.66666666666667,6543.977999999999,8750.155333333332,-2206.177333333333,3772,43.215771000000004,-75.461779,1.0,43.2212399,-75.45777749999998,8678.906667,6472.729333666666
91,13501,36.31428571428572,9616.489,10811.146714285711,-1194.6577142857145,3805,43.081283,-75.225833,2.0,43.080883299999996,-75.21873459999998,8678.906667,7484.248952714284
92,13601,30.16326530612245,13414.141428571429,9753.280612244896,3660.8608163265294,3807,43.968892,-75.906501,1.0,43.995988700000005,-75.92309759999998,8678.906667,12339.767483326528
93,13662,20.625,7873.969583333333,8776.810833333335,-902.84125,3855,44.932334000000004,-74.883932,0.0,44.95293969999999,-74.88763209999998,8678.906667,7776.065417
94,13669,22.047619047619047,8553.206666666669,9744.610476190475,-1191.4038095238095,3861,44.672777,-75.482342,1.0,44.655052600000005,-75.50413520000001,8678.906667,7487.50285747619
95,13676,26.305555555555557,7899.32638888889,9283.543055555558,-1384.216666666667,3867,44.654959999999996,-74.926222,1.0,44.6424441,-74.97793159999998,8678.906667,7294.690000333332
96,13790,41.976470588235294,11542.524588235296,12149.906235294118,-607.3816470588234,3918,42.165361,-76.001942,2.0,42.1883307,-76.0043731,8678.906667,8071.525019941176
97,13815,18.63157894736842,8602.003157894736,9507.907368421054,-905.9042105263158,3935,42.547866,-75.530855,1.0,42.5459769,-75.55096019999998,8678.906667,7773.002456473683
98,13820,27.58620689655172,6209.272068965518,8755.428965517242,-2546.1568965517235,3936,42.483456,-75.036874,1.0,42.47888409999999,-75.03775019999998,8678.906667,6132.749770448276
99,13905,40.196969696969695,8533.930454545456,10945.217424242426,-2411.2869696969706,3968,42.170435999999995,-75.943434,0.0,42.1825615,-75.9579358,8678.906667,6267.619697303029
100,14020,26.105263157894736,8009.318421052631,9360.433684210526,-1351.1152631578943,3978,42.99619000000001,-78.213412,3.0,43.0100971,-78.2248291,8678.906667,7327.791403842105
101,14048,19.823529411764707,6779.839411764707,9031.82411764706,-2251.9847058823525,3997,42.48435900000001,-79.31700500000002,1.0,42.491671600000004,-79.3240228,8678.906667,6426.921961117647
102,14070,15.25,6379.3425,12241.177499999998,-5861.834999999999,4014,42.419658,-78.917725,1.0,42.4333399,-78.9175088,8678.906667,2817.071667
103,14092,25.035714285714285,7632.882857142857,8781.7875,-1148.9046428571428,4023,43.17322,-78.993074,1.0,43.1728044,-78.9853813,8678.906667,7530.0020241428565
104,14094,26.703703703703702,8453.188148148147,9574.914444444445,-1121.7262962962966,4024,43.157758,-78.701995,1.0,43.17139479999999,-78.67958359999999,8678.906667,7557.1803707037025
105,14103,12.0,10856.5,16198.59,-5342.09,4028,43.211161,-78.37677,1.0,43.2203105,-78.40697320000001,8678.906667,3336.816666999999
106,14141,21.375,6439.289999999999,9306.655,-2867.365,4048,42.524967,-78.712076,1.0,42.5210977,-78.72494689999998,8678.906667,5811.5416669999995
107,14210,64.14150943396227,14883.310566037737,11995.249716981123,2888.060849056604,4068,42.862657,-78.82876800000003,0.0,42.86714129999999,-78.82977009999998,8678.906667,11566.967516056604
108,14214,28.770491803278688,11143.588196721312,11150.212950819672,-6.624754098360724,4072,42.939578000000004,-78.840788,1.0,42.9334868,-78.84392679999998,8678.906667,8672.281912901639
109,14215,31.73584905660377,16049.934150943403,10537.444716981134,5512.489433962262,4073,42.935336,-78.810675,2.0,42.93975529999999,-78.80994720000001,8678.906667,14191.396100962262
110,14217,32.02857142857143,9552.134857142857,11800.132857142857,-2247.998,4075,42.971876,-78.876869,1.0,42.97527410000001,-78.87789459999998,8678.906667,6430.908667
111,14220,32.070422535211264,12830.95887323944,12842.20915492958,-11.250281690140927,4078,42.845738,-78.822076,1.0,42.844635600000004,-78.821275,8678.906667,8667.656385309858
112,14302,32.0,9002.170526315791,9349.319473684207,-347.14894736842126,4089,43.093896,-79.049193,0.0,43.0863355,-79.059163,8678.906667,8331.757719631578
113,14424,26.66666666666667,5803.858333333334,8892.014333333333,-3088.1560000000013,4101,42.856357,-77.303497,2.0,42.834368299999994,-77.30946740000002,8678.906667,5590.750666999998
114,14432,18.666666666666668,6608.437333333332,8243.935333333331,-1635.4979999999998,4105,42.957390999999994,-77.143523,1.0,42.9286351,-77.1255055,8678.906667,7043.408667
115,14437,18.2,6962.221999999999,9169.488666666666,-2207.266666666666,4108,42.570141,-77.73376400000002,1.0,42.5717641,-77.7223162,8678.906667,6471.640000333333
116,14456,26.176470588235286,7863.086764705882,10096.393823529408,-2233.307058823529,4113,42.847695,-76.998972,1.0,42.8361156,-76.9873477,8678.906667,6445.59960817647
117,14513,26.588235294117645,7204.852647058823,9843.10882352941,-2638.256176470589,4143,43.086308,-77.092116,1.0,43.0764083,-77.0794705,8678.906667,6040.6504905294105
118,14569,19.2,6720.811,7309.9890000000005,-589.178,4177,42.735221,-78.171092,0.0,42.7361576,-78.1792434,8678.906667,8089.728666999999
119,14620,35.786885245901644,12176.6493442623,11265.525737704917,911.1236065573767,4204,43.128291,-77.605805,2.0,43.130194200000005,-77.60205690000002,8678.906667,9590.030273557375
120,14621,42.354838709677416,11373.527204301074,11827.047204301074,-453.51999999999987,4205,43.189939,-77.603649,1.0,43.1874752,-77.60205690000002,8678.906667,8225.386666999999
121,14626,35.72727272727273,10911.71127272727,11454.372,-542.6607272727276,4210,43.216558,-77.710789,1.0,43.213667799999996,-77.7108686,8678.906667,8136.245939727271
122,14701,29.540540540540537,7312.804324324323,9787.897837837838,-2475.0935135135137,4212,42.08016,-79.25671,2.0,42.067239,-79.2676668,8678.906667,6203.813153486486
123,14760,30.69230769230769,8693.571794871796,10993.878717948715,-2300.306923076923,4257,42.077027,-78.418429,1.0,42.100038299999994,-78.40697320000001,8678.906667,6378.599743923076
124,14810,15.125,8764.181250000001,9786.903749999998,-1022.7224999999997,4282,42.349751,-77.343379,2.0,42.337855299999994,-77.355413,8678.906667,7656.184166999999
125,14830,31.210526315789476,6384.919736842105,8692.813947368419,-2307.894210526316,4299,42.128122999999995,-77.031977,2.0,42.107218200000005,-77.03341790000002,8678.906667,6371.012456473683
126,14843,18.857142857142858,8410.628571428571,9855.274285714286,-1444.6457142857141,4307,42.320079,-77.646339,2.0,42.3344577,-77.67651839999998,8678.906667,7234.260952714285
127,14850,25.56521739130435,8523.647826086957,10513.118695652176,-1989.4708695652175,4311,42.43216500000001,-76.49704200000002,1.0,42.435511,-76.5257007,8678.906667,6689.435797434782
128,14895,23.6,7244.295999999999,8916.425333333334,-1672.129333333333,4344,42.08144,-77.940922,1.0,42.091596700000004,-77.9510209,8678.906667,7006.777333666666
129,14905,41.03030303030303,9120.806363636366,10444.83287878788,-1324.0265151515152,4350,42.087725,-76.84328199999999,1.0,42.08175019999999,-76.854799,8678.906667,7354.880151848484
130,15009,30.467741935483872,9062.411451612901,11359.925967741934,-2297.5145161290325,4357,40.697912,-80.365277,2.0,40.6989853,-80.38813329999998,8678.906667,6381.392150870966
131,15063,25.52173913043478,7011.356304347824,9371.727391304345,-2360.371086956522,4399,40.191165999999996,-79.922476,1.0,40.185525399999996,-79.93046329999999,8678.906667,6318.535580043477
132,15065,22.548387096774192,7339.515161290324,9891.16129032258,-2551.646129032258,4401,40.644034999999995,-79.725378,2.0,40.6519055,-79.7287703,8678.906667,6127.260537967741
133,15132,27.777777777777782,9960.011851851852,8537.665555555557,1422.3462962962965,4435,40.339766999999995,-79.842782,2.0,40.3450499,-79.84648039999998,8678.906667,10101.252963296296
134,15136,16.352941176470587,7117.404117647058,7848.674705882354,-731.2705882352942,4438,40.46347700000001,-80.106688,1.0,40.469395299999995,-80.11494139999998,8678.906667,7947.636078764705
135,15143,26.73076923076923,7828.655769230769,11012.660384615381,-3184.0046153846165,4443,40.565934999999996,-80.1464,2.0,40.55937309999999,-80.1651854,8678.906667,5494.902051615383
136,15146,27.1530612244898,7389.933877551025,9736.874285714288,-2346.940408163266,4446,40.426324,-79.761379,3.0,40.4324714,-79.7512033,8678.906667,6331.966258836734
137,15212,34.28235294117647,15803.367294117641,11849.408941176473,3953.958352941176,4460,40.456946,-79.990054,2.0,40.4828051,-80.03672590000001,8678.906667,12632.865019941175
138,15213,61.59848484848485,15593.60606060606,11639.122954545457,3954.4831060606048,4461,40.444041999999996,-79.955249,3.0,40.437925899999996,-79.95564240000002,8678.906667,12633.389773060604
139,15215,31.612903225806452,10490.041774193549,10819.116129032262,-329.0743548387099,4463,40.501295,-79.912677,2.0,40.50684529999999,-79.9080757,8678.906667,8349.83231216129
140,15219,30.66666666666667,12889.016521739128,10231.471014492754,2657.545507246378,4467,40.443184,-79.983064,1.0,40.440368,-79.9836108,8678.906667,11336.452174246377
141,15224,19.8,16710.317000000006,12319.344,4390.973,4472,40.46423400000001,-79.944801,3.0,40.467202,-79.94445259999998,8678.906667,13069.879667
142,15236,28.16666666666667,7540.257333333336,11397.596166666664,-3857.3388333333332,4482,40.347404,-79.97548,1.0,40.338076799999996,-79.9789606,8678.906667,4821.567833666666
143,15237,34.92,7967.656000000001,11349.762000000002,-3382.106000000001,4483,40.549607,-80.043513,1.0,40.556912100000005,-80.01995620000001,8678.906667,5296.800666999998
144,15243,36.098591549295776,8323.751126760559,11517.220985915494,-3193.4698591549304,4487,40.375510999999996,-80.072372,1.0,40.3747044,-80.0702555,8678.906667,5485.436807845069
145,15301,30.606557377049178,9694.697213114754,10869.665573770491,-1174.9683606557376,4490,40.153494,-80.25346400000002,2.0,40.1627412,-80.254435,8678.906667,7503.938306344262
146,15317,16.315789473684212,6184.355263157894,8946.786842105264,-2762.431578947369,4498,40.276322,-80.171662,1.0,40.2767073,-80.1651854,8678.906667,5916.47508805263
147,15370,16.75,7706.34875,8687.971249999999,-981.6224999999997,4538,39.880615,-80.17119699999998,1.0,39.8482724,-80.14285840000001,8678.906667,7697.284167
148,15401,30.023809523809533,7496.880714285717,10010.345952380952,-2513.465238095239,4544,39.899926,-79.745662,1.0,39.916922,-79.7624177,8678.906667,6165.44142890476
149,15425,29.8,5224.397999999999,7833.522,-2609.124,4556,40.029709000000004,-79.54884,1.0,40.0186669,-79.53786339999998,8678.906667,6069.7826669999995
150,15501,20.375,7569.365625,10074.723125,-2505.3575000000005,4611,40.039742,-79.12982,1.0,40.0084304,-79.0785531,8678.906667,6173.549166999999
151,15537,18.363636363636363,6670.625454545455,9116.021818181818,-2445.3963636363637,4624,40.000384999999994,-78.366843,1.0,39.986655600000006,-78.36146719999998,8678.906667,6233.510303363635
152,15601,34.714285714285715,7357.650357142859,9716.58964285714,-2358.9392857142857,4647,40.314981,-79.534803,1.0,40.30220569999999,-79.53786339999998,8678.906667,6319.967381285714
153,15650,22.86111111111111,7796.051944444444,9416.09444444444,-1620.0425,4681,40.277177,-79.39290600000002,2.0,40.289828,-79.40286390000001,8678.906667,7058.864167
154,15666,17.416666666666668,5943.5575,9050.5825,-3107.025,4690,40.161024,-79.509814,1.0,40.1767505,-79.4928857,8678.906667,5571.881667
155,15701,27.066666666666666,7155.265333333334,9475.213777777775,-2319.948444444444,4717,40.628381,-79.150041,1.0,40.667162899999994,-79.1322744,8678.906667,6358.958222555555
156,15767,17.75,5112.941250000002,7542.5425,-2429.60125,4762,40.962153,-78.968171,1.0,40.9437315,-78.97086999999998,8678.906667,6249.305417
157,15801,32.98529411764706,8223.812647058825,10843.754558823528,-2619.941911764705,4777,41.125057,-78.722433,1.0,41.10717289999999,-78.72494689999998,8678.906667,6058.964755235294
158,15857,25.75,5316.974166666666,8628.459166666666,-3311.485,4797,41.455085,-78.520228,1.0,41.4634516,-78.52065,8678.906667,5367.421666999999
159,15905,41.356321839080465,11223.273448275862,11701.222183908045,-477.9487356321839,4809,40.290655,-78.969943,2.0,40.28764879999999,-78.95145099999998,8678.906667,8200.957931367815
160,15963,16.0,5872.6950000000015,12264.4325,-6391.7375,4848,40.227773,-78.759251,1.0,40.22967620000001,-78.77028949999998,8678.906667,2287.169166999999
161,16001,29.659574468085108,7604.830425531915,10805.087021276595,-3200.256595744681,4849,40.910025,-79.94519100000002,2.0,40.90139979999999,-79.94165490000002,8678.906667,5478.650071255319
162,16105,31.657894736842106,8057.152368421052,9224.103421052629,-1166.9510526315785,4886,41.057828,-80.340829,1.0,41.0559482,-80.34359079999999,8678.906667,7511.95561436842
163,16117,17.0,6713.781428571429,10059.555714285712,-3345.7742857142853,4894,40.871835,-80.25620699999997,1.0,40.8774095,-80.24328390000001,8678.906667,5333.132381285714
