Zipcode,Land Area (sq mi),Center Point Lat,Center Point Lng
54140,3.168,44.286515,-88.309229
54141,26.029,44.728584,-87.998318
54143,67.784,45.076169,-87.698833
54149,125.281,45.196478,-88.46238
54150,17.131,44.997641,-88.853758
54151,120.645,45.725441,-87.988217
54153,101.18,44.898083,-87.916035
54154,83.328,44.87369,-88.182068
54155,34.369,44.527495,-88.200548
54156,136.348,45.628708,-88.024459
54157,88.685,45.040575,-87.821437
54159,63.027,45.193358,-87.838864
54160,0.447,44.118481,-88.101704
54161,124.447,45.122213,-88.162416
54162,114.046,44.66254,-88.270904
54165,93.393,44.51663,-88.322013
54166,141.295,44.778797,-88.634549
54169,3.415,44.176686,-88.280739
54170,114.338,44.536096,-88.57693
54171,23.175,44.715231,-88.096472
54173,14.083,44.639281,-88.030636
54174,191.055,45.036912,-88.424393
54175,54.248,45.314602,-88.618326
54177,171.948,45.396619,-87.893793
54180,4.114,44.325728,-88.175795
54201,74.866,44.624327,-87.495679
54202,41.5,45.087307,-87.140063
54204,47.606,44.755492,-87.605295
54205,41.236,44.596202,-87.632423
54207,0.989,44.087627,-87.989005
54208,102.356,44.363565,-87.799595
54209,39.381,45.017946,-87.270394
54210,26.676,45.246247,-87.035915
54211,3.547,45.160359,-87.166369
54212,32.924,45.109775,-87.209029
54213,36.66,44.695177,-87.528256
54214,0.285,44.197537,-87.713043
54216,108.306,44.438598,-87.569911
54217,112.849,44.551977,-87.720281
54220,98.692,44.101805,-87.722805
54227,31.304,44.280774,-87.810786
54228,40.205,44.278161,-87.650284
54229,41.03,44.560061,-87.815517
54230,109.8,44.159839,-87.91504
54232,0.745,44.007345,-87.924787
54234,24.038,45.181963,-87.10151
54235,192.154,44.840884,-87.372795
54241,66.444,44.215871,-87.594706
54245,40.563,44.030924,-87.898061
54246,25.482,45.373209,-86.899374
54247,34,44.199973,-87.790095
54301,6.545,44.480778,-88.016063
54302,9.568,44.507653,-87.976828
54303,10.935,44.538066,-88.048764
54304,11.723,44.49279,-88.067301
54307,0.081,44.470428,-88.036639
54311,64.114,44.480306,-87.892072
54313,59.605,44.583773,-88.115037
54401,83.274,44.963304,-89.704051
54403,133.769,45.018422,-89.525216
54405,29.911,44.96753,-90.282268
54406,67.064,44.412217,-89.30493
54407,47.017,44.532182,-89.281795
54408,44.489,45.025581,-89.323997
54409,212.181,45.1222,-89.170828
54410,66.358,44.542287,-90.030459
54411,190.17,45.06256,-90.033418
54412,72.321,44.663265,-89.97416
54413,31.364,44.27324,-90.130098
54414,128.81,44.959673,-89.176857
54416,82.992,44.884118,-88.94842
54417,0.311,45.026967,-89.653285
54418,116.75,45.22063,-88.940257
54420,38.465,44.610077,-90.350683
54421,70.838,44.895191,-90.288689
54422,38.774,44.985893,-90.457501
54423,53.414,44.585282,-89.421676
54424,164.195,45.286659,-89.192153
54425,44.088,45.006838,-90.341197
54426,108.345,44.907469,-90.00979
54427,44.848,44.817219,-89.258344
54428,65.256,45.421166,-89.135714
54430,4.869,45.147626,-88.873267
54433,160.491,45.202063,-90.791986
54435,219.437,45.360466,-89.438199
54436,106.746,44.534622,-90.427124
54437,119.005,44.777208,-90.629136
54440,84.51,44.81122,-89.383375
54441,0.949,44.64252,-90.104884
54442,74.28,45.358854,-89.65898
54443,90.669,44.608922,-89.751725
54446,76.456,44.747785,-90.466411
54447,31.08,45.085986,-90.747239
54448,89.016,44.933905,-89.831679
54449,170.478,44.63843,-90.208401
54450,1.668,45.004292,-89.04097
54451,347.334,45.19739,-90.407651
54452,442.225,45.217729,-89.793643
54454,45.581,44.606715,-89.882882
54455,230.106,44.766821,-89.684474
54456,221.938,44.544396,-90.632781
54457,135.502,44.214087,-89.900133
54458,0.672,44.497209,-89.306325
54459,138.541,45.412581,-90.237356
54460,85.194,44.938751,-90.543261
54462,40.642,45.392002,-89.007393
54463,80.217,45.502567,-89.219108
54465,28.094,45.383296,-88.891217
54466,303.903,44.379589,-90.306335
54467,69.021,44.413919,-89.538901
54469,2.541,44.345145,-89.874045
54470,105.605,45.286613,-90.141512
54471,46.398,44.930719,-89.424316
54473,85.824,44.650645,-89.352368
54474,4.352,44.873714,-89.61975
54475,36.709,44.484665,-89.793069
54476,42.075,44.88996,-89.520725
54479,79.772,44.750611,-90.331989
54480,34.902,45.05431,-90.269289
54481,63.776,44.510664,-89.638254
54482,91.385,44.54689,-89.525593
54484,104.126,44.799824,-90.078596
54485,20.503,45.410997,-89.23117
54486,122.942,44.717991,-89.045228
54487,300.575,45.514195,-89.775405
54488,39.988,44.840396,-90.333122
54489,44.048,44.460777,-90.003987
54490,112.563,45.343391,-90.392334
54491,178.647,45.234365,-88.754355
54493,108.687,44.69676,-90.81072
54494,133.272,44.340837,-89.73492
54495,107.498,44.378213,-89.96406
54498,121.412,45.035112,-90.629022
54499,112.869,44.789831,-89.176405
54501,365.603,45.657616,-89.349236
54511,278.295,45.737523,-88.823002
54512,75.629,46.091151,-89.659025
54513,94.254,45.578383,-90.141311
54514,207.988,46.041777,-90.473291
54515,82.833,45.512631,-90.491015
54517,77.776,46.145917,-90.930676
54519,80.111,46.05078,-89.263108
54520,142.938,45.536654,-88.903793
54521,226.886,45.936699,-89.29145
54524,91.397,45.832548,-90.347035
54525,0.709,46.423303,-90.219958
54526,110.405,45.529271,-90.85718
54527,231.713,46.125898,-90.685679
54529,66.185,45.677711,-89.667165
54530,108.823,45.533993,-90.741634
54531,77.656,45.752824,-89.774651
54534,130.606,46.347714,-90.228091
54536,50.003,46.30577,-90.354628
54537,96.982,45.528805,-90.603457
54538,111.843,45.970064,-89.911919
54539,48.86,45.81335,-89.56214
54540,82.894,46.154791,-89.372738
54541,134.067,45.556501,-88.619091
54542,265.591,45.920297,-88.71551
54545,43.546,46.136882,-89.830455
54546,215.48,46.299672,-90.694721
54547,217.516,46.21135,-90.10613
54548,88.505,45.865998,-89.831729
54550,24.021,46.361796,-90.276637
54552,347.906,45.939245,-90.31661
54554,86.588,46.047221,-89.067188
54555,317.277,45.705551,-90.404624
54556,88.972,45.535094,-90.297332
54557,92.482,46.211775,-89.747843
54558,42.662,45.925286,-89.499516
54559,137.073,46.495208,-90.49123
54560,35.157,46.036677,-89.552305
54561,16.633,46.097549,-89.51339
54562,144.633,45.802654,-89.079344
54563,41.519,45.460162,-90.970548
54564,176.526,45.604132,-89.961429
54565,102.71,46.284828,-90.465513
54566,130.445,45.420139,-88.601253
54568,76.335,45.95805,-89.653069
54601,73.539,43.806197,-91.140529
54603,9.152,43.856762,-91.241935
54610,128.055,44.365117,-91.831714
54611,54.136,44.447712,-90.95218
54612,154.921,44.249551,-91.501347
54613,73.201,44.075585,-89.923744
54614,81.388,43.904933,-90.952867
54615,300.082,44.260458,-90.813297
54616,89.103,44.30081,-91.22351
54618,99.65,43.963629,-90.285854
54619,102.859,43.757305,-90.774176
54621,37.755,43.656295,-91.080952
54622,57.571,44.273358,-91.773881
54623,52.395,43.732988,-91.006259
54624,65.471,43.461506,-91.131141
54625,6.307,44.133418,-91.525003
54626,66.962,43.219646,-91.054037
54627,81.731,44.171387,-91.226981
54628,74.765,43.372994,-91.026177
54629,106.078,44.174054,-91.63934
54630,78.709,44.122714,-91.372889
54631,105.382,43.285012,-90.830887
54632,46.757,43.568829,-91.146482
54634,148.978,43.581742,-90.422353
54635,85.878,44.402904,-91.045552
54636,82.692,44.002965,-91.224012
54637,0.349,43.878545,-90.270235
54638,55.447,43.800046,-90.404193
54639,96.396,43.601953,-90.637797
54641,3.729,44.270653,-90.330093
54642,94.576,44.152077,-91.044942
54643,0.092,44.18697,-90.63818
54644,62.729,44.036084,-91.063408
54645,0.486,43.321145,-90.932642
54646,167.912,44.113755,-90.098056
54648,72.174,43.829433,-90.652586
54650,31.026,43.910343,-91.227022
54651,57.806,43.723631,-90.573137
54652,36.045,43.460478,-90.762275
54653,17.25,43.816086,-90.901434
54654,0.723,43.269653,-90.964018
54655,90.126,43.371015,-90.759096
54656,249.912,43.990087,-90.80319
54657,27.244,43.188044,-90.895886
54658,36.273,43.68213,-91.16809
54659,56.596,44.299071,-91.114785
54660,152.745,43.982544,-90.494405
54661,52.09,44.057603,-91.467828
54664,78.482,43.48833,-90.642904
54665,176.265,43.531972,-90.92869
54666,228.105,44.170133,-90.449668
54667,87.215,43.663803,-90.859989
54669,51.267,43.911245,-91.083899
54670,54.001,43.837369,-90.485849
54701,85.907,44.751984,-91.514998
54703,79.42,44.834611,-91.520448
54720,4.894,44.804142,-91.435752
54721,63.672,44.633744,-92.082731
54722,144.074,44.711812,-91.096003
54723,30.709,44.610579,-92.419425
54724,159.375,45.105047,-91.48648
54725,99.868,45.073212,-91.990956
54726,82.549,44.937235,-91.025904
54727,140.196,44.953953,-91.159106
54728,126.401,45.308101,-91.637835
54729,166.355,44.945626,-91.392954
54730,139.038,45.01891,-91.719575
54731,48.54,45.349837,-91.090398
54732,110.43,45.144614,-91.170492
54733,45.9,45.27866,-91.850182
54734,33.006,45.098741,-92.125756
54736,126.402,44.598579,-91.906496
54737,21.642,44.718395,-91.981576
54738,99.692,44.588229,-91.488743
54739,101.884,44.859764,-91.701174
54740,90.954,44.751437,-92.166807
54741,95.946,44.620349,-90.974612
54742,104.396,44.766442,-91.267012
54745,131.61,45.251132,-91.123401
54746,43.639,44.553241,-90.880056
54747,112.858,44.401401,-91.51211
54748,41.07,45.075083,-91.26302
54749,38.538,44.948045,-92.107164
54750,63.533,44.613789,-92.294549
54751,227.348,44.85067,-91.931558
54754,85.345,44.427159,-90.753321
54755,272.093,44.575768,-91.681302
54756,71.708,44.468071,-91.939604
54757,157.013,45.237197,-91.522349
54758,159.234,44.557943,-91.216523
54759,51.61,44.489082,-92.12926
54760,0.144,44.424047,-91.206361
54761,40.893,44.623256,-92.17833
54762,49.415,45.246203,-91.993154
54763,55.422,45.179864,-91.881737
54765,0.011,45.169133,-91.68559
54766,131.719,45.340713,-90.858047
54767,83.738,44.823835,-92.267998
54768,125.725,44.95709,-90.929805
54769,31.47,44.528229,-92.239712
54770,68.456,44.548564,-91.371914
54771,155.141,44.93696,-90.812536
54772,60.047,45.100596,-91.881707
54773,72.822,44.389993,-91.296378
54801,188.812,45.878861,-91.942767
54805,33.349,45.412053,-92.023417
54806,265.246,46.552396,-90.870143
54810,45.31,45.457085,-92.374415
54812,92.099,45.392528,-91.882516
54813,54.327,45.652939,-92.044813
54814,146.808,46.863246,-90.901161
54817,161.714,45.669726,-91.546559
54819,166.04,45.486919,-91.305291
54820,109.753,46.572526,-91.565044
54821,184.791,46.216959,-91.166168
54822,47.844,45.400937,-91.694413
54824,37.63,45.484715,-92.539887
54826,49.021,45.495241,-92.159669
54827,43.225,46.788281,-91.096741
54828,61.261,45.840986,-91.294248
54829,133.122,45.56665,-92.047243
54830,359.253,46.106014,-92.225683
54832,105.558,46.319287,-91.343441
54835,142.593,45.691601,-91.247086
54836,130.853,46.454438,-92.195041
54837,175.664,45.674284,-92.357709
54838,230.944,46.258711,-91.818892
54839,46.582,46.361577,-91.139982
54840,254.79,45.751262,-92.692383
54841,0.362,45.606667,-91.778611
54842,6.289,46.505367,-91.854667
54843,440.055,46.023604,-91.293027
54844,60.716,46.804784,-91.233188
54845,6.684,45.797327,-92.193787
54846,31.297,46.378316,-90.720238
54847,164.788,46.579326,-91.39985
54848,186.854,45.516039,-91.103822
54849,90.615,46.481185,-91.725682
54850,77.76,46.940645,-90.57083
54853,93.413,45.568137,-92.450171
54854,79.769,46.650264,-91.666996
54855,71.936,46.378032,-90.831029
54856,230.978,46.442747,-91.129309
54857,0.279,45.596234,-91.605637
54858,19.287,45.519382,-92.457844
54859,181.144,46.123003,-91.803653
54861,4.759,46.614971,-90.656678
54862,44.455,45.778701,-91.142381
54864,50.886,46.613354,-91.790631
54865,61.431,46.739717,-91.374991
54867,32.925,45.821698,-91.203122
54868,209.745,45.525662,-91.707548
54870,90.106,45.709205,-91.77531
54871,111.24,45.749634,-92.002023
54872,62.242,45.77707,-92.401715
54873,268.932,46.339278,-91.697041
54874,147.161,46.565542,-91.942807
54875,110.525,45.965643,-91.692217
54876,101.972,45.836042,-91.493513
54880,171.944,46.590874,-92.12831
54888,95.625,45.974818,-91.866955
54889,69.915,45.415113,-92.170107
54891,73.566,46.69959,-90.964839
54893,157.658,45.878675,-92.325953
54895,106.046,45.449432,-91.46076
54896,432.865,45.817173,-90.881747
54901,16.683,44.062759,-88.535773
54902,35.071,43.946895,-88.540285
54904,74.667,44.0234,-88.623839
54909,95.99,44.280703,-89.367441
54911,8.289,44.281533,-88.381003
54913,62.952,44.335996,-88.39997
54914,17.805,44.280839,-88.452033
54915,15.693,44.243351,-88.355904
54921,77.892,44.29522,-89.559173
54922,47.493,44.544821,-88.76214
54923,135.343,43.997757,-88.966832
54927,0.226,44.103128,-88.654369
54928,10.968,44.746498,-88.874634
54929,119.337,44.636591,-88.739379
54930,93.001,44.032633,-89.554853
54931,0.26,44.274505,-88.679132
54932,30.216,43.831997,-88.59095
54933,0.979,44.670474,-88.703194
54934,0.336,44.002969,-88.839265
54935,15.757,43.77366,-88.436782
54937,114.191,43.79205,-88.390935
54940,86.911,44.22037,-88.842561
54941,32.414,43.844703,-88.992882
54942,20.64,44.294108,-88.547362
54943,122.664,44.132814,-89.59041
54944,67.744,44.324687,-88.626957
54945,105.009,44.56866,-89.136883
54946,0.007,44.336605,-89.1444
54947,46.484,44.203594,-88.698749
54948,14.161,44.780628,-88.872845
54949,63.257,44.483988,-88.915485
54950,83.214,44.657207,-88.918098
54952,28.13,44.20104,-88.329484
54956,61.367,44.182337,-88.527574
54960,104.771,43.941908,-89.219067
54961,123.459,44.410185,-88.761656
54962,47.348,44.486188,-89.030971
54963,76.423,44.044194,-88.77909
54964,35.798,43.921644,-88.717019
54965,57.998,44.167973,-89.043887
54966,80.193,44.210019,-89.504888
54967,3.289,44.12674,-88.975792
54968,60.044,43.847027,-89.135933
54970,46.29,44.072751,-89.098184
54971,110.153,43.857164,-88.828882
54974,26.294,43.787591,-88.663488
54977,38.415,44.461176,-89.171211
54979,26.033,43.872511,-88.536374
54980,0.488,43.983584,-88.767287
54981,133.67,44.322663,-89.131504
54982,124.392,44.072748,-89.290882
54983,85.089,44.319336,-88.933068
54984,76.224,44.190566,-89.223457
54985,0.101,44.075066,-88.518469
54986,28.359,44.123302,-88.749906
55001,26.355,44.898776,-92.819108
55003,2.087,45.011625,-92.779163
55005,19.293,45.396107,-93.218464
55006,78.217,45.738266,-93.198939
55007,118.863,45.971304,-93.11782
55008,100.503,45.569486,-93.276659
55009,121.734,44.483873,-92.865156
55011,45.048,45.34074,-93.253313
55012,22.792,45.437981,-92.788354
55013,29.26,45.338471,-92.905419
55014,18.695,45.161826,-93.127997
55016,29.176,44.817691,-92.934622
55017,30.17,45.672309,-93.436364
55018,48.195,44.423972,-92.996175
55019,20.23,44.419113,-93.248224
55020,24.985,44.57554,-93.373569
55021,180.86,44.299725,-93.277222
55024,89.019,44.627131,-93.125137
55025,78.795,45.263234,-93.022024
55026,5.499,44.535111,-92.346008
55027,118.574,44.406368,-92.609457
55029,0.073,45.638337,-93.198359
55030,38.219,45.839093,-93.089519
55031,39.605,44.612517,-92.962163
55032,69.705,45.586267,-92.988
55033,141.048,44.713918,-92.864469
55036,0.285,45.871246,-93.119564
55037,305.636,46.038859,-92.785172
55038,49.57,45.174163,-92.980823
55040,99.191,45.466135,-93.280188
55041,146.628,44.394193,-92.320188
55042,24.477,44.987819,-92.9095
55043,3.882,44.940578,-92.768835
55044,64.114,44.64214,-93.276428
55045,35.362,45.395323,-92.835009
55046,46.681,44.441784,-93.424674
55047,30.005,45.200429,-92.820729
55049,47.996,44.176279,-93.230762
55051,195.789,45.928892,-93.303115
55052,46.576,44.231018,-93.443659
55053,42.962,44.346571,-93.061338
55054,1.193,44.570166,-93.350454
55055,3.541,44.874462,-92.998712
55056,101.495,45.508583,-92.953884
55057,125.017,44.470457,-93.176125
55060,204.98,44.059126,-93.223482
55063,167.056,45.838574,-92.902898
55065,32.865,44.550758,-93.024955
55066,119.588,44.511925,-92.539132
55068,42.85,44.735516,-93.062773
55069,74.112,45.693989,-92.964465
55070,27.42,45.410032,-93.386985
55071,5.134,44.821511,-92.998235
55072,314.697,46.098193,-92.528531
55073,27.735,45.272533,-92.814871
55074,34.766,45.387779,-92.720032
55075,5.667,44.888027,-93.040497
55076,9.134,44.836066,-93.032174
55077,18.686,44.819411,-93.06781
55079,61.367,45.419467,-93.035393
55080,65.009,45.66642,-93.222225
55082,78.218,45.073127,-92.839768
55084,24.288,45.462591,-92.716225
55085,0.803,44.669775,-92.963432
55087,0.204,44.248538,-93.394902
55088,34.889,44.523586,-93.383455
55089,60.424,44.583779,-92.716416
55090,0.1,45.053332,-92.957536
55092,33.683,45.334125,-93.099816
55101,0.816,44.951483,-93.090649
55102,3.255,44.931901,-93.121291
55103,2.087,44.964258,-93.122627
55104,6.057,44.953894,-93.164446
55105,3.612,44.93718,-93.168279
55106,8.653,44.963547,-93.049522
55107,4.109,44.93107,-93.079172
55108,3.935,44.982507,-93.174891
55109,11.695,45.014551,-93.025535
55110,24.146,45.089912,-93.005988
55111,2.246,44.878414,-93.19639
55112,19.014,45.081866,-93.190493
55113,14.92,45.012196,-93.151186
55114,1.301,44.96669,-93.195072
55115,6.706,45.067903,-92.953441
55116,5.454,44.910719,-93.169581
55117,9.236,45.003562,-93.09128
55118,10.545,44.894315,-93.100947
55119,14.102,44.937421,-93.007402
55120,5.342,44.874984,-93.152093
55121,9.031,44.846541,-93.154935
55122,11.269,44.80681,-93.201497
55123,10.988,44.808933,-93.138449
55124,16.823,44.739462,-93.193842
55125,15.275,44.918031,-92.938277
55126,11.98,45.08445,-93.132817
55127,13.505,45.083907,-93.080233
55128,11.238,44.987546,-92.963553
55129,19.561,44.883474,-92.892768
55130,2.005,44.973302,-93.08241
55150,0.34,44.88664,-93.165422
55155,0.053,44.956026,-93.08268
55301,10.165,45.248559,-93.65982
55302,71.494,45.246529,-94.117135
55303,63.1,45.288298,-93.431102
55304,69.085,45.247605,-93.275036
55305,9.321,44.956374,-93.427997
55306,6.226,44.730944,-93.291381
55307,77.708,44.599706,-94.111216
55308,62.756,45.441395,-93.832031
55309,65.56,45.377728,-93.744336
55310,99.254,44.759116,-94.880759
55311,16.401,45.106403,-93.497029
55312,71.255,44.70634,-94.35129
55313,108.716,45.174664,-93.851455
55314,74.453,44.77902,-94.589725
55315,26.519,44.721096,-93.688973
55316,8.169,45.172932,-93.386829
55317,12.526,44.858704,-93.550209
55318,41.388,44.810785,-93.636248
55319,71.029,45.475266,-93.943856
55320,53.125,45.396331,-94.086052
55321,81.189,45.087589,-94.193155
55322,54.594,44.771879,-93.787131
55324,35.137,45.052586,-94.418194
55325,76.925,45.084951,-94.317016
55327,17.893,45.195735,-93.475802
55328,44.541,45.031875,-93.811951
55329,50.324,45.304542,-94.558937
55330,104.498,45.334168,-93.568216
55331,14.966,44.895664,-93.607649
55332,114.543,44.520437,-94.699538
55333,70.854,44.562955,-94.860631
55334,85.982,44.535651,-94.188415
55335,112.819,44.53109,-94.553138
55336,127.658,44.777225,-94.198563
55337,18.677,44.778472,-93.272269
55338,39.598,44.669519,-93.995771
55339,22.399,44.723427,-93.956959
55340,36.117,45.078263,-93.572118
55341,4.757,45.157755,-93.66275
55342,161.619,44.742925,-94.739028
55343,7.559,44.914372,-93.416254
55344,8.822,44.863838,-93.430008
55345,11.345,44.915442,-93.48443
55346,6.897,44.880805,-93.482008
55347,16.875,44.827986,-93.462382
55349,65.573,45.058647,-94.074539
55350,160.703,44.900627,-94.391367
55352,66.748,44.651475,-93.592608
55353,84.392,45.329096,-94.324626
55354,31.718,44.880438,-94.061414
55355,172.922,45.099093,-94.541307
55356,12.483,44.994245,-93.58962
55357,18.992,45.103722,-93.674218
55358,54.81,45.253055,-93.991526
55359,41.886,45.007347,-93.692613
55360,32.036,44.91596,-93.919645
55362,61.139,45.292082,-93.838711
55363,27.1,45.037192,-93.91832
55364,15.669,44.936992,-93.677795
55366,0.679,44.672626,-94.232341
55367,20.57,44.895142,-93.975752
55368,36.63,44.740063,-93.899747
55369,23.986,45.12745,-93.445395
55370,22.906,44.77718,-94.036783
55371,184.495,45.578639,-93.592062
55372,57.542,44.682387,-93.413588
55373,10.994,45.088621,-93.721142
55374,35.538,45.175547,-93.575532
55375,5.247,44.908107,-93.721563
55376,30.177,45.211249,-93.687899
55378,14.503,44.757299,-93.366971
55379,58.933,44.753976,-93.514608
55381,45.608,44.930963,-94.199979
55382,70.635,45.30042,-94.199092
55384,0.358,44.937621,-93.635153
55385,96.685,44.739112,-94.489204
55386,6.742,44.863217,-93.666882
55387,31.363,44.869263,-93.778944
55388,40.127,44.955978,-93.840285
55389,74.342,45.297919,-94.442626
55390,35.036,45.065173,-93.979556
55391,17.008,44.956401,-93.538993
55395,20.506,44.951833,-94.067714
55396,106.477,44.546306,-94.367013
55397,27.279,44.823812,-93.937971
55398,77.707,45.464819,-93.612029
55401,0.901,44.984577,-93.269097
55402,0.178,44.976039,-93.271444
55403,1.364,44.970565,-93.284062
55404,1.767,44.961996,-93.261208
55405,2.787,44.972672,-93.301671
55406,5.002,44.938689,-93.221042
55407,4.041,44.935036,-93.253029
55408,2.719,44.940425,-93.292639
55409,1.242,44.930326,-93.281477
55410,2.977,44.911821,-93.319644
55411,4.058,44.999009,-93.298363
55412,3.632,45.027481,-93.303559
55413,3.299,44.999463,-93.241677
55414,3.384,44.979486,-93.227314
55415,0.428,44.9748,-93.257647
55416,7.326,44.950191,-93.336325
55417,5.467,44.90444,-93.230407
55418,6.775,45.021318,-93.242853
55419,4.214,44.905799,-93.287653
55420,6.496,44.835969,-93.277176
55421,6.277,45.050884,-93.253812
55422,8.298,45.009275,-93.341105
55423,6.96,44.87446,-93.282529
55424,2.437,44.905024,-93.344865
55425,4.726,44.851221,-93.225988
55426,6.752,44.958311,-93.374112
55427,7.217,45.005499,-93.37915
55428,8.097,45.06295,-93.381362
55429,6.224,45.063552,-93.341097
55430,5.648,45.067676,-93.302089
55431,7.998,44.824534,-93.312602
55432,9.865,45.096702,-93.253726
55433,11.614,45.160411,-93.314839
55434,9.201,45.163686,-93.250434
55435,2.951,44.873981,-93.335255
55436,4.734,44.90414,-93.373157
55437,6.562,44.824347,-93.342996
55438,8.372,44.823132,-93.38611
55439,4.778,44.87563,-93.374747
55441,8.636,45.006321,-93.424636
55442,5.291,45.04892,-93.426212
55443,9.254,45.117677,-93.338149
55444,4.427,45.104048,-93.301813
55445,7.795,45.122441,-93.379184
55446,10.152,45.03914,-93.489701
55447,8.805,45.001096,-93.489561
55448,10.865,45.193603,-93.300445
55449,22.349,45.17658,-93.181858
55450,3.756,44.87932,-93.225272
55454,0.626,44.969524,-93.241219
55455,0.265,44.971982,-93.233441
55601,15.81,47.235762,-91.365619
55602,134.199,47.349871,-91.886457
55603,360.873,47.546499,-91.251187
55604,890.226,47.979098,-90.599609
55605,71.959,47.965288,-89.737133
55606,131.086,47.934516,-89.988859
55607,442.307,47.563191,-91.417324
55609,3.58,46.970661,-91.780871
55612,162.157,47.769724,-90.701442
55613,86.48,47.581631,-90.922164
55614,243.785,47.368243,-91.375995
55615,110.383,47.653486,-90.820619
55616,354.409,47.170611,-91.642286
55702,75.824,46.957364,-92.637569
55703,138.943,47.730899,-92.750065
55704,55.469,46.219085,-92.751667
55705,116.34,47.451802,-92.207357
55706,61.49,47.72136,-91.961607
55707,157.802,46.555744,-92.629504
55708,21.74,47.571318,-92.347412
55709,229.448,47.42875,-93.373055
55710,100.136,47.629693,-92.708559
55711,67.65,46.818895,-92.690837
55712,188.331,46.2817,-92.520624
55713,5.403,47.500381,-92.746045
55716,1.331,47.320392,-93.271458
55717,109.568,47.068701,-92.387216
55718,60.905,46.620931,-92.486403
55719,69.924,47.541039,-92.86219
55720,160.818,46.751015,-92.53338
55721,87.577,47.223632,-93.688051
55722,2.671,47.278898,-93.441893
55723,525.122,47.839195,-92.916067
55724,238.91,47.166394,-92.355122
55725,271.166,48.252424,-92.165453
55726,92.697,46.674045,-92.829381
55731,841.661,48.007578,-91.65236
55732,179.517,47.672842,-92.208675
55733,35.843,46.713831,-92.360792
55734,99.513,47.352273,-92.444451
55735,134.576,46.210293,-93.010212
55736,308.156,46.955641,-92.940845
55738,108.657,47.264329,-92.660294
55741,65.514,47.462585,-92.398232
55742,53.07,47.204403,-93.136892
55744,248.715,47.234469,-93.50698
55746,332.327,47.361847,-92.955661
55748,120.635,47.014462,-93.621281
55749,79.617,46.439558,-92.443315
55750,144.967,47.53185,-91.963714
55751,61.246,47.397322,-92.659139
55752,200.806,46.950553,-93.285945
55753,0.753,47.395442,-93.081568
55756,48.683,46.361182,-92.584556
55757,109.15,46.51256,-92.950248
55758,2.134,47.50602,-92.720194
55760,370.59,46.642586,-93.257419
55763,175.116,47.347559,-92.155289
55764,5.828,47.331631,-93.291264
55765,174.437,47.103712,-92.756285
55766,17.966,47.268178,-92.458435
55767,54.443,46.450299,-92.760955
55768,62.671,47.486978,-92.684322
55769,181.509,47.479989,-93.18386
55771,1044.9,48.133579,-92.811922
55772,14.901,48.112705,-93.130631
55775,59.386,47.320171,-93.17158
55779,132.873,46.908724,-92.4491
55780,25.428,46.688141,-92.699002
55781,76.284,47.679928,-93.047127
55782,13.253,47.832953,-92.206005
55783,105.923,46.396409,-92.892446
55784,25.023,47.058391,-93.165281
55785,112.473,46.921584,-93.731217
55786,4.272,47.322829,-93.381504
55787,86.538,46.678418,-93.102978
55790,332.537,47.927477,-92.252921
55792,99.649,47.597028,-92.479684
55793,79.151,47.116305,-93.283969
55795,85.281,46.29823,-92.882974
55797,69.19,46.5665,-92.362116
55798,96.28,46.723256,-92.96779
55802,2.569,46.740951,-92.049345
55803,335.057,47.053522,-92.068754
55804,91.309,46.931351,-91.936344
55805,1.411,46.800824,-92.095786
55806,3.351,46.768139,-92.127642
55807,5.759,46.735493,-92.168592
55808,10.823,46.676281,-92.241391
55810,51.344,46.756745,-92.269437
55811,65.132,46.842463,-92.221917
55812,1.757,46.808688,-92.070727
55814,0.046,46.833589,-92.197949
55901,29.875,44.069818,-92.506581
55902,40.574,43.971218,-92.507094
55904,62.239,43.959886,-92.400595
55905,0.06,44.055948,-92.525906
55906,63.777,44.0999,-92.408157
55909,51.059,43.562061,-92.733693
55910,87.851,44.12866,-91.971828
55912,188.106,43.682607,-92.98845
55917,134.865,43.88482,-93.075481
55918,25.837,43.740821,-92.846462
55919,43.303,43.620065,-91.299476
55920,70.134,44.013768,-92.62201
55921,181.157,43.628993,-91.458854
55922,42.603,43.558956,-91.900947
55923,122.691,43.851036,-92.186086
55924,77.128,44.029232,-93.027295
55925,30.336,43.912092,-91.458412
55926,62.212,43.743195,-92.706883
55927,80.151,44.036469,-92.870923
55929,46.305,43.976735,-92.139638
55931,18.449,43.508662,-91.385229
55932,50.85,44.152205,-92.298336
55933,26.312,43.646002,-92.680581
55934,79.518,44.003978,-92.264271
55935,54.496,43.753751,-92.121472
55936,81.732,43.717078,-92.577693
55939,81.437,43.543427,-92.091732
55940,90.585,43.898614,-92.809489
55941,24.944,43.724845,-91.349148
55943,170.362,43.782867,-91.582769
55944,58.226,43.989517,-92.718008
55945,99.267,44.266893,-92.052449
55946,120.521,44.273212,-92.966216
55947,73.05,43.82289,-91.36636
55949,110.625,43.710105,-91.928608
55950,0.666,43.747102,-92.964476
55951,75.833,43.529233,-92.482488
55952,65.657,43.943303,-91.843577
55953,34.39,43.526582,-92.966542
55954,65.395,43.557061,-91.780106
55955,31.592,44.08732,-92.74087
55956,54.291,44.286068,-92.527569
55957,40.253,44.245312,-92.260879
55959,37.206,44.117956,-91.799525
55960,35.613,44.140242,-92.535165
