Zipcode,Land Area (sq mi),Center Point Lat,Center Point Lng
18471,2.763,41.529093,-75.69118
18472,64.07,41.58341,-75.396687
18473,1.246,41.522059,-75.217172
18503,0.463,41.411107,-75.66747
18504,8.621,41.425521,-75.699867
18505,8.509,41.386202,-75.651527
18507,9.729,41.359038,-75.681823
18508,6.804,41.454947,-75.657937
18509,2.87,41.430836,-75.642907
18510,2.144,41.407379,-75.636613
18512,11.193,41.426229,-75.601387
18517,4.193,41.394641,-75.713636
18518,4.041,41.375058,-75.739557
18519,2.408,41.461939,-75.630719
18602,1.937,41.185952,-75.753988
18603,51.559,41.082035,-76.258139
18610,30.16,41.069339,-75.549469
18612,53.898,41.346088,-75.98638
18614,137.853,41.524947,-76.496996
18615,18.324,41.461702,-75.857203
18616,55.298,41.50483,-76.636058
18617,6.055,41.17054,-76.077533
18618,17.695,41.365177,-76.041404
18619,34.536,41.461696,-76.717816
18621,44.447,41.248601,-76.098546
18622,3.672,41.201232,-76.273515
18623,56.398,41.664801,-76.151984
18624,16.067,41.060686,-75.647064
18625,0.763,41.513387,-75.848822
18626,25.578,41.398286,-76.523876
18628,20.462,41.430143,-76.313808
18629,93.342,41.517604,-76.141339
18630,65.87,41.662144,-76.023636
18631,1.717,41.029907,-76.304374
18632,5.204,41.45936,-76.377495
18634,14.829,41.185512,-76.022619
18635,38.202,41.02924,-76.201347
18636,44.491,41.39141,-76.113651
18640,28.353,41.29823,-75.738725
18641,4.369,41.340533,-75.725729
18642,5.422,41.356348,-75.773181
18643,19.015,41.370822,-75.840422
18644,16.406,41.32793,-75.882372
18651,12.067,41.25404,-75.959845
18653,0.247,41.393316,-75.82313
18655,72.235,41.187724,-76.203214
18656,52.1,41.332524,-76.185452
18657,123.386,41.52251,-75.959485
18660,42.492,41.097733,-76.062014
18661,135.014,41.076379,-75.740724
18701,0.534,41.243648,-75.885029
18702,69.322,41.230476,-75.757441
18704,10.007,41.262553,-75.914636
18705,5.458,41.271834,-75.842735
18706,26.497,41.203289,-75.914803
18707,49.726,41.13575,-75.933499
18708,16.524,41.295848,-75.963463
18709,0.789,41.285469,-75.896388
18801,162.419,41.826389,-75.939711
18810,45.968,41.933295,-76.50713
18812,31.51,41.973202,-75.964751
18814,0.584,41.784063,-76.607272
18816,1.164,41.757157,-75.915633
18817,1.841,41.872722,-76.631611
18818,45.749,41.911258,-76.044011
18821,3.455,41.989756,-75.722751
18822,41.587,41.970399,-75.794149
18823,2.666,41.778326,-75.690124
18824,29.87,41.697366,-75.787183
18825,3.311,41.807883,-75.607728
18826,45.649,41.745746,-75.748893
18828,10.026,41.806724,-76.096165
18829,25.808,41.837644,-76.173693
18830,24.137,41.959087,-76.114452
18831,29.173,41.894223,-76.598118
18832,59.596,41.678278,-76.568742
18833,106.352,41.597169,-76.483621
18834,66.385,41.830967,-75.720934
18837,90.134,41.915054,-76.302838
18840,45.031,41.971552,-76.534965
18842,4.119,41.749704,-75.623443
18843,0.877,41.794457,-75.899586
18844,34.195,41.69097,-75.905239
18845,9.671,41.787369,-76.182163
18846,26.942,41.621411,-76.229986
18847,141.122,41.92882,-75.579031
18848,105.973,41.751057,-76.454741
18850,60.192,41.854257,-76.462384
18851,28.022,41.933902,-76.176463
18853,102.351,41.721414,-76.276925
18854,26.527,41.790684,-76.355747
18901,20.154,40.306267,-75.147144
18902,27.819,40.352134,-75.09568
18912,0.397,40.323952,-75.056407
18913,1.47,40.37939,-75.06001
18914,17.744,40.288978,-75.209591
18915,1.053,40.272101,-75.25683
18917,0.583,40.37692,-75.205948
18920,2.729,40.497718,-75.084034
18923,1.738,40.359341,-75.173921
18925,10.74,40.288811,-75.058039
18929,8.125,40.255513,-75.080152
18930,22.313,40.521074,-75.218673
18932,1.257,40.291585,-75.250486
18935,0.072,40.437016,-75.403473
18936,0.733,40.22405,-75.230959
18938,40.928,40.351048,-74.998049
18940,32.679,40.261315,-74.937775
18942,22.463,40.471159,-75.160467
18944,46.192,40.389293,-75.234442
18947,23.909,40.422899,-75.117839
18950,1.162,40.445233,-75.074441
18951,66.618,40.452964,-75.348855
18954,6.745,40.225413,-74.992957
18955,2.634,40.47664,-75.313694
18960,19.26,40.366237,-75.325845
18962,0.242,40.346684,-75.271138
18964,9.349,40.30347,-75.337889
18966,16.224,40.188468,-75.009898
18969,16.915,40.326304,-75.368422
18970,0.407,40.412007,-75.38117
18972,23.539,40.52732,-75.124666
18974,19.075,40.217062,-75.072803
18976,10.833,40.248821,-75.143522
18977,5.228,40.286862,-74.882113
18980,2.376,40.269965,-75.017182
19001,3.463,40.125912,-75.125442
19002,20.771,40.187195,-75.206891
19003,1.942,40.001553,-75.298929
19004,2.763,40.009753,-75.231508
19006,12.839,40.150436,-75.033899
19007,6.812,40.113179,-74.85765
19008,6.556,39.972604,-75.360258
19009,1.301,40.137805,-75.064242
19010,8.429,40.023624,-75.329727
19012,1.757,40.059767,-75.105885
19013,5.723,39.848281,-75.377981
19014,8.998,39.864907,-75.432958
19015,3.279,39.868633,-75.392945
19017,0.89,39.892372,-75.460137
19018,2.705,39.923075,-75.298595
19020,17.233,40.100591,-74.938934
19021,3.429,40.089651,-74.892183
19022,1.316,39.86144,-75.337023
19023,1.997,39.91714,-75.267387
19025,2.997,40.146444,-75.161987
19026,3.621,39.950318,-75.304042
19027,3.953,40.073118,-75.124431
19029,2.3,39.868372,-75.292374
19030,4.535,40.180468,-74.837263
19031,2.873,40.109155,-75.217005
19032,1.016,39.891296,-75.278777
19033,1.103,39.890883,-75.328434
19034,6.245,40.134266,-75.204847
19035,4.76,40.051349,-75.277642
19036,1.529,39.903578,-75.293355
19038,7.904,40.100418,-75.171761
19040,5.924,40.176879,-75.105595
19041,3.302,40.007406,-75.315837
19043,0.396,39.900283,-75.30885
19044,8.112,40.186067,-75.152867
19046,6.623,40.101403,-75.105519
19047,17.5,40.180089,-74.911873
19050,3.684,39.937537,-75.263665
19053,10.474,40.153918,-74.974991
19054,4.138,40.173024,-74.818822
19055,2.847,40.150307,-74.839218
19056,3.675,40.149339,-74.885815
19057,4.413,40.140815,-74.85404
19060,7.846,39.849993,-75.493694
19061,7.016,39.82883,-75.435069
19063,23.077,39.92046,-75.416182
19064,7.961,39.933156,-75.340813
19066,1.365,40.002582,-75.249064
19067,28.505,40.206218,-74.81844
19070,1.084,39.906248,-75.324733
19072,3.237,40.023891,-75.257741
19073,20.699,39.983259,-75.429241
19074,0.777,39.88599,-75.295756
19075,2.26,40.11388,-75.185031
19076,0.745,39.886097,-75.30737
19078,2.023,39.874378,-75.322125
19079,1.847,39.898781,-75.26707
19081,2.234,39.898048,-75.347159
19082,2.59,39.960411,-75.270393
19083,5.557,39.977025,-75.312066
19085,6.044,40.036973,-75.349913
19086,3.853,39.890631,-75.370032
19087,15.961,40.061872,-75.402461
19090,5.373,40.157452,-75.124753
19094,0.802,39.874881,-75.346642
19095,2.111,40.085987,-75.151241
19096,3.504,39.997882,-75.274178
19102,0.189,39.952783,-75.165586
19103,0.639,39.952896,-75.174298
19104,3.013,39.958518,-75.198856
19106,0.803,39.948629,-75.142789
19107,0.549,39.951737,-75.158653
19109,0.003,39.949652,-75.163654
19111,4.832,40.060612,-75.080176
19112,1.746,39.889857,-75.16939
19113,3.495,39.867425,-75.253309
19114,5.596,40.069399,-75.000162
19115,5.614,40.090698,-75.042868
19116,5.005,40.115569,-75.013276
19118,3.189,40.073872,-75.211217
19119,3.237,40.053348,-75.191112
19120,3.404,40.034147,-75.119198
19121,2.211,39.98198,-75.17912
19122,1.269,39.977746,-75.1459
19123,1.268,39.964489,-75.145802
19124,4.875,40.017119,-75.092814
19125,1.377,39.976249,-75.125105
19126,1.143,40.055389,-75.137562
19127,0.55,40.028146,-75.227549
19128,7.064,40.048483,-75.227934
19129,2.198,40.013014,-75.185402
19130,1.294,39.967935,-75.176073
19131,5.277,39.990184,-75.217795
19132,2.164,39.996262,-75.170855
19133,1.3,39.993092,-75.141671
19134,3.508,39.989604,-75.109091
19135,2.323,40.02211,-75.048534
19136,4.605,40.039406,-75.018555
19137,2.418,39.993,-75.072052
19138,1.723,40.056002,-75.159049
19139,1.77,39.961352,-75.229334
19140,3.058,40.012177,-75.145495
19141,1.813,40.037574,-75.145695
19142,1.686,39.921752,-75.233279
19143,3.181,39.942579,-75.225905
19144,3.434,40.033858,-75.174075
19145,4.87,39.909582,-75.198405
19146,1.689,39.939496,-75.184146
19147,1.408,39.935327,-75.152489
19148,4.223,39.911612,-75.151475
19149,2.428,40.037722,-75.065762
19150,1.508,40.072496,-75.171824
19151,2.392,39.97957,-75.257036
19152,2.819,40.060946,-75.046985
19153,7.213,39.893446,-75.229648
19154,6.341,40.096483,-74.983217
19301,3.361,40.040279,-75.480341
19310,13.024,39.93509,-75.972822
19311,12.594,39.821095,-75.771347
19312,9.479,40.031291,-75.454948
19316,0.891,40.054082,-75.833825
19317,21.106,39.8608,-75.599381
19319,0.633,39.924558,-75.520943
19320,84.533,39.963092,-75.83203
19330,33.697,39.868292,-75.913785
19333,3.452,40.041872,-75.423597
19335,42.52,40.022618,-75.721218
19341,12.887,40.039941,-75.640626
19342,19.504,39.904122,-75.499422
19343,27.109,40.100772,-75.754945
19344,32.634,40.083577,-75.881364
19345,0.205,40.029473,-75.565288
19348,37.022,39.87028,-75.712913
19350,27.863,39.760276,-75.796353
19352,19.192,39.775919,-75.889657
19355,38.356,40.046452,-75.532998
19358,0.314,39.963913,-75.805064
19362,30.181,39.750743,-76.070383
19363,49.763,39.79056,-75.968479
19365,17.853,39.966371,-75.925129
19367,0.169,39.962992,-75.884023
19372,0.584,39.998397,-75.758457
19373,4.143,39.901133,-75.533485
19374,1.72,39.824747,-75.759748
19375,0.412,39.900459,-75.740472
19380,31.55,39.987186,-75.603156
19382,46.284,39.927665,-75.613166
19383,0.06,39.951594,-75.601627
19390,26.11,39.836097,-75.842359
19401,6.032,40.13018,-75.331629
19403,23.729,40.148673,-75.375506
19405,0.723,40.103552,-75.341022
19406,13.826,40.093268,-75.383637
19422,12.689,40.15681,-75.279393
19425,26.96,40.101778,-75.651066
19426,33.921,40.191299,-75.437052
19428,7.605,40.080337,-75.300461
19435,0.776,40.327484,-75.569174
19436,0.351,40.20151,-75.247003
19437,1.093,40.182431,-75.258603
19438,22.307,40.268899,-75.390732
19440,11.269,40.285998,-75.291149
19442,0.02,40.129517,-75.583145
19444,4.845,40.087754,-75.253166
19446,22.553,40.232327,-75.303915
19453,0.659,40.140568,-75.497917
19454,13.05,40.226113,-75.243786
19456,0.411,40.133903,-75.461771
19457,0.197,40.206378,-75.590117
19460,35.357,40.126827,-75.530448
19462,8.461,40.115345,-75.28199
19464,25.371,40.258928,-75.615861
19465,35.797,40.19039,-75.684564
19468,16.387,40.207638,-75.532067
19472,0.169,40.336934,-75.573783
19473,24.529,40.256195,-75.48238
19474,0.194,40.223528,-75.404036
19475,16.547,40.172275,-75.600158
19477,0.051,40.183315,-75.231457
19492,1.174,40.28546,-75.491912
19501,1.009,40.244477,-76.064701
19503,1.496,40.406546,-75.571951
19504,22.523,40.416217,-75.588554
19505,8.842,40.379101,-75.62241
19506,67.917,40.454218,-76.12869
19507,37.69,40.50519,-76.270316
19508,38.035,40.2666,-75.838436
19510,5.59,40.445835,-75.874871
19511,0.314,40.485917,-75.74323
19512,43.303,40.348327,-75.680555
19518,36.134,40.2702,-75.752529
19519,0.121,40.320724,-75.734815
19520,37.334,40.16351,-75.793465
19522,44.949,40.447368,-75.820496
19523,1.417,40.200862,-75.850775
19525,16.928,40.305649,-75.585013
19526,57.76,40.547094,-75.996639
19529,58.053,40.631309,-75.864614
19530,55.85,40.539073,-75.781444
19533,17.88,40.425173,-75.992673
19534,20.105,40.573419,-75.874819
19535,0.046,40.34,-75.804034
19536,0.386,40.480578,-75.758948
19538,0.482,40.547528,-75.702562
19539,22.124,40.496319,-75.683546
19540,34.017,40.236277,-75.96661
19541,22.377,40.485961,-76.030235
19542,0.046,40.261199,-75.767191
19543,22.134,40.17554,-75.894751
19544,0.159,40.417447,-76.296237
19545,0.445,40.341524,-75.624067
19547,28.559,40.380048,-75.768603
19549,1.393,40.584518,-76.020034
19550,1.61,40.454939,-76.249432
19551,24.886,40.361788,-76.13732
19554,0.448,40.512877,-76.103735
19555,13.637,40.494381,-75.953921
19559,0.282,40.495223,-76.182401
19560,8.133,40.406182,-75.893801
19562,1.018,40.505379,-75.702653
19564,0.206,40.518731,-75.87831
19565,19.094,40.342505,-76.08824
19567,22.576,40.388389,-76.209785
19601,3.727,40.355405,-75.939977
19602,2.471,40.32874,-75.914976
19604,2.196,40.356825,-75.910242
19605,16.754,40.397908,-75.943191
19606,27.506,40.338694,-75.857308
19607,11.185,40.291483,-75.944791
19608,25.674,40.310798,-76.034772
19609,2.48,40.328313,-75.997285
19610,7.024,40.341535,-75.974921
19611,2.024,40.324674,-75.942857
19701,26.61,39.583171,-75.700899
19702,28.311,39.6182,-75.729724
19703,3.924,39.801513,-75.453853
19706,3.685,39.573245,-75.596191
19707,13.201,39.785594,-75.68364
19709,79.628,39.494582,-75.675004
19710,0.112,39.795167,-75.588092
19711,27.383,39.713598,-75.741073
19713,13.689,39.670784,-75.712296
19716,0.053,39.68956,-75.758391
19717,0.186,39.678464,-75.752273
19720,37.103,39.646922,-75.604852
19730,1.368,39.463828,-75.646933
19731,0.959,39.523585,-75.587574
19732,0.632,39.783897,-75.570042
19733,0.041,39.555826,-75.651088
19734,78.185,39.381644,-75.653322
19735,0.194,39.803172,-75.599718
19736,0.133,39.802479,-75.675916
19801,4.135,39.727715,-75.541154
19802,3.172,39.756608,-75.529079
19803,12.6,39.800665,-75.542415
19804,7.478,39.716862,-75.617677
19805,5.32,39.743799,-75.593842
19806,1.928,39.763305,-75.564142
19807,19.614,39.798555,-75.61442
19808,13.983,39.737615,-75.667057
19809,6.998,39.757786,-75.500953
19810,7.896,39.81878,-75.5064
19901,79.889,39.181546,-75.473517
19902,0.365,39.125248,-75.481818
19904,44.065,39.171293,-75.587529
19930,5.642,38.547335,-75.064161
19931,0.911,38.573968,-75.623043
19933,63.3,38.72866,-75.619669
19934,43.823,39.084727,-75.627355
19936,0.221,39.219138,-75.584133
19938,48.753,39.260878,-75.707605
19939,26.032,38.566739,-75.210612
19940,41.374,38.477562,-75.564931
19941,33.612,38.793658,-75.426062
19943,65.917,39.004436,-75.606986
19944,1.266,38.478535,-75.058146
19945,62.555,38.505064,-75.228872
19946,22.139,39.034802,-75.449585
19947,119.679,38.66649,-75.398202
19950,74.702,38.818451,-75.596743
19951,10.115,38.685257,-75.255154
19952,88.035,38.921424,-75.628425
19953,29.302,39.152487,-75.694133
19954,8.63,38.89701,-75.520457
19955,0.051,39.225855,-75.668556
19956,101.076,38.547715,-75.538158
19958,49.061,38.728722,-75.168469
19960,29.54,38.850913,-75.408716
19962,14.519,39.068862,-75.488123
19963,106.658,38.943253,-75.362567
19964,9.499,39.089325,-75.7205
19966,86.592,38.579422,-75.277196
19967,1.447,38.538681,-75.12245
19968,62.712,38.773914,-75.286878
19970,9.676,38.556507,-75.100246
19971,16.55,38.686005,-75.086681
19973,78.661,38.638896,-75.615899
19975,27.217,38.468315,-75.166975
19977,83.147,39.298946,-75.546122
19979,2.021,39.048818,-75.572566
20001,2.184,38.910353,-77.017739
20002,5.253,38.905026,-76.983607
20003,2.243,38.88184,-76.99094
20004,0.348,38.894885,-77.028638
20005,0.426,38.904674,-77.031578
20006,0.34,38.898609,-77.041461
20007,3.006,38.914363,-77.079339
20008,3.039,38.936238,-77.059981
20009,1.314,38.919144,-77.037381
20010,1.083,38.933366,-77.030312
20011,4.874,38.952514,-77.022991
20012,2.264,38.976873,-77.032609
20015,3.448,38.966889,-77.058323
20016,4.439,38.93693,-77.090014
20017,2.21,38.938188,-76.992126
20018,3.017,38.926576,-76.974446
20019,6.266,38.891412,-76.943575
20020,4.612,38.860413,-76.978933
20024,2.613,38.876122,-77.025374
20032,5.255,38.833719,-77.006591
20036,0.333,38.907017,-77.041569
20037,0.642,38.898889,-77.055456
20045,0.011,38.896731,-77.030798
20052,0.003,38.900126,-77.046981
20053,0.033,38.884122,-77.011224
20057,0.17,38.90912,-77.075735
20064,0.195,38.936354,-76.999167
20105,37.132,38.953188,-77.602719
20106,60.234,38.699354,-78.002203
20109,20.449,38.793641,-77.531024
20110,12.627,38.747172,-77.484536
20111,16.289,38.748968,-77.427873
20112,39.101,38.664571,-77.429326
20115,95.171,38.809947,-77.911841
20117,44.791,38.998822,-77.733937
20118,0.01,38.968339,-77.737005
20119,63.864,38.610391,-77.621615
20120,17.177,38.856401,-77.476371
20121,8.658,38.811067,-77.463306
20124,21.268,38.781332,-77.391333
20129,3.211,39.172018,-77.601254
20130,8.278,39.039434,-77.943893
20132,82.912,39.16721,-77.72057
20135,44.558,39.086474,-77.88723
20136,14.675,38.739468,-77.555635
20137,17.21,38.806579,-77.722437
20139,3.273,38.655682,-77.694159
20141,27.23,39.11239,-77.790704
20143,7.717,38.858949,-77.564996
20144,40.21,38.923018,-77.946976
20147,19.887,39.041947,-77.47813
20148,16.27,38.995993,-77.520774
20151,15.503,38.89568,-77.446483
20152,24.912,38.91916,-77.502417
20155,28.941,38.810114,-77.617789
20158,14.549,39.139588,-77.658155
20164,7.411,39.013299,-77.395067
20165,9.814,39.05794,-77.392694
20166,17.45,38.986137,-77.455694
20169,32.227,38.879166,-77.645449
20170,8.774,38.979842,-77.37975
20171,12.097,38.923848,-77.396501
20175,62.452,39.064414,-77.603967
20176,56.979,39.184706,-77.544111
20180,42.738,39.268562,-77.637664
20181,59.18,38.689126,-77.56961
20184,39.626,39.000671,-77.883754
20186,64.445,38.698141,-77.851425
20187,48.492,38.721847,-77.748187
20190,4.506,38.959322,-77.339298
20191,8.224,38.934645,-77.351702
20194,3.152,38.981041,-77.340785
20197,13.432,39.19521,-77.62801
20198,72.8,38.884182,-77.744644
20202,0.007,38.887071,-77.02101
20204,0.006,38.885559,-77.014429
20228,0.032,38.886412,-77.030282
20230,0.021,38.893794,-77.032798
20240,0.012,38.894456,-77.042605
20245,0.025,38.89334,-77.04446
20260,0.018,38.883669,-77.025035
20307,0.132,38.975685,-77.030133
20317,0.457,38.934841,-77.014387
20319,0.139,38.864838,-77.017003
20373,0.361,38.858625,-77.007865
20390,0.004,38.879019,-76.993695
20405,0.013,38.896377,-77.042588
20418,0.011,38.8928,-77.047764
20427,0.006,38.902057,-77.047558
20506,0.018,38.897071,-77.038728
20510,0.012,38.89278,-77.00689
20520,0.032,38.894759,-77.048407
20535,0.005,38.894467,-77.024844
20540,0.034,38.887929,-77.004713
20551,0.009,38.892802,-77.0458
20553,0.01,38.886946,-77.022968
20560,0.021,38.888233,-77.025919
20565,0.067,38.89063,-77.019211
20566,0.041,38.89557,-77.055127
20593,0.03,38.866713,-77.010187
20601,44.649,38.613372,-76.851612
20602,13.856,38.583248,-76.894703
20603,17.081,38.63039,-76.976583
20606,2.906,38.263046,-76.737309
20607,21.004,38.672666,-77.018549
20608,17.599,38.582405,-76.700998
20609,9.946,38.270012,-76.767747
20611,7.044,38.457813,-76.975118
20612,0.233,38.50506,-76.67721
20613,75.595,38.671168,-76.805304
20615,0.727,38.411433,-76.548803
20616,9.806,38.661976,-77.098485
20617,6.544,38.54386,-76.852511
20618,5.549,38.286438,-76.783071
20619,15.649,38.292385,-76.527783
20620,3.871,38.233918,-76.528932
20621,13.879,38.32615,-76.801054
20622,37.379,38.417472,-76.878176
20623,1.926,38.741615,-76.842456
20624,12.49,38.33808,-76.733499
20625,0.494,38.262475,-76.847422
20626,1.212,38.23124,-76.77114
20628,6.651,38.153,-76.339859
20629,0.431,38.336555,-76.45039
20630,5.694,38.164277,-76.475774
20632,7.35,38.432799,-76.957993
20634,6.852,38.269412,-76.506885
20636,36.787,38.352141,-76.567187
20637,30.949,38.525121,-76.756089
20639,41.863,38.601192,-76.60548
20640,41.686,38.527006,-77.202568
20645,2.195,38.294223,-76.911085
20646,82.513,38.524275,-77.00066
20650,60.077,38.268654,-76.633157
20653,32.541,38.23631,-76.432886
20657,30.079,38.379757,-76.442883
20658,3.009,38.560527,-77.160594
20659,93.885,38.418667,-76.732423
20660,0.91,38.370216,-76.706633
20662,57.108,38.428507,-77.205325
20664,41.125,38.354485,-76.925395
20667,2.018,38.215237,-76.447756
20670,9.429,38.285279,-76.415708
20674,1.987,38.134797,-76.503548
20675,6.042,38.580932,-77.022463
20676,16.551,38.493221,-76.54128
20677,15.361,38.495254,-77.036717
20678,42.764,38.52282,-76.60135
20680,6.156,38.10913,-76.385886
20684,9.103,38.136143,-76.410164
20685,22.269,38.434389,-76.528672
20686,1.082,38.178004,-76.429574
20687,6.178,38.063698,-76.339689
20688,1.432,38.327236,-76.464295
20689,7.784,38.662952,-76.57939
20690,1.81,38.158147,-76.534882
20692,8.701,38.174519,-76.496938
20693,20.187,38.457068,-77.089581
20695,12.649,38.591492,-76.970784
20701,1.324,39.125563,-76.785436
20705,15.837,39.049423,-76.900362
20706,10.367,38.96588,-76.851092
20707,11.153,39.099155,-76.879864
20708,13.978,39.057388,-76.825833
20710,1.1,38.942368,-76.92591
20711,33.997,38.801059,-76.645107
20712,0.731,38.942361,-76.964578
20714,2.333,38.724359,-76.557178
20715,14.534,38.989393,-76.741331
20716,11.54,38.926428,-76.715028
20720,11.168,38.98278,-76.785824
20721,16.693,38.915222,-76.785129
20722,1.471,38.934557,-76.950596
20723,13.134,39.137569,-76.867942
20724,8.015,39.101077,-76.804003
20732,10.187,38.65514,-76.542571
20733,3.286,38.805653,-76.532229
20735,25.925,38.750917,-76.902669
20736,25.541,38.689075,-76.627765
20737,4.14,38.964265,-76.913538
20740,7.991,39.002745,-76.931721
20742,0.74,38.989619,-76.945695
20743,9.729,38.88423,-76.893317
20744,26.337,38.758348,-76.983786
20745,6.465,38.806935,-76.995672
20746,7.874,38.836403,-76.918265
20747,7.645,38.854996,-76.883307
20748,9.08,38.814868,-76.933447
20751,5.072,38.794437,-76.561199
20754,16.866,38.730593,-76.647249
20755,8.33,39.107783,-76.747196
20758,4.029,38.733371,-76.593148
20759,6.342,39.153977,-76.931172
20762,5.892,38.809803,-76.869158
20763,1.414,39.13526,-76.820437
20764,4.083,38.82409,-76.506297
20765,0.466,38.841934,-76.544044
20769,7.685,38.996698,-76.818647
20770,8.213,39.002985,-76.879165
20772,71.564,38.780274,-76.76699
20774,34.726,38.874532,-76.774182
20776,22.55,38.872325,-76.572429
20777,7.556,39.174938,-76.969085
20778,7.855,38.828682,-76.572609
20779,6.491,38.7636,-76.573388
20781,2.437,38.95286,-76.94629
20782,4.242,38.965751,-76.966463
20783,5.628,38.997067,-76.966783
20784,4.257,38.950549,-76.89172
20785,9.866,38.918291,-76.881948
20794,10.214,39.151475,-76.794703
20812,0.191,38.967041,-77.143881
20814,5.095,39.004771,-77.102903
20815,5.432,38.983386,-77.079337
20816,3.488,38.95695,-77.120006
20817,13.892,38.997279,-77.151816
20818,1.019,38.973459,-77.162496
20832,10.067,39.150349,-77.078251
20833,19.568,39.207175,-77.05467
20837,42.549,39.116506,-77.407115
20838,2.701,39.217805,-77.390729
20839,4.9,39.188306,-77.434971
20841,25.988,39.191853,-77.327521
20842,53.536,39.199879,-77.415266
20850,14.094,39.091354,-77.18228
20851,2.366,39.079082,-77.121858
20852,8.306,39.051995,-77.121926
20853,9.041,39.101747,-77.094602
20854,33.756,39.032772,-77.22083
20855,13.106,39.133184,-77.134383
20860,3.806,39.142374,-77.025417
20861,3.84,39.149774,-76.998236
20862,1.17,39.18123,-77.018806
20866,7.069,39.109282,-76.933941
20868,2.005,39.126503,-76.963796
20871,20.535,39.261341,-77.282547
20872,20.816,39.294465,-77.216125
20874,21.295,39.133056,-77.301828
20876,11.679,39.208384,-77.237182
20877,5.76,39.140749,-77.19206
20878,21.867,39.112899,-77.250526
20879,7.67,39.168416,-77.171506
20880,0.238,39.139726,-77.173557
20882,38.605,39.237715,-77.156804
20886,4.699,39.188551,-77.205122
20895,4.069,39.027048,-77.07759
20896,0.248,39.035381,-77.092458
20899,0.079,39.143712,-77.216135
20901,5.384,39.021495,-77.009779
20902,7.583,39.045249,-77.039264
20903,3.602,39.021433,-76.980774
20904,13.694,39.066616,-76.980935
20905,12.849,39.109705,-76.988329
20906,12.078,39.087321,-77.057159
20910,4.545,39.00286,-77.036646
20912,2.672,38.981602,-77.001156
21001,29.883,39.503056,-76.202096
21005,7.969,39.488112,-76.14452
21009,11.342,39.466882,-76.29523
21010,5.136,39.390932,-76.292629
21012,9.76,39.046525,-76.495552
21013,15.111,39.511495,-76.490799
21014,14.085,39.536084,-76.352184
21015,30.931,39.544176,-76.292469
21017,2.748,39.474767,-76.23442
21028,13.595,39.565965,-76.249527
21029,15.948,39.213616,-76.959448
21030,23.778,39.492412,-76.674443
21031,0.971,39.487208,-76.65801
21032,17.641,39.028343,-76.604145
21034,25.136,39.640713,-76.223031
21035,28.359,38.9383,-76.626588
21036,6.294,39.234644,-77.006738
21037,17.262,38.919253,-76.543492
21040,7.967,39.436496,-76.289965
21042,37.488,39.277181,-76.894602
21043,16.995,39.255836,-76.801491
21044,11.998,39.205869,-76.87911
21045,9.706,39.206042,-76.828234
21046,7.794,39.173116,-76.842028
21047,23.524,39.521384,-76.438786
21048,27.055,39.488125,-76.915075
21050,28.41,39.585343,-76.392164
21051,0.398,39.472691,-76.455841
21052,0.075,39.205576,-76.447067
21053,22.444,39.696782,-76.714679
21054,17.826,39.040252,-76.685822
21056,1.376,39.072941,-76.428558
21057,16.804,39.448749,-76.512474
21060,12.518,39.166538,-76.582956
21061,12.141,39.161942,-76.629444
21071,0.992,39.481657,-76.810955
21074,37.464,39.621612,-76.839847
21075,14.511,39.204096,-76.74936
21076,12.603,39.168512,-76.716355
21077,0.658,39.156134,-76.697686
21078,30.175,39.559229,-76.141248
21082,4.45,39.478136,-76.473523
21084,24.525,39.613561,-76.466441
21085,17.92,39.44588,-76.357015
21087,14.009,39.449314,-76.41324
21090,6.59,39.208481,-76.672517
21093,20.213,39.43914,-76.64095
21102,40.469,39.682834,-76.850538
21104,16.982,39.346904,-76.912757
21105,0.117,39.713946,-76.651281
21108,13.068,39.090315,-76.621257
21111,35.068,39.575537,-76.589692
21113,14.422,39.053565,-76.716578
21114,5.568,39.009641,-76.68422
21117,32.521,39.427563,-76.777976
21120,42.346,39.646204,-76.674854
21122,31.274,39.120838,-76.494821
21128,6.682,39.409428,-76.44746
21130,0.757,39.477321,-76.194181
21131,22.226,39.503655,-76.58987
21132,21.204,39.694699,-76.440405
21133,10.135,39.373505,-76.815284
21136,55.989,39.483784,-76.794208
21140,1.352,38.949202,-76.582524
21144,16.023,39.120915,-76.677313
21146,10.232,39.079136,-76.558699
21152,22.884,39.541052,-76.679892
21153,1.963,39.418247,-76.70087
21154,40.36,39.657449,-76.360475
21155,21.88,39.573619,-76.806079
21156,1.442,39.437208,-76.396486
21157,76.644,39.548569,-76.983558
21158,74.458,39.653737,-77.035092
21160,16.537,39.700248,-76.306544
21161,48.408,39.659903,-76.56506
21162,7.46,39.390116,-76.405582
21163,12.623,39.337527,-76.848247
21201,1.292,39.294821,-76.622227
21202,1.585,39.296526,-76.607016
21204,6.028,39.402268,-76.632295
21205,2.05,39.30229,-76.564482
21206,7.175,39.338428,-76.538877
21207,10.311,39.324167,-76.719484
21208,12.321,39.381174,-76.721002
21209,7.088,39.373191,-76.670003
21210,3.312,39.359156,-76.632685
21211,2.787,39.329817,-76.639408
21212,4.65,39.368561,-76.614898
21213,3.412,39.315031,-76.577429
21214,2.854,39.351793,-76.5644
21215,6.813,39.345241,-76.683566
21216,3.334,39.310595,-76.671717
21217,2.315,39.308473,-76.639154
21218,4.184,39.330107,-76.601451
