,Zipcode,Center Point Lat,Center Point Lng,ID,Gmaps Lat,Gmaps Lon
1950,06877,41.310803,-73.499837,0.0,41.2928979,-73.48872879999999
1951,06878,41.030093,-73.58371899999999,0.0,41.0303895,-73.5859132
1952,06880,41.133275,-73.348699,0.0,41.1270095,-73.3590802
1953,06883,41.227413,-73.36706099999998,0.0,41.228379,-73.38265849999999
1954,06890,41.14856500000001,-73.28778,0.0,41.1401164,-73.28243309999999
1955,06896,41.305415,-73.392584,0.0,41.30656159999999,-73.38265849999999
1956,06897,41.211277,-73.440974,0.0,41.2077334,-73.4415929
1957,06901,41.053591,-73.53817,0.0,41.0529585,-73.53879909999999
1958,06902,41.059347,-73.544384,0.0,41.0411194,-73.541744
1959,06903,41.136018,-73.57114200000002,0.0,41.1386109,-73.5711912
1960,06905,41.088293,-73.54266899999998,0.0,41.0901834,-73.541744
1961,06906,41.071023,-73.522621,0.0,41.0699973,-73.5211286
1962,06907,41.100918,-73.520517,0.0,41.0994238,-73.5211286
1963,07001,40.582316,-74.271506,1.0,40.5827122,-74.2707509
1964,07002,40.66253,-74.110192,1.0,40.658801,-74.1063776
1965,07003,40.809141,-74.18714200000002,0.0,40.7989068,-74.1885825
1966,07004,40.882508,-74.30459300000003,0.0,40.8844007,-74.30595459999999
1967,07005,40.932771,-74.417304,1.0,40.9245036,-74.41738769999999
1968,07006,40.851187,-74.282865,0.0,40.8515243,-74.2824862
1969,07008,40.58379,-74.227457,0.0,40.5761692,-74.22380199999999
1970,07009,40.858017,-74.229784,2.0,40.8589645,-74.22967129999999
1971,07010,40.822077,-73.987844,0.0,40.822166,-73.9859414
1972,07011,40.878256,-74.14407299999998,0.0,40.8811561,-74.1416127
1973,07012,40.848398,-74.16026600000002,0.0,40.843339,-74.1533563
1974,07013,40.869405,-74.173062,0.0,40.8663719,-74.1768412
1975,07014,40.831339,-74.135419,0.0,40.830167,-74.12986839999999
1976,07016,40.656391,-74.30483000000002,0.0,40.6569929,-74.30595459999999
1977,07017,40.772081,-74.207099,0.0,40.77254850000001,-74.21206289999999
1978,07018,40.755905,-74.217952,2.0,40.7564795,-74.2208673
1979,07020,40.812091,-73.983561,0.0,40.8204965,-73.97418739999999
1980,07021,40.828127,-74.276197,0.0,40.8288978,-74.2795524
1981,07022,40.821054,-74.003061,0.0,40.8197331,-74.0035709
1982,07023,40.6417,-74.385676,0.0,40.6407094,-74.3851379
1983,07024,40.85064000000001,-73.971007,0.0,40.8562383,-73.96537150000002
1984,07026,40.879797,-74.10825,0.0,40.8761974,-74.1063776
1985,07027,40.651249,-74.323137,0.0,40.6524118,-74.3264869
1986,07028,40.804798,-74.20456899999998,0.0,40.8034312,-74.2032581
1987,07029,40.74362,-74.154901,0.0,40.7445526,-74.1533563
1988,07030,40.74528,-74.032112,1.0,40.744052,-74.0270745
1989,07031,40.786256,-74.12621999999998,0.0,40.7906667,-74.12986839999999
1990,07032,40.752332,-74.12309300000003,1.0,40.7593718,-74.1181234
1991,07033,40.67742,-74.28934100000002,0.0,40.6772404,-74.2912872
1992,07034,40.87948,-74.380104,0.0,40.8822334,-74.3792737
1993,07035,40.927501,-74.308334,0.0,40.9238588,-74.30595459999999
1994,07036,40.62523,-74.23782299999998,0.0,40.6216016,-74.22967129999999
1995,07039,40.785828,-74.3291,1.0,40.7930239,-74.3235539
1996,07040,40.730785,-74.268919,0.0,40.7312956,-74.2707509
1997,07041,40.722448,-74.301546,0.0,40.727549,-74.2971543
1998,07042,40.813487,-74.219011,1.0,40.821948,-74.21206289999999
1999,07043,40.844837,-74.200502,0.0,40.8400532,-74.20032309999999
2000,07044,40.834007,-74.24287700000002,0.0,40.836743,-74.2472779
2001,07045,40.909405,-74.363571,0.0,40.91389789999999,-74.3763415
2002,07046,40.889726,-74.440329,0.0,40.8923936,-74.4349761
2003,07047,40.794163,-74.024947,1.0,40.8053731,-74.0241367
2004,07050,40.76804,-74.235692,0.0,40.7680056,-74.2326058
2005,07052,40.785755,-74.265058,1.0,40.8029914,-74.2531465
2006,07054,40.853731,-74.401647,0.0,40.8620476,-74.3939339
2007,07055,40.856413,-74.12694,2.0,40.8597746,-74.12986839999999
2008,07057,40.853084,-74.106323,0.0,40.8535873,-74.103441
2009,07058,40.872514,-74.341776,0.0,40.8625518,-74.3440842
2010,07059,40.634588,-74.519044,0.0,40.6208604,-74.511172
2011,07060,40.616667,-74.422042,0.0,40.61374379999999,-74.4232507
2012,07062,40.632358,-74.401184,0.0,40.6303421,-74.3997976
2013,07063,40.605118,-74.44452199999998,0.0,40.607053,-74.4467007
2014,07064,40.56742,-74.24494200000002,0.0,40.57159559999999,-74.2443436
2015,07065,40.607152,-74.28053100000002,2.0,40.6041777,-74.2824862
2016,07066,40.620618,-74.315435,0.0,40.6189813,-74.3176876
2017,07067,40.589255,-74.311311,0.0,40.5892333,-74.3176876
2018,07068,40.821737,-74.310147,0.0,40.8267932,-74.3176876
2019,07069,40.642845,-74.436233,0.0,40.6451039,-74.4349761
2020,07070,40.820314,-74.106041,0.0,40.8248063,-74.10931409999999
2021,07071,40.798004,-74.11325,0.0,40.7972384,-74.1063776
2022,07072,40.826424,-74.062338,0.0,40.8202314,-74.0593872
2023,07073,40.817097,-74.085024,0.0,40.8136765,-74.0828839
2024,07074,40.838144,-74.055077,0.0,40.8362579,-74.0505752
2025,07075,40.850183,-74.087068,0.0,40.8519315,-74.0916944
2026,07076,40.633026,-74.372905,0.0,40.6254814,-74.3646122
2027,07077,40.554147,-74.25305999999998,0.0,40.5513168,-74.2590148
2028,07078,40.74234600000001,-74.334237,0.0,40.73945,-74.32941989999999
2029,07079,40.748811,-74.261512,0.0,40.749443,-74.2590148
2030,07080,40.574413,-74.4148,0.0,40.56829,-74.41738769999999
2031,07081,40.697893,-74.334535,0.0,40.699863,-74.32941989999999
2032,07082,40.926913,-74.342511,0.0,40.934492,-74.347017
2033,07083,40.695266,-74.26907800000002,1.0,40.6843079,-74.2531465
2034,07086,40.767915,-74.020629,0.0,40.7629831,-74.0211989
2035,07087,40.767388,-74.032321,0.0,40.773694,-74.0270745
2036,07088,40.717892,-74.286158,0.0,40.7199369,-74.28688679999999
2037,07090,40.651644,-74.343447,0.0,40.6519674,-74.3411515
2038,07092,40.680722,-74.360292,1.0,40.684934,-74.3646122
2039,07093,40.788152,-74.01143499999998,0.0,40.7860123,-74.0094471
2040,07094,40.781958,-74.067649,2.0,40.782392,-74.0711359
2041,07095,40.552844,-74.28694899999998,0.0,40.5545823,-74.2824862
2042,07102,40.73565900000001,-74.17360500000002,2.0,40.7350747,-74.17390569999999
2043,07103,40.738742,-74.195546,1.0,40.7383636,-74.197388
2044,07104,40.767908,-74.168351,0.0,40.7758541,-74.16509909999999
2045,07105,40.723066,-74.138636,0.0,40.7231264,-74.1416127
2046,07106,40.741817,-74.230333,0.0,40.7432865,-74.2326058
2047,07107,40.762918,-74.186559,1.0,40.7663804,-74.18564719999999
2048,07108,40.723112,-74.20020600000002,0.0,40.7235275,-74.197388
2049,07109,40.795563,-74.161789,1.0,40.7956149,-74.16509909999999
2050,07110,40.820616,-74.15625,0.0,40.8235952,-74.1533563
2051,07111,40.723859,-74.232522,0.0,40.716493,-74.23554039999999
2052,07112,40.709363,-74.20965799999998,2.0,40.7132136,-74.21206289999999
2053,07114,40.697473,-74.16985600000002,0.0,40.6967435,-74.16509909999999
2054,07201,40.688974,-74.165462,0.0,40.6669059,-74.20407449999999
2055,07202,40.652464,-74.216853,1.0,40.6517521,-74.21499779999999
2056,07203,40.652211,-74.26015799999998,0.0,40.6520982,-74.2707509
2057,07204,40.665266,-74.266708,0.0,40.6640714,-74.2678169
2058,07205,40.695889,-74.2288,0.0,40.69506200000001,-74.22380199999999
2059,07206,40.651654,-74.18381099999998,1.0,40.6517773,-74.1797766
2060,07208,40.67383,-74.22640799999998,0.0,40.6723782,-74.2208673
2061,07302,40.719389,-74.04646899999999,1.0,40.7218318,-74.0447003
2062,07304,40.716495,-74.07259300000003,0.0,40.7160913,-74.07407289999999
2063,07305,40.697302,-74.082273,0.0,40.7008528,-74.0887576
2064,07306,40.734924,-74.071875,1.0,40.7329808,-74.0711359
2065,07307,40.750877,-74.056865,0.0,40.7473758,-74.0505752
2066,07310,40.730128,-74.03683199999998,0.0,40.7300567,-74.03294989999999
2067,07311,40.719081,-74.032615,0.0,40.716828,-74.0375011
2068,07401,41.032669,-74.133826,0.0,41.037101,-74.12986839999999
2069,07403,41.020753000000006,-74.332842,0.0,41.0256479,-74.32941989999999
2070,07405,40.987841,-74.378188,0.0,40.9886496,-74.3822058
2071,07407,40.904526,-74.119514,0.0,40.9074337,-74.1181234
2072,07410,40.935833,-74.117504,0.0,40.9370006,-74.1181234
2073,07416,41.112558,-74.599735,0.0,41.1202161,-74.5873348
2074,07417,41.007526,-74.205653,0.0,41.0133808,-74.2061931
2075,07418,41.242216,-74.486108,0.0,41.243286,-74.4818698
2076,07419,41.152758,-74.572348,0.0,41.1407956,-74.5580454
2077,07420,41.03227,-74.303164,0.0,41.0305956,-74.29422079999999
2078,07421,41.174246,-74.352148,0.0,41.1739123,-74.370477
2079,07422,41.182049,-74.444452,0.0,41.183644,-74.4408385
2080,07423,40.9995,-74.096583,0.0,41.0005726,-74.0975678
2081,07424,40.882814,-74.20569300000002,0.0,40.8811718,-74.21206289999999
2082,07430,41.083159,-74.185895,0.0,41.0887754,-74.1827119
2083,07432,40.995809,-74.141262,0.0,40.9965212,-74.1386767
2084,07435,41.035529,-74.449126,0.0,41.0501044,-74.4349761
2085,07436,41.029497,-74.24306800000002,0.0,41.0322496,-74.23554039999999
2086,07438,41.028134,-74.518867,0.0,41.0400935,-74.505312
2087,07439,41.075676,-74.602012,0.0,41.0824581,-74.5990492
2088,07440,40.946468,-74.29304,0.0,40.9448178,-74.2971543
2089,07442,41.003095,-74.285455,0.0,41.0022968,-74.2854199
2090,07444,40.967407,-74.306967,1.0,40.9632898,-74.30595459999999
2091,07446,41.059136,-74.145931,0.0,41.062513,-74.1357407
2092,07450,40.981408,-74.110465,1.0,40.9845896,-74.1063776
2093,07452,40.959471,-74.125202,0.0,40.9583569,-74.12986839999999
2094,07456,41.102332,-74.27317,0.0,41.0937181,-74.2883536
2095,07457,40.995972,-74.315124,0.0,40.9944769,-74.3176876
2096,07458,41.046652,-74.09651099999998,0.0,41.0419694,-74.0946311
2097,07460,41.111812,-74.49509300000003,0.0,41.08680140000001,-74.5228916
2098,07461,41.247022,-74.610522,1.0,41.2404056,-74.64004320000001
2099,07462,41.198457,-74.495575,0.0,41.1958204,-74.49359129999999
2100,07463,41.013615,-74.125919,0.0,41.0145518,-74.1269322
2101,07465,41.054855,-74.332764,0.0,41.0601152,-74.29422079999999
2102,07470,40.945855,-74.245077,2.0,40.9411487,-74.2531465
2103,07480,41.088533,-74.376499,0.0,41.0985461,-74.3939339
2104,07481,40.999093,-74.168849,1.0,41.0026959,-74.16509909999999
2105,07495,41.10447,-74.163363,0.0,41.1036527,-74.1639982
2106,07501,40.911998,-74.170965,0.0,40.9111613,-74.1621634
2107,07502,40.918573,-74.194089,0.0,40.920208,-74.19151769999999
2108,07503,40.897548,-74.15412099999998,1.0,40.8955467,-74.156292
2109,07504,40.912548,-74.141615,0.0,40.9127904,-74.1386767
2110,07505,40.916327,-74.171643,0.0,40.9163004,-74.172438
2111,07506,40.956957,-74.15856099999998,0.0,40.9616599,-74.1533563
2112,07508,40.955074,-74.183638,0.0,40.9567531,-74.1885825
2113,07512,40.903415,-74.219779,0.0,40.9025415,-74.22380199999999
2114,07513,40.906182,-74.148686,0.0,40.9045824,-74.1504204
2115,07514,40.926992,-74.143838,1.0,40.923473,-74.1445487
2116,07522,40.924959,-74.179096,0.0,40.9234909,-74.1797766
2117,07524,40.931711,-74.15687,0.0,40.9300511,-74.156292
2118,07601,40.889398,-74.045698,1.0,40.8876273,-74.04763779999999
2119,07603,40.874287,-74.029735,0.0,40.8773217,-74.0270745
2120,07604,40.862751,-74.075182,0.0,40.8642433,-74.07407289999999
2121,07605,40.863391,-73.988466,0.0,40.8624613,-73.9918181
2122,07606,40.857844,-74.048569,0.0,40.859067,-74.04616899999999
2123,07607,40.902885,-74.063457,0.0,40.9020267,-74.0623244
2124,07608,40.852969,-74.060375,0.0,40.85271900000001,-74.0623244
2125,07620,40.968782,-73.916896,0.0,40.93702529999999,-73.9271644
2126,07621,40.922334,-73.998001,0.0,40.9203906,-74.00063279999999
2127,07624,40.97289,-73.96031500000002,0.0,40.9694387,-73.9301037
2128,07626,40.939786,-73.95858100000002,0.0,40.9412128,-73.9565551
2129,07627,40.954576,-73.956563,0.0,40.9531023,-73.9536163
2130,07628,40.945239,-73.992428,0.0,40.948271,-73.9888797
2131,07630,40.97499000000001,-74.023248,0.0,40.9750092,-74.0211989
2132,07631,40.891197,-73.972515,1.0,40.8874882,-73.977126
2133,07632,40.889664,-73.942009,0.0,40.8923269,-73.9418603
2134,07640,40.991681,-73.980202,0.0,40.9958149,-73.977126
2135,07641,40.961713,-73.997437,0.0,40.9618304,-73.9976946
2136,07642,41.007127,-74.045119,0.0,41.0078617,-74.0447003
2137,07643,40.844332,-74.036164,0.0,40.846514,-74.0358876
2138,07644,40.877915,-74.0825,0.0,40.8798669,-74.0799469
2139,07645,41.054594,-74.047298,0.0,41.054992,-74.04763779999999
2140,07646,40.934161,-74.019453,0.0,40.9356215,-74.0211989
2141,07647,41.00636400000001,-73.94277199999998,0.0,41.0084281,-73.9447994
2142,07648,40.992252,-73.950917,0.0,40.9924695,-73.9536163
2143,07649,40.956651,-74.03285799999998,0.0,40.9528921,-74.03882519999999
2144,07650,40.847017,-73.997061,0.0,40.8485005,-73.9976946
2145,07652,40.947299,-74.07016899999998,1.0,40.9541697,-74.0652616
2146,07656,41.036183,-74.04429300000002,0.0,41.03737,-74.0447003
2147,07657,40.829416,-74.015715,0.0,40.8333184,-74.0123851
2148,07660,40.854705,-74.019926,0.0,40.851833,-74.0211989
2149,07661,40.927354,-74.039611,0.0,40.9282671,-74.03882519999999
2150,07662,40.910694,-74.082895,1.0,40.9094443,-74.0799469
2151,07663,40.902924,-74.09400500000002,1.0,40.90412329999999,-74.0946311
2152,07666,40.890317,-74.011478,1.0,40.8924932,-74.0123851
2153,07670,40.918309,-73.950523,0.0,40.913708,-73.9536163
2154,07675,41.003506,-74.001778,2.0,41.0229118,-73.99475629999999
2155,07676,40.988306,-74.064693,0.0,40.9877985,-74.0593872
2156,07677,41.02597700000001,-74.061061,0.0,41.01731849999999,-74.0593872
2157,07701,40.361667,-74.078076,1.0,40.3635408,-74.0887576
2158,07702,40.32645,-74.057373,0.0,40.32457309999999,-74.0593872
2159,07703,40.315784,-74.039773,0.0,40.3135843,-74.04323149999999
2160,07704,40.36194,-74.038775,0.0,40.3610648,-74.0358876
2161,07711,40.238531,-74.00800799999998,0.0,40.2345124,-74.0035709
2162,07712,40.249708,-74.053712,0.0,40.24488040000001,-74.0593872
2163,07716,40.401088,-74.032978,0.0,40.4107844,-74.0358876
2164,07717,40.191418,-74.015105,0.0,40.191299,-74.0153231
2165,07718,40.419871,-74.085174,0.0,40.4174102,-74.0828839
2166,07719,40.168908,-74.073226,0.0,40.1642213,-74.0887576
2167,07720,40.201604,-74.012056,0.0,40.2012739,-74.0153231
2168,07721,40.438095,-74.231391,0.0,40.4358981,-74.2326058
2169,07722,40.280968,-74.168903,0.0,40.28873859999999,-74.1944529
2170,07723,40.249701,-73.997458,0.0,40.246556,-74.00063279999999
2171,07724,40.298625,-74.074178,1.0,40.3038147,-74.0887576
2172,07726,40.282353,-74.346564,0.0,40.2800274,-74.347017
2173,07727,40.204403000000006,-74.149231,0.0,40.1940632,-74.1592278
2174,07728,40.225793,-74.285785,1.0,40.2303787,-74.27661859999999
2175,07730,40.425495,-74.176063,0.0,40.430596,-74.1768412
2176,07731,40.149537,-74.203987,0.0,40.1407113,-74.2061931
2177,07732,40.430468,-73.990424,0.0,40.4140752,-73.9888797
2178,07733,40.374964,-74.173849,1.0,40.3767169,-74.1827119
2179,07734,40.444151,-74.13681,0.0,40.4426433,-74.1386767
2180,07735,40.45010900000001,-74.172274,0.0,40.4359539,-74.197388
2181,07737,40.412472,-74.065304,0.0,40.4112009,-74.05644989999999
2182,07738,40.337907,-74.127066,0.0,40.3344821,-74.12986839999999
2183,07739,40.336952,-74.03453499999998,0.0,40.3312131,-74.0358876
2184,07740,40.295372,-73.989899,2.0,40.29470269999999,-73.9888797
2185,07746,40.32349,-74.254572,0.0,40.3268076,-74.2531465
2186,07747,40.415306,-74.25391,0.0,40.4031697,-74.22967129999999
2187,07748,40.3963,-74.115274,0.0,40.3925365,-74.1181234
2188,07750,40.335895,-73.985608,0.0,40.3345201,-73.9888797
2189,07751,40.35965,-74.261462,0.0,40.36663679999999,-74.2531465
2190,07753,40.214893,-74.078907,2.0,40.2240869,-74.0887576
2191,07755,40.263635,-74.02287700000002,0.0,40.2598423,-74.0241367
2192,07756,40.21182,-74.00694399999998,0.0,40.21145610000001,-74.0079781
2193,07757,40.316313,-74.015897,0.0,40.3179397,-74.0123851
2194,07758,40.434236,-74.100665,0.0,40.4319003,-74.0975678
2195,07760,40.369551,-74.002368,0.0,40.3701706,-73.99475629999999
2196,07762,40.153409,-74.033732,0.0,40.1601131,-74.0241367
2197,07764,40.287904,-74.02001899999998,0.0,40.2897287,-74.0241367
2198,07801,40.917192,-74.554744,2.0,40.9479587,-74.5521869
2199,07803,40.878088,-74.601176,0.0,40.87825489999999,-74.6019776
2200,07820,40.931361,-74.811743,0.0,40.9219194,-74.8103411
2201,07821,40.965937,-74.75439300000002,0.0,40.9692854,-74.74541119999999
2202,07822,41.138775,-74.708337,0.0,41.1361475,-74.70444250000001
2203,07823,40.829451,-75.039497,0.0,40.8121949,-75.0494329
2204,07825,40.971247,-74.975723,1.0,40.9860816,-74.9442585
2205,07826,41.193137,-74.778188,0.0,41.1973491,-74.7571147
2206,07827,41.280923,-74.73048299999998,0.0,41.3037667,-74.74541119999999
2207,07828,40.883935,-74.750312,0.0,40.890298,-74.74541119999999
2208,07830,40.719283,-74.794021,0.0,40.7383,-74.7922202
2209,07832,40.962126,-75.053728,0.0,40.96516949999999,-75.0844757
2210,07833,40.892784000000006,-75.069413,0.0,40.892632,-75.0684153
2211,07834,40.88724600000001,-74.490462,1.0,40.8889758,-74.4818698
2212,07836,40.842413,-74.70325799999998,0.0,40.8501711,-74.70444250000001
2213,07838,40.88795,-74.911692,0.0,40.8925115,-74.90918529999999
2214,07840,40.854177,-74.835349,1.0,40.8550327,-74.8507131
2215,07842,40.942135,-74.512095,0.0,40.9472967,-74.494507
2216,07843,40.939241,-74.659474,0.0,40.94259470000001,-74.6576091
2217,07846,40.96594,-74.87706800000002,0.0,40.9654841,-74.87775909999999
2218,07847,40.889346,-74.623879,0.0,40.8884546,-74.6224755
2219,07848,41.103892,-74.687004,0.0,41.1009158,-74.69858909999999
2220,07849,40.970323,-74.607244,0.0,40.9906067,-74.5756196
2221,07850,40.906858,-74.662035,0.0,40.9046961,-74.6693186
2222,07851,41.231436,-74.846827,0.0,41.1292544,-74.90918529999999
2223,07852,40.883268,-74.668029,0.0,40.8833526,-74.6576091
2224,07853,40.780755,-74.789238,0.0,40.7779169,-74.7922202
2225,07856,40.91608,-74.626689,0.0,40.929542,-74.6341875
2226,07857,40.896755,-74.700323,0.0,40.8967137,-74.7015158
2227,07860,41.056547,-74.819113,1.0,41.0461965,-74.8039205
2228,07863,40.807625,-74.9576,0.0,40.8196071,-74.95594799999999
2229,07865,40.793806,-74.898347,0.0,40.7894082,-74.9150313
2230,07866,40.954863,-74.489076,0.0,40.930976,-74.519706
2231,07869,40.841691,-74.57833000000002,0.0,40.8482888,-74.5814773
2232,07870,40.80398,-74.81965100000002,0.0,40.80070509999999,-74.81393829999999
2233,07871,41.052283,-74.62790600000002,0.0,41.051989,-74.6283316
2234,07874,40.923063,-74.73579000000002,0.0,40.9292038,-74.70444250000001
2235,07876,40.85447,-74.65735699999998,0.0,40.8537087,-74.6576091
2236,07878,40.872446,-74.473754,0.0,40.8698579,-74.4774741
2237,07880,40.87145200000001,-74.888891,0.0,40.8714377,-74.8901841
2238,07881,41.120656,-74.890403,0.0,41.1132583,-74.9610806
2239,07882,40.75264,-75.013787,0.0,40.7496608,-75.0260667
2240,07885,40.910506,-74.59991099999998,0.0,40.8932251,-74.5812124
2241,07901,40.714923,-74.366372,2.0,40.7146376,-74.3646122
2242,07920,40.678994,-74.564115,0.0,40.6867556,-74.5580454
2243,07921,40.656019,-74.678657,0.0,40.6431955,-74.6751731
2244,07922,40.676367,-74.42499000000002,1.0,40.6748343,-74.4349761
2245,07924,40.730384,-74.592602,0.0,40.7295773,-74.5814773
2246,07926,40.801262,-74.570122,0.0,40.7953905,-74.5662835
2247,07927,40.821862,-74.45429,0.0,40.8236134,-74.4554936
2248,07928,40.725986,-74.412612,0.0,40.7211189,-74.41152459999999
2249,07930,40.781196,-74.683945,1.0,40.7850853,-74.69858909999999
2250,07931,40.681427,-74.616525,0.0,40.7036716,-74.6458987
2251,07932,40.777242,-74.392943,0.0,40.7772437,-74.38806989999999
2252,07933,40.704225,-74.45948800000002,0.0,40.69948369999999,-74.4701475
2253,07934,40.722621,-74.675562,0.0,40.7245838,-74.6722459
2254,07935,40.736004,-74.445887,0.0,40.7457606,-74.4467007
2255,07936,40.818553,-74.363742,0.0,40.8135401,-74.3646122
2256,07939,40.667382,-74.55390799999998,1.0,40.6680909,-74.55478889999999
2257,07940,40.760175,-74.41918100000002,0.0,40.7623187,-74.4232507
2258,07945,40.781948,-74.599501,0.0,40.7723679,-74.6049061
2259,07946,40.677709,-74.508538,0.0,40.6662818,-74.51703189999999
2260,07950,40.846026,-74.482314,1.0,40.8354565,-74.48773059999999
2261,07960,40.784201,-74.500025,2.0,40.7793504,-74.511172
2262,07961,40.78062,-74.43274100000002,0.0,40.7966042,-74.4815759
2263,07970,40.808084,-74.572929,0.0,40.82637760000001,-74.58317269999999
2264,07974,40.696919,-74.403853,0.0,40.6996994,-74.3997976
2265,07976,40.72806,-74.479344,0.0,40.7208993,-74.4818698
2266,07977,40.705188,-74.670075,1.0,40.7164453,-74.6601706
2267,07979,40.700643,-74.730117,0.0,40.7177283,-74.7245623
2268,07980,40.680423,-74.488915,0.0,40.68288920000001,-74.49359129999999
2269,07981,40.820383,-74.42241800000002,0.0,40.8257746,-74.41738769999999
2270,08001,39.54788,-75.346384,0.0,39.5521917,-75.3499629
2271,08002,39.931978,-75.027557,1.0,39.9311729,-75.0260667
2272,08003,39.882703,-74.972036,0.0,39.8817088,-74.95594799999999
2273,08004,39.764747,-74.870626,0.0,39.7655492,-74.8390162
2274,08005,39.767727,-74.312588,0.0,39.7878214,-74.3352858
2275,08006,39.75276,-74.106156,0.0,39.7581175,-74.103441
2276,08007,39.865825,-75.053823,0.0,39.8667532,-75.05235340000002
2277,08008,39.542599,-74.298174,0.0,39.75007129999999,-74.1357407
2278,08009,39.760656,-74.93285999999998,1.0,39.7737102,-74.9384135
2279,08010,40.055173,-74.916925,0.0,40.0520116,-74.9150313
2280,08011,39.972764,-74.71311700000003,0.0,39.9767822,-74.7101589
2281,08012,39.783815,-75.05606800000002,3.0,39.7891108,-75.0552739
2282,08014,39.815906,-75.34833499999998,0.0,39.8184428,-75.3587075
2283,08015,39.931531,-74.543763,1.0,39.9340605,-74.5228916
2284,08016,40.069521,-74.824196,0.0,40.0669532,-74.8390162
2285,08019,39.777292,-74.534219,0.0,39.7733018,-74.5228916
2286,08020,39.791562,-75.22414,0.0,39.7902901,-75.21873459999999
2287,08021,39.806194,-75.000151,0.0,39.8073767,-75.0026972
2288,08022,40.06759,-74.705741,0.0,40.0713106,-74.72200169999999
2289,08023,39.686699,-75.496274,0.0,39.68203,-75.4905436
2290,08026,39.832872,-74.967175,0.0,39.8350824,-74.9647145
2291,08027,39.834582,-75.288914,0.0,39.8295822,-75.2887369
2292,08028,39.695863,-75.121415,0.0,39.7017383,-75.11951069999999
2293,08029,39.840937,-75.067211,0.0,39.8388611,-75.0698754
2294,08030,39.888896,-75.118078,0.0,39.8888931,-75.1253492
2295,08031,39.866356,-75.09467,0.0,39.86708429999999,-75.0932352
2296,08033,39.892421,-75.036651,0.0,39.8967563,-75.03190860000001
2297,08034,39.9061,-75.000375,0.0,39.9021937,-74.9968543
2298,08035,39.879127,-75.06591800000002,0.0,39.8783477,-75.06403499999999
2299,08036,39.970569,-74.83220899999998,0.0,39.9809263,-74.8331674
2300,08037,39.63995900000001,-74.75932,2.0,39.643728,-74.7571147
2301,08038,39.470004,-75.490291,0.0,39.4882774,-75.483991
2302,08039,39.685628,-75.27736999999998,0.0,39.6889613,-75.263948
2303,08041,40.039074,-74.678698,0.0,40.0307185,-74.68102739999999
2304,08042,40.015389,-74.662287,0.0,40.0122558,-74.66492769999999
2305,08043,39.848539,-74.953498,1.0,39.8383777,-74.9325683
2306,08045,39.867114,-75.029746,0.0,39.8687121,-75.0289877
2307,08046,40.02795,-74.886984,2.0,40.0330851,-74.88579890000001
2308,08048,39.958855,-74.80247800000002,0.0,39.9577263,-74.8097703
2309,08049,39.85439,-75.03854399999999,0.0,39.855156,-75.040671
2310,08050,39.71275,-74.23100000000002,1.0,39.7060622,-74.2531465
2311,08051,39.783875,-75.175825,0.0,39.7857414,-75.1837216
2312,08052,39.952381,-74.994896,0.0,39.9524427,-74.9968543
2313,08053,39.85667700000001,-74.90080999999998,3.0,39.8522951,-74.88579890000001
2314,08054,39.948992,-74.900247,0.0,39.9358189,-74.90918529999999
2315,08055,39.862695,-74.822311,0.0,39.8630611,-74.8156199
2316,08056,39.783669,-75.255275,0.0,39.7847466,-75.2537397
2317,08057,39.979658,-74.94130799999998,0.0,39.9790904,-74.9325683
2318,08059,39.884825,-75.092667,0.0,39.8821763,-75.0932352
2319,08060,40.007737,-74.790088,2.0,40.0205975,-74.7922202
2320,08061,39.79887,-75.205365,0.0,39.7951968,-75.1983113
2321,08062,39.716067,-75.219239,0.0,39.7169201,-75.2362381
2322,08063,39.867297,-75.185621,0.0,39.8692138,-75.18663959999999
2323,08064,39.962782,-74.640754,0.0,39.9578697,-74.6277826
2324,08065,40.00261500000001,-75.035273,0.0,40.0072707,-75.03190860000001
2325,08066,39.834292,-75.22835500000002,0.0,39.8378991,-75.2362381
2326,08067,39.739193,-75.411406,0.0,39.7409308,-75.42281899999999
2327,08068,39.961401,-74.66591700000002,1.0,39.9531287,-74.66346399999999
2328,08069,39.699258,-75.44518000000002,0.0,39.7295378,-75.4680092
2329,08070,39.619131,-75.51609599999998,0.0,39.6199688,-75.50437610000002
2330,08071,39.731894,-75.133534,0.0,39.7292456,-75.1370254
2331,08072,39.544308,-75.418704,0.0,39.54593,-75.41254649999999
2332,08073,40.009545,-74.866796,0.0,40.0103272,-74.8678915
2333,08074,39.716166,-75.16344000000002,0.0,39.7236528,-75.1618345
2334,08075,40.029586,-74.948936,0.0,40.0223314,-74.95594799999999
2335,08077,40.000162,-74.991632,0.0,40.0026501,-74.9968543
2336,08078,39.853411,-75.075502,0.0,39.8525918,-75.07863569999999
2337,08079,39.542408,-75.43168399999998,1.0,39.5676212,-75.41116439999999
2338,08080,39.757432,-75.121872,0.0,39.7622516,-75.11951069999999
2339,08081,39.732942,-74.97665699999997,0.0,39.7236859,-74.9793243
2340,08083,39.841266,-75.028593,0.0,39.8385235,-75.0289877
2341,08084,39.828957,-75.015458,1.0,39.8269198,-75.0173035
2342,08085,39.761162,-75.32410899999998,0.0,39.7491498,-75.329557
2343,08086,39.854719,-75.198716,0.0,39.8477018,-75.1953934
2344,08087,39.596035,-74.380612,0.0,39.5928978,-74.3822058
